batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
1496	0.9190	0.2495	17.1866	0.0402	0.1641	0.9999	19.0000	0.4975	-0.2906	-0.3063	0.4877	-0.2883	-0.3192	0.3926	-0.3221	-0.3450	0.4924	-0.2761	-0.3060	17.1702	0.0401	0.1053	0.9996	19.0000	0.4760	-0.0833	-0.2123	0.4679	-0.1241	-0.2583	0.3795	-0.1390	-0.2675	0.4744	-0.0899	-0.2193	0.1320	0.4692	0.1317	0.4625	0.1508	0.5124	0.1292	0.4576
1632	0.9327	0.2577	17.1838	0.0408	0.1546	0.9994	19.0000	0.4946	-0.2930	-0.3300	0.4865	-0.2976	-0.3376	0.3913	-0.3255	-0.3383	0.4893	-0.2877	-0.3273	17.1679	0.0406	0.1039	0.9996	19.0000	0.4797	-0.1259	-0.2202	0.4718	-0.1276	-0.2390	0.3783	-0.1693	-0.2623	0.4749	-0.1289	-0.2215	0.1376	0.4912	0.1362	0.4818	0.1499	0.5230	0.1383	0.4917
1768	0.9253	0.2757	17.1849	0.0404	0.1650	0.9995	19.0000	0.5036	-0.2537	-0.2676	0.4933	-0.2598	-0.2725	0.3832	-0.2643	-0.2525	0.4972	-0.2434	-0.2609	17.1692	0.0402	0.1202	0.9996	19.0000	0.4835	-0.1671	-0.2461	0.4735	-0.1654	-0.2732	0.3554	-0.1610	-0.2478	0.4774	-0.1811	-0.2596	0.1352	0.4858	0.1322	0.4709	0.1366	0.4739	0.1333	0.4788
1904	0.9126	0.2537	17.1876	0.0399	0.1793	1.0000	19.0000	0.5039	-0.2605	-0.2634	0.4924	-0.2458	-0.2588	0.4033	-0.2629	-0.2554	0.4987	-0.2443	-0.2613	17.1717	0.0397	0.1212	0.9996	19.0000	0.4820	-0.1605	-0.2868	0.4709	-0.1632	-0.2741	0.3780	-0.2079	-0.2667	0.4757	-0.1952	-0.2908	0.1349	0.4816	0.1345	0.4759	0.1474	0.5080	0.1346	0.4785
2040	0.9031	0.2381	17.1883	0.0394	0.1702	0.9998	19.0000	0.4873	-0.2535	-0.2581	0.4768	-0.2782	-0.2675	0.3868	-0.2961	-0.2849	0.4855	-0.2429	-0.2581	17.1718	0.0394	0.1235	1.0000	19.0000	0.4705	-0.1004	-0.2579	0.4618	-0.1987	-0.2965	0.3716	-0.2465	-0.3035	0.4681	-0.1000	-0.2649	0.1224	0.4233	0.1243	0.4300	0.1428	0.4879	0.1214	0.4182
2176	0.9278	0.2572	17.1848	0.0406	0.1670	0.9999	19.0000	0.5061	-0.2883	-0.3213	0.4953	-0.3009	-0.3369	0.3835	-0.3209	-0.3560	0.4981	-0.2807	-0.3239	17.1698	0.0400	0.1135	0.9996	19.0000	0.4797	-0.2412	-0.3105	0.4700	-0.2434	-0.3303	0.3652	-0.2618	-0.3202	0.4765	-0.2355	-0.3149	0.1631	0.5723	0.1675	0.5758	0.1898	0.6152	0.1584	0.5580
2312	0.9129	0.2596	17.1884	0.0399	0.1808	0.9997	19.0000	0.5043	-0.2509	-0.2985	0.4889	-0.2523	-0.2991	0.3950	-0.2664	-0.2971	0.5001	-0.2342	-0.2919	17.1726	0.0396	0.1327	1.0000	19.0000	0.4812	-0.0904	-0.2930	0.4688	-0.1373	-0.3004	0.3779	-0.1640	-0.2833	0.4797	-0.0961	-0.2890	0.1503	0.5384	0.1543	0.5437	0.1736	0.5805	0.1460	0.5255
2448	0.9361	0.2811	17.1835	0.0409	0.1589	0.9997	19.0000	0.5052	-0.2793	-0.3223	0.4973	-0.2789	-0.3256	0.3904	-0.2981	-0.3232	0.4987	-0.2696	-0.3227	17.1681	0.0406	0.1146	1.0000	19.0000	0.4853	-0.1110	-0.2711	0.4788	-0.1412	-0.2912	0.3758	-0.1732	-0.3114	0.4805	-0.0842	-0.2684	0.1440	0.5157	0.1435	0.5102	0.1536	0.5392	0.1410	0.5053
2584	0.9285	0.2623	17.1842	0.0406	0.1818	0.9998	19.0000	0.5095	-0.2655	-0.2911	0.5006	-0.2746	-0.2980	0.3907	-0.2753	-0.2951	0.5045	-0.2660	-0.2932	17.1684	0.0403	0.1090	1.0000	19.0000	0.4846	-0.1610	-0.3009	0.4778	-0.1816	-0.3311	0.3682	-0.2180	-0.3272	0.4822	-0.1680	-0.3000	0.1380	0.5013	0.1361	0.4912	0.1406	0.5009	0.1384	0.5011
2720	0.9391	0.2754	17.1824	0.0410	0.1600	0.9994	19.0000	0.5081	-0.2783	-0.2873	0.5027	-0.2864	-0.2839	0.4022	-0.2898	-0.2781	0.5016	-0.2796	-0.2888	17.1665	0.0409	0.0929	1.0000	19.0000	0.4786	-0.0877	-0.2610	0.4747	-0.1504	-0.2952	0.3802	-0.1680	-0.2965	0.4765	-0.1145	-0.2667	0.1317	0.4751	0.1276	0.4546	0.1333	0.4718	0.1281	0.4594
2856	0.9328	0.2710	17.1837	0.0407	0.1675	0.9998	19.0000	0.5121	-0.2707	-0.2938	0.5058	-0.2735	-0.2955	0.3997	-0.2838	-0.2863	0.5075	-0.2654	-0.2933	17.1678	0.0406	0.1034	1.0000	19.0000	0.4886	-0.1303	-0.2689	0.4836	-0.1075	-0.3105	0.3755	-0.1763	-0.2961	0.4846	-0.1491	-0.2873	0.1360	0.4914	0.1326	0.4754	0.1345	0.4743	0.1363	0.4902
2992	0.8978	0.2322	17.1876	0.0392	0.1797	0.9999	19.0000	0.4981	-0.2817	-0.2797	0.4878	-0.2727	-0.2700	0.3737	-0.2741	-0.2582	0.4953	-0.2709	-0.2779	17.1713	0.0391	0.1230	1.0000	19.0000	0.4726	-0.1250	-0.2930	0.4652	-0.0842	-0.3289	0.3544	-0.1702	-0.3285	0.4717	-0.1092	-0.2939	0.1303	0.4654	0.1262	0.4474	0.1298	0.4592	0.1270	0.4522
3128	0.9376	0.2590	17.1824	0.0409	0.1648	0.9997	19.0000	0.5026	-0.2986	-0.3007	0.4977	-0.2922	-0.2966	0.3861	-0.2962	-0.2760	0.4978	-0.2898	-0.2979	17.1666	0.0409	0.1136	1.0000	19.0000	0.4779	-0.1632	-0.2645	0.4739	-0.1452	-0.2816	0.3668	-0.1632	-0.2601	0.4732	-0.1719	-0.2618	0.1352	0.4903	0.1291	0.4631	0.1283	0.4549	0.1346	0.4876
3264	0.8825	0.2358	17.1893	0.0385	0.1905	0.9998	19.0000	0.4851	-0.2253	-0.2215	0.4723	-0.2211	-0.2219	0.3623	-0.2230	-0.2054	0.4827	-0.2094	-0.2172	17.1724	0.0385	0.1261	1.0000	19.0000	0.4618	-0.1811	-0.3189	0.4530	-0.1675	-0.3281	0.3446	-0.1996	-0.2921	0.4606	-0.1811	-0.3171	0.1186	0.4135	0.1175	0.4062	0.1241	0.4358	0.1168	0.4038
3400	0.9182	0.2478	17.1850	0.0401	0.1602	0.9999	19.0000	0.4965	-0.2809	-0.2720	0.4899	-0.2709	-0.2655	0.3821	-0.2584	-0.2442	0.4940	-0.2736	-0.2729	17.1688	0.0400	0.1197	1.0000	19.0000	0.4727	-0.0737	-0.2689	0.4673	-0.1289	-0.3022	0.3614	-0.1868	-0.2969	0.4692	-0.0987	-0.2781	0.1254	0.4457	0.1227	0.4336	0.1280	0.4552	0.1258	0.4476
3536	0.9297	0.2621	17.1834	0.0406	0.1727	0.9999	19.0000	0.5031	-0.2709	-0.2616	0.4985	-0.2686	-0.2627	0.3875	-0.2611	-0.2509	0.5004	-0.2691	-0.2629	17.1676	0.0403	0.1015	1.0000	19.0000	0.4740	-0.2307	-0.3307	0.4706	-0.1557	-0.3268	0.3636	-0.2070	-0.3000	0.4694	-0.2311	-0.3320	0.1349	0.4832	0.1295	0.4597	0.1282	0.4515	0.1364	0.4876
3672	0.9309	0.2666	17.1831	0.0406	0.1725	0.9997	19.0000	0.5010	-0.2648	-0.2678	0.4969	-0.2671	-0.2676	0.3918	-0.2632	-0.2516	0.4982	-0.2586	-0.2679	17.1675	0.0404	0.1042	1.0000	19.0000	0.4729	-0.1386	-0.2921	0.4692	-0.1425	-0.3018	0.3645	-0.1732	-0.2785	0.4712	-0.1246	-0.2908	0.1385	0.4985	0.1325	0.4734	0.1282	0.4523	0.1360	0.4895
3808	0.9206	0.2405	17.1846	0.0402	0.1755	0.9998	19.0000	0.4964	-0.2726	-0.2458	0.4913	-0.2700	-0.2457	0.3892	-0.2552	-0.2356	0.4941	-0.2619	-0.2439	17.1685	0.0397	0.1164	1.0000	19.0000	0.4681	-0.1636	-0.3105	0.4636	-0.1526	-0.3333	0.3639	-0.2000	-0.2930	0.4666	-0.1592	-0.3114	0.1312	0.4677	0.1256	0.4434	0.1234	0.4312	0.1293	0.4599
3944	0.9117	0.2424	17.1852	0.0397	0.1857	0.9997	19.0000	0.5022	-0.2631	-0.2641	0.4954	-0.2810	-0.2641	0.3752	-0.2698	-0.2574	0.4989	-0.2638	-0.2659	17.1692	0.0393	0.1303	1.0000	19.0000	0.4719	-0.0982	-0.2917	0.4676	-0.1465	-0.3079	0.3510	-0.1978	-0.2838	0.4697	-0.1158	-0.2904	0.1372	0.4903	0.1333	0.4754	0.1329	0.4698	0.1356	0.4838
4080	0.9225	0.2524	17.1839	0.0402	0.1688	0.9997	19.0000	0.4923	-0.2795	-0.2830	0.4884	-0.2799	-0.2812	0.3905	-0.2833	-0.2760	0.4907	-0.2766	-0.2854	17.1681	0.0401	0.1053	1.0000	19.0000	0.4666	-0.1101	-0.2583	0.4623	-0.1263	-0.2838	0.3649	-0.1798	-0.2759	0.4646	-0.0965	-0.2539	0.1395	0.5006	0.1339	0.4781	0.1326	0.4716	0.1390	0.4993
4216	0.9335	0.2574	17.1824	0.0407	0.1660	0.9994	19.0000	0.5038	-0.2838	-0.2866	0.5000	-0.2793	-0.2888	0.3906	-0.2876	-0.2835	0.5006	-0.2839	-0.2868	17.1668	0.0408	0.1061	1.0000	19.0000	0.4775	-0.1307	-0.2803	0.4740	-0.1232	-0.2882	0.3646	-0.1623	-0.2474	0.4761	-0.1250	-0.2746	0.1461	0.5250	0.1412	0.5045	0.1421	0.5042	0.1437	0.5182
4352	0.9207	0.2608	17.1843	0.0402	0.1790	0.9995	19.0000	0.5003	-0.2568	-0.2656	0.4951	-0.2634	-0.2610	0.3838	-0.2495	-0.2376	0.4977	-0.2517	-0.2657	17.1686	0.0397	0.1113	1.0000	19.0000	0.4727	-0.0798	-0.2667	0.4676	-0.1320	-0.2969	0.3546	-0.1746	-0.2640	0.4714	-0.0868	-0.2654	0.1429	0.5112	0.1351	0.4808	0.1303	0.4612	0.1403	0.5026
4488	0.9285	0.2474	17.1827	0.0405	0.1679	0.9998	19.0000	0.5024	-0.2672	-0.2670	0.4981	-0.2772	-0.2657	0.3799	-0.2600	-0.2394	0.4988	-0.2705	-0.2684	17.1670	0.0405	0.1091	1.0000	19.0000	0.4784	-0.1075	-0.2697	0.4748	-0.1268	-0.2908	0.3539	-0.1750	-0.2588	0.4748	-0.1105	-0.2623	0.1360	0.4904	0.1298	0.4633	0.1269	0.4474	0.1351	0.4866
4624	0.9309	0.2510	17.1822	0.0406	0.1626	0.9998	19.0000	0.5054	-0.2757	-0.2862	0.5017	-0.2882	-0.2853	0.3844	-0.2864	-0.2663	0.5015	-0.2851	-0.2895	17.1664	0.0408	0.1106	1.0000	19.0000	0.4801	-0.1320	-0.2434	0.4769	-0.1246	-0.2693	0.3569	-0.1737	-0.2610	0.4746	-0.1333	-0.2439	0.1357	0.4878	0.1315	0.4693	0.1284	0.4546	0.1351	0.4848
4760	0.9290	0.2414	17.1826	0.0405	0.1674	0.9994	19.0000	0.5025	-0.2790	-0.2789	0.4987	-0.2796	-0.2773	0.3864	-0.2678	-0.2522	0.4987	-0.2826	-0.2822	17.1670	0.0405	0.1174	1.0000	19.0000	0.4734	-0.1189	-0.2649	0.4703	-0.1316	-0.2811	0.3576	-0.1548	-0.2509	0.4687	-0.1105	-0.2601	0.1411	0.5068	0.1345	0.4810	0.1305	0.4632	0.1397	0.5018
4896	0.9328	0.2584	17.1823	0.0407	0.1661	0.9995	19.0000	0.5028	-0.2780	-0.2768	0.4992	-0.2747	-0.2694	0.3868	-0.2591	-0.2353	0.4991	-0.2735	-0.2732	17.1665	0.0406	0.1076	1.0000	19.0000	0.4781	-0.0632	-0.2504	0.4748	-0.1175	-0.2732	0.3589	-0.1430	-0.2404	0.4730	-0.0588	-0.2496	0.1349	0.4857	0.1283	0.4573	0.1222	0.4277	0.1331	0.4787
5032	0.9204	0.2462	17.1842	0.0401	0.1796	0.9995	19.0000	0.5009	-0.2603	-0.2285	0.4965	-0.2513	-0.2208	0.3908	-0.2243	-0.1888	0.4981	-0.2608	-0.2274	17.1680	0.0398	0.1160	1.0000	19.0000	0.4741	-0.0776	-0.2724	0.4697	-0.1259	-0.2943	0.3591	-0.1557	-0.2496	0.4705	-0.1154	-0.2807	0.1271	0.4509	0.1205	0.4197	0.1156	0.3935	0.1262	0.4465
5168	0.9314	0.2531	17.1825	0.0406	0.1621	0.9997	19.0000	0.5035	-0.2725	-0.2640	0.5005	-0.2703	-0.2594	0.3917	-0.2568	-0.2345	0.5007	-0.2677	-0.2652	17.1668	0.0405	0.1059	1.0000	19.0000	0.4782	-0.1044	-0.2715	0.4752	-0.1500	-0.2855	0.3632	-0.1592	-0.2601	0.4771	-0.1092	-0.2675	0.1360	0.4891	0.1292	0.4594	0.1247	0.4388	0.1334	0.4795
5304	0.9303	0.2464	17.1827	0.0406	0.1651	0.9995	19.0000	0.5010	-0.2817	-0.2654	0.4977	-0.2797	-0.2569	0.3875	-0.2617	-0.2337	0.4980	-0.2867	-0.2680	17.1669	0.0404	0.1074	1.0000	19.0000	0.4746	-0.1250	-0.2768	0.4715	-0.1434	-0.3066	0.3576	-0.1579	-0.2539	0.4714	-0.1342	-0.2803	0.1344	0.4835	0.1279	0.4535	0.1226	0.4288	0.1331	0.4774
5440	0.9319	0.2470	17.1823	0.0406	0.1620	0.9995	19.0000	0.5025	-0.2803	-0.2738	0.4992	-0.2801	-0.2662	0.3898	-0.2621	-0.2391	0.4986	-0.2849	-0.2767	17.1666	0.0405	0.1085	1.0000	19.0000	0.4756	-0.0557	-0.2596	0.4723	-0.1140	-0.2899	0.3600	-0.1662	-0.2478	0.4723	-0.0838	-0.2658	0.1370	0.4938	0.1300	0.4628	0.1233	0.4314	0.1351	0.4861
5576	0.9331	0.2563	17.1823	0.0407	0.1649	0.9997	19.0000	0.5033	-0.2770	-0.2702	0.5001	-0.2795	-0.2632	0.3877	-0.2626	-0.2352	0.5001	-0.2821	-0.2748	17.1666	0.0405	0.1084	1.0000	19.0000	0.4777	-0.0912	-0.2645	0.4747	-0.1404	-0.2825	0.3585	-0.1601	-0.2430	0.4744	-0.1101	-0.2627	0.1359	0.4887	0.1290	0.4583	0.1230	0.4304	0.1340	0.4809
5712	0.9275	0.2456	17.1830	0.0404	0.1696	0.9997	19.0000	0.5002	-0.2735	-0.2590	0.4968	-0.2693	-0.2526	0.3933	-0.2554	-0.2324	0.4983	-0.2707	-0.2597	17.1673	0.0404	0.1083	1.0000	19.0000	0.4725	-0.0961	-0.2561	0.4689	-0.1189	-0.2781	0.3628	-0.1491	-0.2461	0.4713	-0.0925	-0.2539	0.1334	0.4757	0.1267	0.4473	0.1225	0.4282	0.1313	0.4681
5848	0.9337	0.2443	17.1821	0.0407	0.1589	0.9995	19.0000	0.5028	-0.2796	-0.2791	0.5000	-0.2766	-0.2739	0.3938	-0.2735	-0.2553	0.4989	-0.2781	-0.2788	17.1665	0.0408	0.1068	1.0000	19.0000	0.4742	-0.1478	-0.2754	0.4713	-0.1360	-0.2886	0.3632	-0.1649	-0.2443	0.4731	-0.1447	-0.2711	0.1414	0.5082	0.1344	0.4801	0.1293	0.4576	0.1367	0.4930
5984	0.9289	0.2499	17.1827	0.0405	0.1636	0.9997	19.0000	0.5015	-0.2708	-0.2675	0.4982	-0.2714	-0.2603	0.3923	-0.2567	-0.2340	0.4984	-0.2703	-0.2684	17.1671	0.0404	0.1069	1.0000	19.0000	0.4741	-0.1057	-0.2684	0.4706	-0.1237	-0.2904	0.3614	-0.1561	-0.2465	0.4729	-0.0917	-0.2583	0.1378	0.4946	0.1306	0.4648	0.1252	0.4400	0.1347	0.4844
6120	0.9297	0.2422	17.1828	0.0406	0.1676	0.9997	19.0000	0.5017	-0.2751	-0.2766	0.4982	-0.2796	-0.2708	0.3850	-0.2658	-0.2468	0.4985	-0.2757	-0.2792	17.1671	0.0404	0.1155	1.0000	19.0000	0.4772	-0.0838	-0.2553	0.4735	-0.1193	-0.2838	0.3568	-0.1583	-0.2496	0.4738	-0.1004	-0.2465	0.1393	0.4994	0.1327	0.4726	0.1279	0.4518	0.1377	0.4931
6256	0.9312	0.2476	17.1824	0.0406	0.1702	0.9995	19.0000	0.5027	-0.2746	-0.2773	0.4995	-0.2768	-0.2709	0.3882	-0.2635	-0.2411	0.4995	-0.2801	-0.2790	17.1668	0.0406	0.1139	1.0000	19.0000	0.4766	-0.1048	-0.2570	0.4734	-0.1355	-0.2851	0.3593	-0.1601	-0.2478	0.4737	-0.1268	-0.2610	0.1390	0.4997	0.1319	0.4701	0.1263	0.4452	0.1364	0.4904
6392	0.9295	0.2461	17.1828	0.0405	0.1696	0.9995	19.0000	0.5021	-0.2692	-0.2657	0.4985	-0.2698	-0.2575	0.3889	-0.2519	-0.2283	0.4993	-0.2696	-0.2656	17.1671	0.0404	0.1172	1.0000	19.0000	0.4739	-0.1031	-0.2671	0.4705	-0.1386	-0.2899	0.3583	-0.1561	-0.2500	0.4709	-0.1193	-0.2627	0.1370	0.4915	0.1296	0.4601	0.1238	0.4337	0.1357	0.4851
6528	0.9315	0.2522	17.1825	0.0406	0.1735	0.9995	19.0000	0.5033	-0.2750	-0.2748	0.4999	-0.2767	-0.2686	0.3888	-0.2595	-0.2368	0.5001	-0.2770	-0.2756	17.1668	0.0406	0.1135	1.0000	19.0000	0.4757	-0.1105	-0.2658	0.4726	-0.1443	-0.2882	0.3592	-0.1596	-0.2478	0.4721	-0.1404	-0.2719	0.1391	0.5002	0.1316	0.4691	0.1260	0.4440	0.1385	0.4967
6664	0.9304	0.2524	17.1827	0.0406	0.1732	0.9994	19.0000	0.5022	-0.2702	-0.2658	0.4988	-0.2699	-0.2578	0.3907	-0.2525	-0.2266	0.4992	-0.2674	-0.2653	17.1670	0.0405	0.1131	1.0000	19.0000	0.4743	-0.1224	-0.2715	0.4711	-0.1408	-0.2890	0.3603	-0.1557	-0.2474	0.4713	-0.1404	-0.2697	0.1362	0.4888	0.1289	0.4574	0.1227	0.4290	0.1345	0.4817
6800	0.9304	0.2526	17.1826	0.0406	0.1653	0.9997	19.0000	0.5019	-0.2746	-0.2670	0.4988	-0.2710	-0.2599	0.3917	-0.2565	-0.2304	0.4993	-0.2738	-0.2673	17.1669	0.0404	0.1110	1.0000	19.0000	0.4757	-0.1184	-0.2636	0.4724	-0.1399	-0.2811	0.3622	-0.1509	-0.2474	0.4723	-0.1325	-0.2592	0.1354	0.4860	0.1282	0.4545	0.1222	0.4270	0.1338	0.4793
6936	0.9306	0.2522	17.1826	0.0406	0.1660	0.9997	19.0000	0.5021	-0.2745	-0.2688	0.4989	-0.2732	-0.2605	0.3907	-0.2569	-0.2299	0.4988	-0.2762	-0.2700	17.1669	0.0405	0.1131	1.0000	19.0000	0.4751	-0.0781	-0.2662	0.4721	-0.1425	-0.2908	0.3609	-0.1570	-0.2496	0.4722	-0.1070	-0.2680	0.1351	0.4856	0.1281	0.4541	0.1222	0.4269	0.1328	0.4758
7072	0.9303	0.2531	17.1825	0.0406	0.1661	0.9997	19.0000	0.5020	-0.2764	-0.2760	0.4987	-0.2779	-0.2677	0.3882	-0.2608	-0.2360	0.4986	-0.2781	-0.2778	17.1668	0.0405	0.1134	1.0000	19.0000	0.4749	-0.0877	-0.2610	0.4719	-0.1360	-0.2899	0.3584	-0.1561	-0.2430	0.4721	-0.1118	-0.2645	0.1377	0.4950	0.1305	0.4647	0.1246	0.4379	0.1349	0.4844
