batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0148	0.0008	77.9448	0.0002	0.0217	0.8440	128.8503	0.1008	0.1134	0.1142	-0.0160	-0.0651	-0.0577	79.9819	0.0001	0.0001	0.0000	128.8992	-0.3777	-0.4954	-0.5545	0.1204	0.1953	0.1575	0.2415	0.5247	0.2542	0.5518	0.2523	0.5463	0.2118	0.4903	0.1881	0.4303	0.1907	0.4318
850	0.1139	0.0669	77.8816	0.0010	0.0845	0.8824	85.6020	0.2683	0.2561	0.2041	0.1990	-0.1316	-0.0324	79.9399	0.0004	0.0004	0.0000	96.1542	-0.4876	-0.5455	-0.4623	-0.2514	0.2049	-0.0438	0.3720	0.7006	0.3793	0.7264	0.3664	0.7152	0.2896	0.6178	0.1960	0.4770	0.2517	0.5719
1275	0.4696	0.3764	77.6550	0.0021	0.1987	0.8830	39.7457	0.5954	0.5701	0.4493	0.5564	-0.0156	0.3016	79.8428	0.0010	0.0010	0.0000	62.6250	-0.5137	-0.5874	-0.5618	-0.3900	0.2991	-0.1483	0.5190	0.8180	0.5640	0.8483	0.5614	0.8470	0.4675	0.7974	0.2201	0.5242	0.4415	0.7799
1700	0.6611	0.5137	77.4378	0.0018	0.1913	0.8830	20.0795	0.6860	0.6992	0.6007	0.6643	0.4486	0.5922	79.7897	0.0014	0.0014	0.0000	46.8216	-0.5265	-0.5729	-0.5570	-0.4287	0.2920	-0.2420	0.6285	0.8734	0.6725	0.8950	0.6786	0.9002	0.5690	0.8598	0.3447	0.7095	0.6503	0.8850
2125	0.7162	0.5636	77.3707	0.0016	0.1760	0.8827	15.7898	0.7135	0.7353	0.6506	0.6953	0.5434	0.6691	79.7695	0.0015	0.0015	0.0000	41.9637	-0.5037	-0.5511	-0.5398	-0.4140	0.3025	-0.2202	0.6673	0.8877	0.7001	0.9042	0.7037	0.9100	0.6197	0.8800	0.4065	0.7490	0.6929	0.9004
2550	0.7276	0.5761	77.3339	0.0014	0.1657	0.8838	14.2557	0.7224	0.7435	0.6802	0.7019	0.5820	0.6971	79.7617	0.0015	0.0016	0.0000	42.0484	-0.5215	-0.5646	-0.5567	-0.4417	0.3147	-0.2150	0.6902	0.8929	0.7263	0.9093	0.7321	0.9151	0.6323	0.8861	0.4163	0.7564	0.7142	0.9081
2975	0.7472	0.5930	77.3042	0.0014	0.1576	0.8838	13.1710	0.7296	0.7459	0.6820	0.7062	0.6136	0.7176	79.7444	0.0017	0.0017	0.0000	40.2772	-0.5883	-0.6511	-0.6393	-0.5235	0.2693	-0.3080	0.6892	0.8933	0.7178	0.9086	0.7188	0.9140	0.6344	0.8822	0.3900	0.7538	0.6953	0.9041
3400	0.7653	0.6168	77.2821	0.0012	0.1423	0.8844	12.6585	0.7433	0.7620	0.7166	0.7241	0.6504	0.7295	79.7514	0.0016	0.0016	0.0000	41.9980	-0.5663	-0.6010	-0.5914	-0.4934	0.2950	-0.2579	0.7096	0.9022	0.7500	0.9162	0.7598	0.9227	0.6568	0.8935	0.4317	0.7862	0.7400	0.9163
3825	0.7634	0.6141	77.3029	0.0014	0.1597	0.8827	12.6213	0.7312	0.7473	0.7120	0.7113	0.6497	0.7446	79.7400	0.0017	0.0017	0.0000	38.0464	-0.5809	-0.6300	-0.6175	-0.5183	0.2347	-0.2689	0.6503	0.8882	0.6906	0.9051	0.6983	0.9117	0.6110	0.8782	0.3976	0.7595	0.6729	0.9020
4250	0.7634	0.6298	77.3298	0.0015	0.1620	0.8835	15.6699	0.7310	0.7526	0.7058	0.7139	0.5975	0.7114	79.7713	0.0015	0.0015	0.0000	46.7933	-0.5440	-0.5940	-0.5894	-0.4589	0.3369	-0.2148	0.7152	0.9048	0.7531	0.9180	0.7537	0.9222	0.6443	0.8944	0.3232	0.7086	0.6697	0.8990
4675	0.7741	0.6272	77.2449	0.0011	0.1332	0.8838	10.6653	0.7429	0.7568	0.7116	0.7248	0.6828	0.7554	79.7184	0.0018	0.0019	0.0000	37.3911	-0.5793	-0.6314	-0.6188	-0.5040	0.2027	-0.3108	0.6759	0.8948	0.7199	0.9095	0.7357	0.9177	0.6230	0.8855	0.4566	0.8012	0.6994	0.9080
5100	0.7781	0.6370	77.2532	0.0012	0.1358	0.8804	10.8514	0.7406	0.7585	0.7296	0.7247	0.6981	0.7685	79.7203	0.0018	0.0018	0.0000	37.2359	-0.5677	-0.6193	-0.6160	-0.5117	0.1957	-0.3144	0.6687	0.8912	0.7213	0.9073	0.7413	0.9166	0.6091	0.8817	0.4850	0.8102	0.7188	0.9109
