batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0085	0.0004	77.9564	0.0000	0.0011	0.9500	144.0000	0.0574	-0.0025	-0.0015	-0.0700	0.1037	0.0249	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0132	-0.0202	0.0728	-0.2776	-0.1018	-0.0506	0.2666	0.5186	0.2273	0.5184	0.1715	0.3803	0.1836	0.3845	0.2545	0.5648	0.2174	0.4897
850	0.0099	0.0020	77.9564	0.0001	0.0048	0.9631	144.0000	-0.0812	-0.0229	0.0170	-0.0466	-0.0660	0.0067	79.9933	0.0000	0.0000	1.0000	144.0000	0.0958	-0.0855	-0.0190	0.1342	-0.1624	0.1185	0.2358	0.5074	0.2172	0.4929	0.2010	0.4699	0.2605	0.5646	0.2171	0.5096	0.2363	0.5415
1275	0.0108	0.0026	77.9564	0.0001	0.0109	0.9651	144.0000	0.0319	0.0008	-0.0321	-0.0379	0.0444	0.0253	79.9933	0.0000	0.0000	1.0000	144.0000	0.1580	-0.0173	-0.1513	-0.0930	0.0534	-0.0048	0.1991	0.4537	0.2201	0.5017	0.1865	0.4389	0.1977	0.4635	0.2288	0.5017	0.2192	0.4965
1700	0.0207	0.0057	77.9564	0.0001	0.0079	0.9659	144.0000	-0.0330	0.0040	0.0820	0.0371	-0.0369	-0.0009	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0224	0.0052	0.0204	-0.0459	-0.0677	-0.0164	0.2291	0.5331	0.2065	0.4599	0.1762	0.4121	0.2226	0.4599	0.1989	0.4848	0.2061	0.4622
2125	0.0182	0.0056	77.9564	0.0001	0.0102	0.9861	144.0000	0.0320	0.0317	-0.0050	0.0102	-0.0485	-0.0245	79.9933	0.0000	0.0000	0.9940	144.0000	0.0138	-0.0219	-0.0108	0.0278	0.0104	0.0377	0.2330	0.5286	0.2156	0.4917	0.2551	0.5191	0.2296	0.5150	0.1884	0.4262	0.2222	0.5071
2550	0.0128	0.0030	77.9564	0.0001	0.0108	0.9852	144.0000	-0.0210	-0.0259	0.0392	-0.0345	-0.0316	-0.0670	79.9933	0.0000	0.0000	0.9970	144.0000	-0.0036	-0.0106	-0.0022	-0.0074	-0.0021	0.0073	0.2081	0.4701	0.2278	0.5265	0.2237	0.5083	0.1967	0.4605	0.2265	0.5386	0.2034	0.4634
2975	0.0185	0.0108	77.9564	0.0002	0.0147	0.9866	144.0000	0.0587	-0.0292	0.0118	0.0454	-0.0461	0.0098	79.9933	0.0000	0.0000	0.9960	144.0000	-0.0554	-0.0532	-0.0181	0.0188	0.0155	0.0141	0.2784	0.5915	0.1995	0.4405	0.2015	0.4348	0.1763	0.3926	0.2279	0.5420	0.1907	0.4239
3400	0.0111	0.0045	77.9564	0.0001	0.0126	0.9889	144.0000	-0.0248	0.0062	-0.0605	-0.0140	-0.0178	-0.0044	79.9933	0.0000	0.0000	0.9819	144.0000	0.0502	-0.0285	-0.0042	-0.0431	0.0233	0.0234	0.1860	0.4035	0.2492	0.5467	0.1809	0.4236	0.1855	0.4193	0.2358	0.4939	0.2143	0.4960
3825	0.0122	0.0062	77.9564	0.0001	0.0071	0.9832	144.0000	0.0351	0.0724	-0.0197	-0.0168	0.0182	-0.1130	79.9933	0.0000	0.0000	0.9798	144.0000	-0.0329	0.0465	0.0332	-0.0390	0.0449	0.0012	0.2833	0.5674	0.2006	0.4549	0.1818	0.3907	0.2028	0.4844	0.2860	0.6308	0.2657	0.5667
4250	0.0080	0.0041	77.9564	0.0001	0.0086	0.9844	144.0000	-0.0193	0.0263	0.0120	0.0566	0.0402	0.0024	79.9933	0.0000	0.0000	0.9929	144.0000	-0.0158	0.0308	0.0156	-0.0278	0.0149	-0.0055	0.2048	0.4784	0.2176	0.4973	0.2475	0.5141	0.2096	0.4899	0.2383	0.5442	0.2083	0.4900
4675	0.0159	0.0070	77.9563	0.0001	0.0086	0.9739	144.0000	0.0061	0.0018	0.0201	0.0143	0.0589	0.0016	79.9933	0.0000	0.0000	0.9637	144.0000	-0.0460	0.0044	-0.0296	0.0332	0.0504	-0.0009	0.2226	0.5109	0.2971	0.5846	0.2106	0.4801	0.2431	0.5264	0.3348	0.6186	0.2207	0.5191
5100	0.0253	0.0185	77.9563	0.0001	0.0057	0.9724	144.0000	0.0305	-0.0192	0.0564	-0.0267	-0.0413	0.0180	79.9933	0.0000	0.0000	0.9476	144.0000	0.0081	-0.0399	-0.0089	-0.0324	0.0010	0.0059	0.3113	0.5965	0.2102	0.4635	0.1800	0.3836	0.2089	0.4708	0.2246	0.5157	0.1930	0.4512
5525	0.0094	0.0058	77.9563	0.0001	0.0086	0.9821	144.0000	0.0107	-0.0056	0.0283	-0.0076	-0.0807	-0.0389	79.9932	0.0000	0.0000	0.9486	144.0000	-0.0298	0.0019	-0.0261	0.0078	-0.0183	0.0382	0.2355	0.5280	0.2089	0.4979	0.2150	0.5199	0.2020	0.4479	0.2293	0.5019	0.2562	0.5539
5950	0.0020	0.0018	77.9563	0.0001	0.0074	0.9577	144.0000	0.0017	-0.0143	0.0894	0.0115	-0.0148	-0.0563	79.9932	0.0000	0.0000	0.9425	144.0000	-0.0329	0.0003	0.0418	-0.0206	-0.0133	-0.0339	0.2137	0.5281	0.2086	0.4978	0.1765	0.3809	0.1901	0.4204	0.2441	0.5169	0.1977	0.4853
6375	0.0125	0.0075	77.9562	0.0001	0.0059	0.9852	144.0000	-0.0518	0.0425	-0.0228	-0.0559	0.0679	0.0121	79.9932	0.0000	0.0001	0.9526	144.0000	-0.0240	-0.0348	0.0067	-0.0269	0.0051	0.0265	0.2067	0.4346	0.2393	0.5266	0.2961	0.5124	0.1985	0.4345	0.2074	0.4683	0.2050	0.4876
6800	0.0071	0.0052	77.9562	0.0001	0.0061	0.9568	144.0000	0.0203	-0.0020	0.0334	0.0569	0.1147	0.0040	79.9931	0.0000	0.0000	0.9506	144.0000	0.0073	-0.0093	0.0387	0.0124	0.0217	-0.0434	0.2365	0.4985	0.2358	0.5541	0.1949	0.4528	0.2158	0.4747	0.2588	0.5578	0.2619	0.6083
