batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.7816	0.6450	6.1566	0.0043	0.1433	0.9722	3.7740	0.1820	-0.2081	-0.3674	0.1820	-0.2081	-0.3674	0.1820	-0.2081	-0.3674	0.1820	-0.2081	-0.3674	6.1910	0.0051	0.2044	0.9554	4.0120	0.0762	-0.1079	-0.3219	0.0762	-0.1079	-0.3219	0.0762	-0.1079	-0.3219	0.0762	-0.1079	-0.3219	0.6517	0.5881	0.6517	0.5881	0.6517	0.5881	0.6517	0.5881
762	0.8200	0.6626	6.0921	0.0054	0.2367	0.9640	3.9214	0.2158	-0.1316	-0.3746	0.2158	-0.1316	-0.3746	0.2158	-0.1316	-0.3746	0.2158	-0.1316	-0.3746	6.1115	0.0072	0.2546	0.9450	4.0734	0.0822	-0.1544	-0.3365	0.0822	-0.1544	-0.3365	0.0822	-0.1544	-0.3365	0.0822	-0.1544	-0.3365	0.6876	0.6049	0.6876	0.6049	0.6876	0.6049	0.6876	0.6049
1143	0.8229	0.6382	6.0665	0.0047	0.2389	0.9497	3.4740	0.2477	-0.1551	-0.3326	0.2477	-0.1551	-0.3326	0.2477	-0.1551	-0.3326	0.2477	-0.1551	-0.3326	6.0837	0.0063	0.2996	0.9219	3.5320	0.1177	-0.0666	-0.2282	0.1177	-0.0666	-0.2282	0.1177	-0.0666	-0.2282	0.1177	-0.0666	-0.2282	0.6576	0.5744	0.6576	0.5744	0.6576	0.5744	0.6576	0.5744
1524	0.8191	0.6191	6.0664	0.0038	0.2465	0.9528	3.2531	0.2637	-0.1413	-0.3278	0.2637	-0.1413	-0.3278	0.2637	-0.1413	-0.3278	0.2637	-0.1413	-0.3278	6.0899	0.0057	0.2778	0.9241	3.4031	0.1510	-0.0931	-0.3123	0.1510	-0.0931	-0.3123	0.1510	-0.0931	-0.3123	0.1510	-0.0931	-0.3123	0.6840	0.5922	0.6840	0.5922	0.6840	0.5922	0.6840	0.5922
1905	0.8158	0.6206	6.0795	0.0039	0.2862	0.9525	3.4921	0.2471	-0.0480	-0.2957	0.2471	-0.0480	-0.2957	0.2471	-0.0480	-0.2957	0.2471	-0.0480	-0.2957	6.1019	0.0060	0.2946	0.9261	3.6181	0.1432	-0.0437	-0.2806	0.1432	-0.0437	-0.2806	0.1432	-0.0437	-0.2806	0.1432	-0.0437	-0.2806	0.7017	0.6052	0.7017	0.6052	0.7017	0.6052	0.7017	0.6052
2286	0.8261	0.6242	6.0749	0.0048	0.2746	0.9470	3.5186	0.2860	-0.0553	-0.2165	0.2860	-0.0553	-0.2165	0.2860	-0.0553	-0.2165	0.2860	-0.0553	-0.2165	6.0907	0.0066	0.3362	0.9169	3.5353	0.1693	-0.0768	-0.2217	0.1693	-0.0768	-0.2217	0.1693	-0.0768	-0.2217	0.1693	-0.0768	-0.2217	0.6394	0.5519	0.6394	0.5519	0.6394	0.5519	0.6394	0.5519
2667	0.8249	0.6249	6.0737	0.0047	0.2538	0.9506	3.2941	0.2557	-0.0602	-0.2660	0.2557	-0.0602	-0.2660	0.2557	-0.0602	-0.2660	0.2557	-0.0602	-0.2660	6.0965	0.0066	0.3132	0.9215	3.4194	0.1453	-0.0398	-0.2584	0.1453	-0.0398	-0.2584	0.1453	-0.0398	-0.2584	0.1453	-0.0398	-0.2584	0.6670	0.5701	0.6670	0.5701	0.6670	0.5701	0.6670	0.5701
3048	0.8259	0.6225	6.0541	0.0041	0.2814	0.9426	3.1077	0.2578	-0.0971	-0.3053	0.2578	-0.0971	-0.3053	0.2578	-0.0971	-0.3053	0.2578	-0.0971	-0.3053	6.0734	0.0056	0.2992	0.9131	3.1882	0.1282	-0.1378	-0.3142	0.1282	-0.1378	-0.3142	0.1282	-0.1378	-0.3142	0.1282	-0.1378	-0.3142	0.7087	0.6121	0.7087	0.6121	0.7087	0.6121	0.7087	0.6121
3429	0.8262	0.6263	6.0551	0.0042	0.3017	0.9394	2.9949	0.2805	-0.0583	-0.1951	0.2805	-0.0583	-0.1951	0.2805	-0.0583	-0.1951	0.2805	-0.0583	-0.1951	6.0763	0.0056	0.3242	0.9117	3.0851	0.1747	-0.0344	-0.2094	0.1747	-0.0344	-0.2094	0.1747	-0.0344	-0.2094	0.1747	-0.0344	-0.2094	0.6679	0.5723	0.6679	0.5723	0.6679	0.5723	0.6679	0.5723
3810	0.8277	0.6228	6.0422	0.0034	0.3519	0.9358	3.1792	0.3051	-0.1522	-0.1910	0.3051	-0.1522	-0.1910	0.3051	-0.1522	-0.1910	0.3051	-0.1522	-0.1910	6.0605	0.0047	0.4005	0.9021	3.2531	0.1862	-0.1831	-0.1938	0.1862	-0.1831	-0.1938	0.1862	-0.1831	-0.1938	0.1862	-0.1831	-0.1938	0.6701	0.5725	0.6701	0.5725	0.6701	0.5725	0.6701	0.5725
