batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.3918	0.2891	77.9595	0.0000	0.0005	0.9847	27264.2866	0.2040	0.2040	0.2040	0.2040	79.9974	0.0000	0.0000	0.9567	27293.3780	-0.0432	-0.0432	-0.0432	-0.0432	0.2298	0.5449	0.2298	0.5449	0.2298	0.5449	0.2298	0.5449
850	0.7134	0.5663	77.2072	0.0000	0.0008	0.8707	741.0352	0.7011	0.7011	0.7011	0.7011	79.4997	0.0000	0.0000	0.2036	4348.1875	-0.8935	-0.8935	-0.8935	-0.8935	0.5578	0.8197	0.5578	0.8197	0.5578	0.8197	0.5578	0.8197
1275	0.7614	0.6051	77.0915	0.0000	0.0006	0.8455	72.4188	0.8030	0.8030	0.8030	0.8030	79.4012	0.0000	0.0000	0.0121	1264.1694	-0.8938	-0.8938	-0.8938	-0.8938	0.6036	0.8520	0.6036	0.8520	0.6036	0.8520	0.6036	0.8520
1700	0.7798	0.6201	77.0600	0.0000	0.0006	0.8381	63.5605	0.8347	0.8347	0.8347	0.8347	79.3883	0.0000	0.0000	0.0262	1055.6502	-0.8912	-0.8912	-0.8912	-0.8912	0.6407	0.8782	0.6407	0.8782	0.6407	0.8782	0.6407	0.8782
2125	0.7778	0.6290	77.0483	0.0000	0.0006	0.8321	7.7994	0.8373	0.8373	0.8373	0.8373	79.3672	0.0000	0.0000	0.0242	393.3498	-0.8952	-0.8952	-0.8952	-0.8952	0.6645	0.8782	0.6645	0.8782	0.6645	0.8782	0.6645	0.8782
2550	0.7722	0.6275	77.0481	0.0000	0.0006	0.8236	14.2884	0.8154	0.8154	0.8154	0.8154	79.3418	0.0000	0.0000	0.0020	192.5938	-0.8828	-0.8828	-0.8828	-0.8828	0.6017	0.8659	0.6017	0.8659	0.6017	0.8659	0.6017	0.8659
2975	0.7702	0.6404	77.0453	0.0000	0.0006	0.8273	7.9202	0.8384	0.8384	0.8384	0.8384	79.3283	0.0000	0.0000	0.0010	64.5040	-0.8895	-0.8895	-0.8895	-0.8895	0.5956	0.8662	0.5956	0.8662	0.5956	0.8662	0.5956	0.8662
3400	0.7719	0.6235	77.0470	0.0000	0.0006	0.8327	16.0497	0.8438	0.8438	0.8438	0.8438	79.3292	0.0000	0.0000	0.0071	158.8720	-0.8905	-0.8905	-0.8905	-0.8905	0.5895	0.8688	0.5895	0.8688	0.5895	0.8688	0.5895	0.8688
3825	0.7844	0.6335	77.0401	0.0000	0.0005	0.8276	4.2997	0.8557	0.8557	0.8557	0.8557	79.3366	0.0000	0.0000	0.0050	86.0675	-0.8852	-0.8852	-0.8852	-0.8852	0.6216	0.8735	0.6216	0.8735	0.6216	0.8735	0.6216	0.8735
4250	0.7653	0.6252	77.0459	0.0000	0.0006	0.8159	4.3503	0.8427	0.8427	0.8427	0.8427	79.3285	0.0000	0.0000	0.0000	42.8599	-0.8800	-0.8800	-0.8800	-0.8800	0.5818	0.8615	0.5818	0.8615	0.5818	0.8615	0.5818	0.8615
4675	0.7764	0.6300	77.0363	0.0000	0.0006	0.8216	1.7372	0.8509	0.8509	0.8509	0.8509	79.3183	0.0000	0.0000	0.0020	42.4002	-0.8871	-0.8871	-0.8871	-0.8871	0.5874	0.8663	0.5874	0.8663	0.5874	0.8663	0.5874	0.8663
5100	0.7810	0.6206	77.0318	0.0000	0.0006	0.8256	2.2540	0.8511	0.8511	0.8511	0.8511	79.3006	0.0000	0.0000	0.0000	24.9294	-0.8873	-0.8873	-0.8873	-0.8873	0.5946	0.8674	0.5946	0.8674	0.5946	0.8674	0.5946	0.8674
5525	0.7852	0.6362	77.0245	0.0000	0.0006	0.8205	1.8287	0.8580	0.8580	0.8580	0.8580	79.2978	0.0000	0.0000	0.0010	29.0091	-0.8851	-0.8851	-0.8851	-0.8851	0.6213	0.8773	0.6213	0.8773	0.6213	0.8773	0.6213	0.8773
5950	0.7892	0.6391	77.0237	0.0000	0.0005	0.8281	1.5429	0.8652	0.8652	0.8652	0.8652	79.2872	0.0000	0.0000	0.0010	16.2097	-0.8901	-0.8901	-0.8901	-0.8901	0.6107	0.8746	0.6107	0.8746	0.6107	0.8746	0.6107	0.8746
6375	0.7824	0.6232	77.0260	0.0000	0.0006	0.8205	2.9741	0.8611	0.8611	0.8611	0.8611	79.3037	0.0000	0.0000	0.0000	18.9879	-0.8898	-0.8898	-0.8898	-0.8898	0.6140	0.8801	0.6140	0.8801	0.6140	0.8801	0.6140	0.8801
6800	0.7898	0.6338	77.0222	0.0000	0.0005	0.8233	1.5210	0.8614	0.8614	0.8614	0.8614	79.3112	0.0000	0.0000	0.0000	7.6552	-0.8815	-0.8815	-0.8815	-0.8815	0.6466	0.8880	0.6466	0.8880	0.6466	0.8880	0.6466	0.8880
7225	0.7915	0.6292	77.0202	0.0000	0.0005	0.8247	1.5003	0.8679	0.8679	0.8679	0.8679	79.3017	0.0000	0.0000	0.0000	9.2560	-0.8887	-0.8887	-0.8887	-0.8887	0.6376	0.8869	0.6376	0.8869	0.6376	0.8869	0.6376	0.8869
7650	0.7915	0.6392	77.0192	0.0000	0.0005	0.8233	1.4909	0.8695	0.8695	0.8695	0.8695	79.2932	0.0000	0.0000	0.0000	10.6996	-0.8919	-0.8919	-0.8919	-0.8919	0.6304	0.8860	0.6304	0.8860	0.6304	0.8860	0.6304	0.8860
8075	0.7903	0.6374	77.0190	0.0000	0.0005	0.8233	1.4895	0.8702	0.8702	0.8702	0.8702	79.2959	0.0000	0.0000	0.0000	12.4728	-0.8940	-0.8940	-0.8940	-0.8940	0.6369	0.8871	0.6369	0.8871	0.6369	0.8871	0.6369	0.8871
