batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0108	0.0011	77.9564	0.0001	0.0117	0.9503	144.0000	0.0754	0.0346	-0.0103	0.0247	79.9933	0.0000	0.0000	0.0131	144.0000	-0.1367	-0.2610	-0.1901	-0.0545	0.2234	0.4894	0.2180	0.5091	0.2484	0.5617	0.2112	0.4779
850	0.0662	0.0335	77.9559	0.0005	0.0344	0.9884	144.0000	0.2303	0.2222	0.1595	0.1852	79.9930	0.0000	0.0000	0.9819	144.0000	-0.6404	-0.7086	-0.6580	-0.4412	0.3319	0.6473	0.3131	0.6529	0.2943	0.6516	0.3013	0.6214
1275	0.3787	0.2813	77.9524	0.0025	0.1851	0.9997	144.0000	0.3580	0.3692	0.3073	0.3461	79.9908	0.0001	0.0001	1.0000	144.0000	-0.7058	-0.7761	-0.6623	-0.5595	0.3643	0.6830	0.4215	0.7334	0.4519	0.7694	0.3577	0.6888
1700	0.5153	0.4015	77.9504	0.0034	0.2738	0.9997	144.0000	0.5161	0.5155	0.4431	0.5032	79.9898	0.0001	0.0001	1.0000	144.0000	-0.7698	-0.8209	-0.6754	-0.6270	0.4065	0.7356	0.4411	0.7638	0.4566	0.7753	0.4065	0.7394
2125	0.5963	0.4710	77.9493	0.0039	0.3117	1.0000	144.0000	0.5834	0.5754	0.4963	0.5670	79.9887	0.0001	0.0001	1.0000	144.0000	-0.7924	-0.8096	-0.6837	-0.6836	0.3981	0.7250	0.4421	0.7540	0.4667	0.7758	0.3959	0.7303
2550	0.6401	0.5082	77.9490	0.0042	0.3281	1.0000	144.0000	0.6345	0.6278	0.5513	0.6201	79.9892	0.0001	0.0001	1.0000	144.0000	-0.7982	-0.8469	-0.7217	-0.6889	0.4649	0.7763	0.5097	0.8073	0.5324	0.8262	0.4480	0.7781
2975	0.6469	0.5231	77.9489	0.0042	0.3344	1.0000	144.0000	0.6732	0.6723	0.5867	0.6599	79.9894	0.0001	0.0001	1.0000	144.0000	-0.7944	-0.8695	-0.7352	-0.6982	0.4931	0.7973	0.5294	0.8216	0.5409	0.8332	0.4680	0.7940
3400	0.6730	0.5476	77.9483	0.0044	0.3450	1.0000	144.0000	0.6736	0.6687	0.5715	0.6612	79.9887	0.0001	0.0001	1.0000	144.0000	-0.8046	-0.8558	-0.7400	-0.7090	0.4897	0.7918	0.5319	0.8148	0.5574	0.8314	0.4786	0.7943
3825	0.6741	0.5521	77.9481	0.0044	0.3742	1.0000	144.0000	0.6434	0.6408	0.5649	0.6298	79.9879	0.0001	0.0001	1.0000	144.0000	-0.8209	-0.8464	-0.7165	-0.7578	0.4417	0.7605	0.4655	0.7773	0.4796	0.7893	0.4169	0.7536
4250	0.7131	0.5842	77.9482	0.0046	0.3802	1.0000	144.0000	0.7227	0.7121	0.6213	0.7047	79.9884	0.0001	0.0001	1.0000	144.0000	-0.8125	-0.8648	-0.7540	-0.7379	0.4701	0.7829	0.5225	0.8084	0.5393	0.8220	0.4466	0.7787
