batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0179	0.0022	77.9475	0.0002	0.0199	0.8580	129.3670	0.0423	0.0343	0.0309	0.0113	-0.0096	-0.0076	79.9846	0.0001	0.0001	0.0000	129.3871	0.1502	-0.2682	-0.3601	0.2283	0.2512	0.2608	0.2989	0.6149	0.2517	0.5569	0.2455	0.5594	0.2233	0.5053	0.2013	0.4868	0.2038	0.4914
850	0.1185	0.0767	77.8864	0.0010	0.0823	0.8801	94.8168	0.2404	0.2435	0.1820	0.1614	-0.1746	-0.1056	79.9409	0.0004	0.0004	0.0000	102.5766	-0.4319	-0.5065	-0.4554	-0.1502	0.2711	0.1528	0.3288	0.6858	0.3362	0.7110	0.3202	0.6945	0.2782	0.6123	0.1803	0.4331	0.1911	0.4684
1275	0.4483	0.3444	77.6605	0.0022	0.1906	0.8830	43.9523	0.5787	0.5451	0.4191	0.5492	-0.0240	0.2655	79.8483	0.0010	0.0010	0.0000	63.6280	-0.4895	-0.5548	-0.5251	-0.3678	0.2587	-0.1690	0.4855	0.8075	0.5310	0.8336	0.5266	0.8295	0.4444	0.7880	0.2339	0.5446	0.4432	0.7645
1700	0.6276	0.4931	77.4712	0.0019	0.1947	0.8838	22.7790	0.6752	0.6895	0.5791	0.6499	0.3783	0.5480	79.7933	0.0014	0.0014	0.0000	50.1129	-0.5506	-0.5995	-0.5817	-0.4452	0.3691	-0.2182	0.5980	0.8614	0.6282	0.8836	0.6301	0.8884	0.5586	0.8511	0.3289	0.6796	0.6141	0.8772
2125	0.6989	0.5565	77.3852	0.0017	0.1788	0.8832	17.6608	0.7123	0.7342	0.6638	0.6869	0.5180	0.6633	79.7801	0.0014	0.0015	0.0000	48.6159	-0.5141	-0.5813	-0.5865	-0.4247	0.3192	-0.2177	0.6816	0.8889	0.7166	0.9053	0.7292	0.9122	0.6117	0.8767	0.3343	0.6988	0.6676	0.8957
2550	0.7335	0.5871	77.3307	0.0014	0.1601	0.8838	14.2761	0.7175	0.7467	0.6766	0.6965	0.6115	0.7009	79.7619	0.0015	0.0016	0.0000	42.3065	-0.5579	-0.6273	-0.6245	-0.4710	0.2968	-0.2813	0.6610	0.8877	0.6915	0.9035	0.6999	0.9102	0.6251	0.8806	0.3979	0.7565	0.6707	0.9020
2975	0.7588	0.6146	77.3107	0.0013	0.1528	0.8849	13.3398	0.7409	0.7641	0.7058	0.7222	0.6445	0.7376	79.7571	0.0016	0.0016	0.0000	41.6351	-0.5459	-0.6079	-0.6087	-0.4627	0.2634	-0.2831	0.6739	0.8995	0.7054	0.9131	0.7110	0.9179	0.6450	0.8925	0.3908	0.7648	0.6715	0.9048
3400	0.7528	0.6161	77.3092	0.0014	0.1553	0.8818	13.7568	0.7384	0.7530	0.6851	0.7192	0.6111	0.7199	79.7555	0.0016	0.0016	0.0000	43.3216	-0.5869	-0.6469	-0.6461	-0.5032	0.2831	-0.2871	0.6744	0.8939	0.7091	0.9084	0.7138	0.9137	0.6167	0.8854	0.3725	0.7357	0.6906	0.9046
3825	0.7790	0.6344	77.2845	0.0013	0.1523	0.8852	12.6449	0.7277	0.7501	0.6938	0.7051	0.6501	0.7312	79.7478	0.0016	0.0017	0.0000	42.4577	-0.5555	-0.6187	-0.6179	-0.4723	0.2461	-0.2857	0.6704	0.8962	0.7024	0.9099	0.7151	0.9169	0.6223	0.8874	0.3816	0.7578	0.6614	0.9019
4250	0.7761	0.6251	77.2699	0.0013	0.1422	0.8818	11.5991	0.7346	0.7570	0.7049	0.7132	0.6576	0.7415	79.7378	0.0017	0.0017	0.0000	40.7853	-0.5790	-0.6330	-0.6206	-0.5069	0.2374	-0.2639	0.7192	0.9038	0.7485	0.9161	0.7476	0.9214	0.6741	0.8976	0.3858	0.7621	0.6816	0.9012
4675	0.7690	0.6262	77.3030	0.0014	0.1489	0.8847	13.7270	0.7264	0.7498	0.7052	0.7130	0.6255	0.7349	79.7476	0.0016	0.0017	0.0000	41.6149	-0.5751	-0.6260	-0.6187	-0.5160	0.2782	-0.2597	0.6689	0.8959	0.6960	0.9076	0.6994	0.9130	0.6285	0.8885	0.3888	0.7513	0.6760	0.9014
5100	0.7849	0.6452	77.2396	0.0011	0.1330	0.8818	10.8173	0.7352	0.7568	0.7122	0.7159	0.7037	0.7652	79.7288	0.0017	0.0018	0.0000	39.4012	-0.5732	-0.6269	-0.6357	-0.5067	0.2219	-0.3413	0.7114	0.9038	0.7340	0.9138	0.7391	0.9194	0.6626	0.8964	0.4464	0.8014	0.7033	0.9102
5525	0.7886	0.6381	77.2277	0.0011	0.1276	0.8815	10.0636	0.7420	0.7605	0.7178	0.7239	0.7092	0.7699	79.7165	0.0018	0.0019	0.0000	38.8246	-0.6116	-0.6560	-0.6428	-0.5481	0.1833	-0.3663	0.7263	0.9031	0.7514	0.9147	0.7566	0.9228	0.6876	0.8965	0.4672	0.8142	0.7105	0.9113
5950	0.7878	0.6320	77.2213	0.0010	0.1171	0.8807	9.9199	0.7411	0.7562	0.7147	0.7274	0.7108	0.7764	79.7316	0.0017	0.0018	0.0000	40.6321	-0.5454	-0.5984	-0.5895	-0.4688	0.1964	-0.3005	0.7302	0.9104	0.7568	0.9202	0.7606	0.9250	0.6897	0.9056	0.4556	0.8025	0.7392	0.9166
6375	0.7937	0.6408	77.2053	0.0010	0.1182	0.8815	9.3761	0.7443	0.7614	0.7247	0.7277	0.7406	0.7848	79.7129	0.0018	0.0019	0.0000	39.6552	-0.6219	-0.6735	-0.6668	-0.5489	0.1610	-0.3717	0.7103	0.9042	0.7473	0.9166	0.7550	0.9242	0.6665	0.8971	0.4441	0.8046	0.7084	0.9098
6800	0.7991	0.6429	77.1846	0.0009	0.1130	0.8812	8.1520	0.7571	0.7723	0.7335	0.7356	0.7541	0.7901	79.7008	0.0019	0.0020	0.0000	35.0968	-0.6223	-0.6916	-0.6880	-0.5421	0.1302	-0.4183	0.7192	0.9076	0.7473	0.9184	0.7535	0.9244	0.6701	0.9017	0.5039	0.8391	0.7186	0.9150
7225	0.7991	0.6396	77.1962	0.0010	0.1148	0.8810	7.8599	0.7216	0.7409	0.7338	0.7054	0.7345	0.7819	79.7031	0.0019	0.0020	0.0000	32.2450	-0.6044	-0.6619	-0.6565	-0.5186	0.1062	-0.4085	0.7283	0.9104	0.7526	0.9191	0.7473	0.9230	0.6774	0.9032	0.4852	0.8214	0.7137	0.9127
7650	0.8009	0.6656	77.1776	0.0009	0.1057	0.8795	7.2267	0.7494	0.7659	0.7320	0.7327	0.7571	0.7927	79.6845	0.0019	0.0021	0.0000	32.3135	-0.6078	-0.6770	-0.6793	-0.5411	0.0623	-0.4516	0.6963	0.9010	0.7334	0.9122	0.7370	0.9185	0.6523	0.8961	0.4653	0.8201	0.6881	0.9060
8075	0.7986	0.6398	77.1956	0.0010	0.1168	0.8776	7.4849	0.7281	0.7486	0.7397	0.7099	0.7608	0.7957	79.7051	0.0018	0.0019	0.0000	29.9294	-0.5830	-0.6184	-0.6061	-0.5155	0.0974	-0.3927	0.7410	0.9120	0.7680	0.9208	0.7702	0.9264	0.7034	0.9078	0.4887	0.8316	0.7244	0.9148
8500	0.8028	0.6437	77.1734	0.0009	0.1039	0.8776	7.2412	0.7256	0.7427	0.7133	0.7068	0.7559	0.7943	79.6890	0.0020	0.0021	0.0000	30.0978	-0.5849	-0.6449	-0.6430	-0.5116	0.0361	-0.4242	0.7210	0.9079	0.7369	0.9171	0.7322	0.9216	0.6901	0.9034	0.5426	0.8549	0.7300	0.9195
8925	0.8048	0.6314	77.1592	0.0008	0.0978	0.8750	5.8597	0.7471	0.7626	0.7283	0.7255	0.7786	0.8043	79.6781	0.0020	0.0021	0.0000	26.3770	-0.6170	-0.6812	-0.6678	-0.5438	0.0210	-0.4681	0.6939	0.9014	0.7294	0.9128	0.7280	0.9193	0.6495	0.8960	0.5287	0.8488	0.7115	0.9132
9350	0.8065	0.6466	77.1538	0.0008	0.1005	0.8753	6.3182	0.7281	0.7455	0.7244	0.7122	0.7703	0.7950	79.6849	0.0019	0.0021	0.0000	27.9032	-0.6124	-0.6742	-0.6633	-0.5498	0.0623	-0.4310	0.7091	0.9078	0.7299	0.9168	0.7160	0.9199	0.6808	0.9031	0.5462	0.8597	0.7064	0.9161
9775	0.8060	0.6417	77.1348	0.0007	0.0896	0.8736	4.7733	0.7300	0.7465	0.7202	0.7125	0.7789	0.7874	79.6648	0.0020	0.0022	0.0000	22.6129	-0.6202	-0.6772	-0.6712	-0.5501	-0.0669	-0.5134	0.7132	0.9062	0.7462	0.9170	0.7408	0.9240	0.6803	0.9020	0.5596	0.8646	0.7353	0.9179
