batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.2960	0.1998	77.9332	0.0000	0.0004	0.9938	26788.4545	0.2515	0.2515	0.2515	0.2515	79.9836	0.0000	0.0000	0.9819	26928.4647	-0.3745	-0.3745	-0.3745	-0.3745	0.3791	0.7040	0.3791	0.7040	0.3791	0.7040	0.3791	0.7040
850	0.6827	0.5431	77.2471	0.0000	0.0009	0.8761	1027.6778	0.6359	0.6359	0.6359	0.6359	79.5399	0.0000	0.0000	0.0282	5051.2742	-0.8753	-0.8753	-0.8753	-0.8753	0.5736	0.8327	0.5736	0.8327	0.5736	0.8327	0.5736	0.8327
1275	0.7457	0.6026	77.1098	0.0000	0.0007	0.8418	32.8656	0.7971	0.7971	0.7971	0.7971	79.4004	0.0000	0.0000	0.0101	385.0716	-0.8760	-0.8760	-0.8760	-0.8760	0.5798	0.8389	0.5798	0.8389	0.5798	0.8389	0.5798	0.8389
1700	0.7673	0.6047	77.0676	0.0000	0.0006	0.8366	26.8852	0.8148	0.8148	0.8148	0.8148	79.3565	0.0000	0.0000	0.0081	385.0938	-0.8836	-0.8836	-0.8836	-0.8836	0.5939	0.8549	0.5939	0.8549	0.5939	0.8549	0.5939	0.8549
2125	0.7793	0.6234	77.0602	0.0000	0.0006	0.8332	14.7554	0.8403	0.8403	0.8403	0.8403	79.3404	0.0000	0.0000	0.0040	135.8851	-0.8877	-0.8877	-0.8877	-0.8877	0.5735	0.8490	0.5735	0.8490	0.5735	0.8490	0.5735	0.8490
2550	0.7821	0.6216	77.0457	0.0000	0.0006	0.8313	12.5506	0.8416	0.8416	0.8416	0.8416	79.3393	0.0000	0.0000	0.0030	79.8135	-0.8891	-0.8891	-0.8891	-0.8891	0.5941	0.8648	0.5941	0.8648	0.5941	0.8648	0.5941	0.8648
2975	0.7784	0.6240	77.0413	0.0000	0.0006	0.8259	9.7310	0.8507	0.8507	0.8507	0.8507	79.3395	0.0000	0.0000	0.0050	115.5958	-0.8829	-0.8829	-0.8829	-0.8829	0.6367	0.8768	0.6367	0.8768	0.6367	0.8768	0.6367	0.8768
3400	0.7801	0.6320	77.0349	0.0000	0.0006	0.8264	10.4026	0.8456	0.8456	0.8456	0.8456	79.3373	0.0000	0.0000	0.0010	36.6744	-0.8763	-0.8763	-0.8763	-0.8763	0.6382	0.8823	0.6382	0.8823	0.6382	0.8823	0.6382	0.8823
3825	0.7750	0.6370	77.0428	0.0000	0.0006	0.8233	6.4418	0.8294	0.8294	0.8294	0.8294	79.3441	0.0000	0.0000	0.0000	36.0242	-0.8838	-0.8838	-0.8838	-0.8838	0.6177	0.8781	0.6177	0.8781	0.6177	0.8781	0.6177	0.8781
4250	0.7812	0.6397	77.0337	0.0000	0.0006	0.8247	9.2440	0.8502	0.8502	0.8502	0.8502	79.3317	0.0000	0.0000	0.0010	22.5706	-0.8880	-0.8880	-0.8880	-0.8880	0.6359	0.8799	0.6359	0.8799	0.6359	0.8799	0.6359	0.8799
4675	0.7793	0.6363	77.0320	0.0000	0.0006	0.8210	1.5918	0.8529	0.8529	0.8529	0.8529	79.3044	0.0000	0.0000	0.0000	8.7883	-0.8777	-0.8777	-0.8777	-0.8777	0.6086	0.8639	0.6086	0.8639	0.6086	0.8639	0.6086	0.8639
5100	0.7827	0.6197	77.0281	0.0000	0.0006	0.8247	3.9790	0.8498	0.8498	0.8498	0.8498	79.3083	0.0000	0.0000	0.0000	18.8669	-0.8846	-0.8846	-0.8846	-0.8846	0.6347	0.8727	0.6347	0.8727	0.6347	0.8727	0.6347	0.8727
5525	0.7909	0.6281	77.0207	0.0000	0.0005	0.8332	1.5099	0.8709	0.8709	0.8709	0.8709	79.2883	0.0000	0.0000	0.0000	13.9748	-0.8895	-0.8895	-0.8895	-0.8895	0.6284	0.8786	0.6284	0.8786	0.6284	0.8786	0.6284	0.8786
5950	0.7943	0.6378	77.0245	0.0000	0.0005	0.8267	1.5614	0.8742	0.8742	0.8742	0.8742	79.2973	0.0000	0.0000	0.0000	12.5927	-0.8876	-0.8876	-0.8876	-0.8876	0.6095	0.8764	0.6095	0.8764	0.6095	0.8764	0.6095	0.8764
6375	0.7866	0.6269	77.0258	0.0000	0.0005	0.8293	1.5455	0.8670	0.8670	0.8670	0.8670	79.3026	0.0000	0.0000	0.0000	11.0040	-0.8874	-0.8874	-0.8874	-0.8874	0.6254	0.8778	0.6254	0.8778	0.6254	0.8778	0.6254	0.8778
6800	0.7949	0.6399	77.0166	0.0000	0.0005	0.8270	1.4460	0.8717	0.8717	0.8717	0.8717	79.2885	0.0000	0.0000	0.0000	4.0867	-0.8960	-0.8960	-0.8960	-0.8960	0.6534	0.8832	0.6534	0.8832	0.6534	0.8832	0.6534	0.8832
7225	0.7949	0.6398	77.0135	0.0000	0.0005	0.8287	1.4253	0.8735	0.8735	0.8735	0.8735	79.2786	0.0000	0.0000	0.0000	7.9829	-0.8948	-0.8948	-0.8948	-0.8948	0.6543	0.8856	0.6543	0.8856	0.6543	0.8856	0.6543	0.8856
7650	0.7943	0.6392	77.0150	0.0000	0.0005	0.8281	1.4256	0.8732	0.8732	0.8732	0.8732	79.2775	0.0000	0.0000	0.0000	4.0413	-0.8933	-0.8933	-0.8933	-0.8933	0.6493	0.8845	0.6493	0.8845	0.6493	0.8845	0.6493	0.8845
8075	0.7969	0.6400	77.0133	0.0000	0.0005	0.8284	1.4162	0.8744	0.8744	0.8744	0.8744	79.2736	0.0000	0.0000	0.0000	3.9718	-0.8935	-0.8935	-0.8935	-0.8935	0.6500	0.8866	0.6500	0.8866	0.6500	0.8866	0.6500	0.8866
