batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0247	0.0046	77.9383	0.0003	0.0251	0.8594	126.9736	0.0366	0.1116	0.1165	-0.0446	-0.1004	-0.0969	79.9753	0.0002	0.0002	0.0000	127.0605	-0.3731	-0.6173	-0.6109	0.0767	0.5406	0.4810	0.2274	0.5301	0.2632	0.5597	0.2664	0.5656	0.2036	0.4776	0.1983	0.4565	0.1973	0.4473
850	0.1273	0.0737	77.8841	0.0010	0.0789	0.8824	85.8619	0.3729	0.3329	0.2519	0.2850	-0.2485	-0.1138	79.9427	0.0004	0.0004	0.0000	94.0423	-0.3754	-0.4552	-0.3708	-0.1792	0.2048	0.1366	0.2600	0.6024	0.2914	0.6615	0.2964	0.6787	0.2492	0.5582	0.1678	0.3902	0.1920	0.4616
1275	0.4872	0.3684	77.6154	0.0021	0.1912	0.8787	33.1685	0.6362	0.6226	0.5023	0.6107	0.1705	0.4018	79.8345	0.0011	0.0011	0.0000	54.3841	-0.4553	-0.5190	-0.5116	-0.3398	0.3751	-0.0889	0.5058	0.8194	0.5333	0.8432	0.5298	0.8437	0.4576	0.7994	0.2940	0.6467	0.4950	0.8186
1700	0.6560	0.4996	77.4532	0.0018	0.1926	0.8812	20.2432	0.7180	0.7322	0.6357	0.6882	0.4648	0.6119	79.7988	0.0013	0.0013	0.0000	46.1764	-0.4912	-0.5572	-0.5433	-0.3862	0.2886	-0.2070	0.6162	0.8710	0.6511	0.8889	0.6474	0.8901	0.5548	0.8543	0.3327	0.6951	0.6109	0.8664
2125	0.7017	0.5495	77.3594	0.0015	0.1672	0.8812	14.3960	0.7121	0.7293	0.6361	0.6895	0.5716	0.6506	79.7684	0.0015	0.0015	0.0000	41.6885	-0.5182	-0.5731	-0.5641	-0.4260	0.2932	-0.2505	0.6580	0.8840	0.6883	0.9021	0.6922	0.9077	0.6135	0.8770	0.3765	0.7391	0.6437	0.8896
2550	0.7349	0.5860	77.3255	0.0014	0.1618	0.8835	14.2381	0.7336	0.7541	0.6910	0.7110	0.6445	0.7267	79.7629	0.0016	0.0016	0.0000	41.7812	-0.5419	-0.5829	-0.5751	-0.4724	0.3146	-0.2517	0.6679	0.8912	0.7087	0.9055	0.7094	0.9102	0.6149	0.8819	0.3921	0.7579	0.6612	0.8980
2975	0.7557	0.6073	77.3063	0.0013	0.1555	0.8815	12.1392	0.7262	0.7458	0.6966	0.7104	0.6083	0.7316	79.7489	0.0016	0.0017	0.0000	36.6744	-0.5262	-0.5947	-0.5920	-0.4477	0.2659	-0.2923	0.6790	0.8952	0.7134	0.9082	0.7157	0.9119	0.6245	0.8872	0.3624	0.7337	0.6753	0.8948
3400	0.7415	0.5885	77.3261	0.0014	0.1653	0.8824	14.7401	0.7168	0.7356	0.6937	0.6982	0.5872	0.7040	79.7618	0.0015	0.0016	0.0000	41.7601	-0.5130	-0.5809	-0.5900	-0.4464	0.3205	-0.2095	0.6581	0.8946	0.6743	0.9056	0.6717	0.9086	0.6190	0.8859	0.3945	0.7526	0.6525	0.8980
3825	0.7602	0.6039	77.2801	0.0012	0.1454	0.8798	11.7909	0.7227	0.7380	0.6911	0.7058	0.6405	0.7333	79.7364	0.0017	0.0017	0.0000	38.8135	-0.5739	-0.6370	-0.6357	-0.4879	0.2649	-0.3154	0.6771	0.8952	0.7034	0.9074	0.7034	0.9118	0.6232	0.8872	0.3812	0.7548	0.6288	0.8935
4250	0.7855	0.6186	77.2308	0.0010	0.1217	0.8832	10.4335	0.7456	0.7648	0.7320	0.7253	0.7358	0.7786	79.7354	0.0016	0.0017	0.0000	41.1159	-0.5947	-0.6540	-0.6445	-0.5061	0.2174	-0.3344	0.7021	0.9049	0.7331	0.9162	0.7393	0.9218	0.6697	0.9001	0.4555	0.8085	0.6787	0.9082
4675	0.7727	0.6262	77.2716	0.0012	0.1363	0.8776	10.8401	0.7241	0.7439	0.7185	0.7067	0.6882	0.7628	79.7307	0.0017	0.0018	0.0000	36.4778	-0.5462	-0.6187	-0.6226	-0.4715	0.2300	-0.3000	0.6780	0.8956	0.7201	0.9093	0.7335	0.9158	0.6355	0.8893	0.4288	0.7835	0.6559	0.8965
5100	0.7656	0.6148	77.3071	0.0013	0.1513	0.8798	13.6750	0.7188	0.7413	0.7283	0.7047	0.6439	0.7436	79.7423	0.0017	0.0017	0.0000	40.9839	-0.5612	-0.5952	-0.5832	-0.4864	0.2845	-0.3110	0.6661	0.8899	0.6964	0.9020	0.7018	0.9084	0.6260	0.8842	0.3956	0.7592	0.6178	0.8879
5525	0.7739	0.6316	77.2363	0.0011	0.1342	0.8815	11.1727	0.7251	0.7426	0.7305	0.7062	0.7199	0.7696	79.7189	0.0018	0.0019	0.0000	41.5454	-0.5948	-0.6380	-0.6331	-0.5330	0.1814	-0.3458	0.7192	0.8959	0.7364	0.9071	0.7354	0.9144	0.6635	0.8889	0.4149	0.7864	0.6583	0.8961
5950	0.7770	0.6443	77.2621	0.0012	0.1345	0.8790	10.3946	0.7425	0.7599	0.7403	0.7263	0.7085	0.7755	79.7357	0.0017	0.0017	0.0000	34.1522	-0.5041	-0.5514	-0.5307	-0.4522	0.2444	-0.2251	0.6930	0.9056	0.7337	0.9171	0.7452	0.9227	0.6539	0.8988	0.4796	0.8184	0.6947	0.9117
6375	0.7923	0.6274	77.2059	0.0010	0.1208	0.8804	9.3369	0.7599	0.7754	0.7440	0.7427	0.7492	0.7935	79.7014	0.0018	0.0020	0.0000	36.9264	-0.6131	-0.6700	-0.6683	-0.5423	0.1214	-0.3874	0.7117	0.9026	0.7328	0.9114	0.7358	0.9161	0.6799	0.8966	0.4706	0.8214	0.6760	0.9029
6800	0.7869	0.6290	77.2344	0.0011	0.1367	0.8824	12.1781	0.7005	0.7217	0.7228	0.6817	0.7189	0.7678	79.7278	0.0017	0.0018	0.0000	42.3397	-0.5460	-0.5898	-0.5874	-0.4801	0.2084	-0.2881	0.7205	0.9062	0.7409	0.9150	0.7398	0.9184	0.6650	0.8990	0.4500	0.8087	0.7103	0.9078
7225	0.7889	0.6544	77.2185	0.0010	0.1234	0.8776	9.8523	0.7462	0.7641	0.7442	0.7305	0.7509	0.7905	79.7056	0.0019	0.0019	0.0000	36.2913	-0.5812	-0.6100	-0.6001	-0.5265	0.1722	-0.3334	0.6982	0.8994	0.7383	0.9108	0.7423	0.9160	0.6509	0.8939	0.4766	0.8209	0.6856	0.9060
7650	0.7926	0.6467	77.2044	0.0010	0.1241	0.8793	9.2077	0.7141	0.7279	0.7108	0.6968	0.7414	0.7767	79.6955	0.0019	0.0020	0.0000	34.3679	-0.5962	-0.6454	-0.6378	-0.5222	0.1547	-0.4074	0.6739	0.8973	0.7058	0.9083	0.7107	0.9135	0.6474	0.8919	0.4606	0.8203	0.6661	0.9013
8075	0.7903	0.6351	77.1809	0.0009	0.1147	0.8750	7.1795	0.7387	0.7525	0.7210	0.7260	0.7532	0.7855	79.6848	0.0019	0.0021	0.0000	30.8266	-0.6201	-0.6702	-0.6560	-0.5543	0.0508	-0.4580	0.6852	0.8967	0.7091	0.9071	0.7053	0.9132	0.6711	0.8933	0.4586	0.8249	0.6699	0.9030
8500	0.7932	0.6384	77.1808	0.0009	0.1149	0.8756	6.8361	0.7364	0.7497	0.7319	0.7225	0.7629	0.7942	79.6909	0.0019	0.0020	0.0000	26.4748	-0.5860	-0.6515	-0.6526	-0.5278	0.0766	-0.4373	0.6939	0.9021	0.7021	0.9111	0.6900	0.9124	0.6615	0.8974	0.4960	0.8380	0.6763	0.9043
8925	0.7940	0.6239	77.1724	0.0009	0.1037	0.8753	6.0190	0.7261	0.7427	0.7344	0.7077	0.7688	0.7961	79.6846	0.0020	0.0021	0.0000	23.8649	-0.6144	-0.6855	-0.6771	-0.5510	0.0275	-0.4629	0.7049	0.9040	0.7206	0.9117	0.7127	0.9152	0.6754	0.8990	0.5166	0.8426	0.6751	0.9064
9350	0.7937	0.6303	77.1620	0.0008	0.1060	0.8733	5.8608	0.7286	0.7435	0.7393	0.7128	0.7678	0.7941	79.6760	0.0020	0.0021	0.0000	24.7127	-0.6113	-0.6824	-0.6752	-0.5287	0.0456	-0.4769	0.6783	0.8983	0.6989	0.9086	0.6998	0.9142	0.6745	0.8971	0.4944	0.8412	0.6751	0.9085
9775	0.7991	0.6290	77.1627	0.0008	0.1073	0.8722	5.5565	0.7240	0.7399	0.7368	0.7055	0.7592	0.7835	79.6800	0.0020	0.0021	0.0000	21.4335	-0.6102	-0.6583	-0.6476	-0.5452	0.0391	-0.4600	0.7020	0.8999	0.7157	0.9078	0.7047	0.9109	0.6625	0.8940	0.5519	0.8564	0.7034	0.9102
