batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.2506	0.1713	77.9602	0.0000	0.0003	0.9739	27133.1372	0.2424	0.2424	0.2424	0.2424	79.9974	0.0000	0.0000	1.0000	27038.6935	-0.4066	-0.4066	-0.4066	-0.4066	0.2030	0.4933	0.2030	0.4933	0.2030	0.4933	0.2030	0.4933
850	0.7091	0.5728	77.2550	0.0000	0.0008	0.8759	770.5023	0.6947	0.6947	0.6947	0.6947	79.5222	0.0000	0.0000	0.0625	3692.5877	-0.8754	-0.8754	-0.8754	-0.8754	0.5106	0.8112	0.5106	0.8112	0.5106	0.8112	0.5106	0.8112
1275	0.7557	0.6104	77.1071	0.0000	0.0006	0.8409	35.6764	0.8088	0.8088	0.8088	0.8088	79.3904	0.0000	0.0000	0.0050	156.7067	-0.8787	-0.8787	-0.8787	-0.8787	0.5403	0.8271	0.5403	0.8271	0.5403	0.8271	0.5403	0.8271
1700	0.7659	0.6051	77.0707	0.0000	0.0006	0.8327	19.0068	0.8348	0.8348	0.8348	0.8348	79.3708	0.0000	0.0000	0.0020	117.3942	-0.8771	-0.8771	-0.8771	-0.8771	0.5837	0.8556	0.5837	0.8556	0.5837	0.8556	0.5837	0.8556
2125	0.7673	0.6116	77.0642	0.0000	0.0006	0.8307	10.8077	0.8242	0.8242	0.8242	0.8242	79.3733	0.0000	0.0000	0.0010	47.0030	-0.8732	-0.8732	-0.8732	-0.8732	0.5975	0.8605	0.5975	0.8605	0.5975	0.8605	0.5975	0.8605
2550	0.7764	0.6045	77.0472	0.0000	0.0006	0.8273	7.7190	0.8506	0.8506	0.8506	0.8506	79.3517	0.0000	0.0000	0.0000	27.4889	-0.8853	-0.8853	-0.8853	-0.8853	0.6132	0.8728	0.6132	0.8728	0.6132	0.8728	0.6132	0.8728
2975	0.7673	0.6119	77.0469	0.0000	0.0006	0.8241	1.8952	0.8322	0.8322	0.8322	0.8322	79.3467	0.0000	0.0000	0.0010	16.1431	-0.8926	-0.8926	-0.8926	-0.8926	0.6238	0.8632	0.6238	0.8632	0.6238	0.8632	0.6238	0.8632
3400	0.7790	0.6184	77.0457	0.0000	0.0006	0.8301	8.8835	0.8478	0.8478	0.8478	0.8478	79.3346	0.0000	0.0000	0.0020	107.0524	-0.8855	-0.8855	-0.8855	-0.8855	0.5880	0.8618	0.5880	0.8618	0.5880	0.8618	0.5880	0.8618
3825	0.7670	0.6155	77.0458	0.0000	0.0006	0.8179	21.1091	0.8271	0.8271	0.8271	0.8271	79.3059	0.0000	0.0000	0.0000	4.6079	-0.8853	-0.8853	-0.8853	-0.8853	0.5640	0.8504	0.5640	0.8504	0.5640	0.8504	0.5640	0.8504
4250	0.7739	0.6270	77.0398	0.0000	0.0006	0.8193	6.1375	0.8389	0.8389	0.8389	0.8389	79.3121	0.0000	0.0000	0.0000	4.6633	-0.8959	-0.8959	-0.8959	-0.8959	0.5864	0.8586	0.5864	0.8586	0.5864	0.8586	0.5864	0.8586
4675	0.7798	0.6111	77.0319	0.0000	0.0006	0.8190	16.4989	0.8604	0.8604	0.8604	0.8604	79.2925	0.0000	0.0000	0.0000	4.5091	-0.8913	-0.8913	-0.8913	-0.8913	0.5895	0.8638	0.5895	0.8638	0.5895	0.8638	0.5895	0.8638
5100	0.7724	0.6236	77.0378	0.0000	0.0006	0.8199	1.6673	0.8468	0.8468	0.8468	0.8468	79.2956	0.0000	0.0000	0.0000	4.2671	-0.8934	-0.8934	-0.8934	-0.8934	0.5598	0.8538	0.5598	0.8538	0.5598	0.8538	0.5598	0.8538
5525	0.7673	0.6129	77.0391	0.0000	0.0006	0.8156	1.7099	0.8370	0.8370	0.8370	0.8370	79.3048	0.0000	0.0000	0.0000	4.5333	-0.8917	-0.8917	-0.8917	-0.8917	0.5613	0.8560	0.5613	0.8560	0.5613	0.8560	0.5613	0.8560
5950	0.7832	0.6285	77.0240	0.0000	0.0005	0.8230	1.5256	0.8600	0.8600	0.8600	0.8600	79.2903	0.0000	0.0000	0.0000	4.0776	-0.8926	-0.8926	-0.8926	-0.8926	0.6016	0.8681	0.6016	0.8681	0.6016	0.8681	0.6016	0.8681
6375	0.7784	0.6235	77.0223	0.0000	0.0006	0.8210	1.5295	0.8606	0.8606	0.8606	0.8606	79.2965	0.0000	0.0000	0.0000	4.2419	-0.8939	-0.8939	-0.8939	-0.8939	0.6183	0.8773	0.6183	0.8773	0.6183	0.8773	0.6183	0.8773
6800	0.7855	0.6267	77.0171	0.0000	0.0006	0.8196	1.4580	0.8620	0.8620	0.8620	0.8620	79.2729	0.0000	0.0000	0.0000	3.8629	-0.8922	-0.8922	-0.8922	-0.8922	0.6143	0.8734	0.6143	0.8734	0.6143	0.8734	0.6143	0.8734
7225	0.7824	0.6192	77.0172	0.0000	0.0006	0.8182	1.4631	0.8702	0.8702	0.8702	0.8702	79.2847	0.0000	0.0000	0.0000	3.9990	-0.8940	-0.8940	-0.8940	-0.8940	0.6242	0.8777	0.6242	0.8777	0.6242	0.8777	0.6242	0.8777
7650	0.7844	0.6245	77.0170	0.0000	0.0006	0.8190	1.4420	0.8683	0.8683	0.8683	0.8683	79.2775	0.0000	0.0000	0.0000	3.8528	-0.8963	-0.8963	-0.8963	-0.8963	0.6198	0.8769	0.6198	0.8769	0.6198	0.8769	0.6198	0.8769
8075	0.7847	0.6255	77.0157	0.0000	0.0006	0.8170	1.4366	0.8676	0.8676	0.8676	0.8676	79.2723	0.0000	0.0000	0.0000	3.8034	-0.8947	-0.8947	-0.8947	-0.8947	0.6199	0.8767	0.6199	0.8767	0.6199	0.8767	0.6199	0.8767
