batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
14478	0.2721	0.0267	6.7498	0.0213	0.1844	0.9976	13.5606	-0.0013	-0.0096	-0.0090	-0.0157	-0.0512	-0.0514	0.0054	0.0157	0.0163	-0.0033	-0.0214	-0.0214	0.0015	-0.0168	-0.0180	0.0050	0.0196	0.0199	6.7626	0.0207	0.1919	0.9948	13.5706	0.0068	0.0237	0.0235	-0.0052	-0.0048	-0.0046	0.0016	0.0078	0.0079	-0.0048	-0.0023	-0.0022	-0.0032	-0.0358	-0.0350	-0.0071	-0.0137	-0.0130	0.5881	0.5085	0.5867	0.5174	0.5767	0.4990	0.5769	0.4965	0.5634	0.4815	0.5767	0.4971
14859	0.2721	0.0267	6.7255	0.0220	0.2017	0.9968	12.4988	-0.0102	-0.0114	-0.0104	-0.0098	-0.0189	-0.0184	0.0102	0.0078	0.0084	0.0041	0.0072	0.0073	-0.0076	-0.0194	-0.0189	-0.0040	-0.0146	-0.0159	6.7381	0.0215	0.2142	0.9878	12.4881	0.0010	-0.0091	-0.0092	-0.0009	0.0074	0.0080	0.0062	0.0202	0.0204	-0.0093	-0.0155	-0.0151	-0.0012	-0.0133	-0.0117	0.0061	0.0175	0.0164	0.5914	0.5102	0.5836	0.5096	0.5884	0.5096	0.5694	0.4868	0.5730	0.4930	0.5741	0.4887
15240	0.2721	0.0267	6.6940	0.0229	0.2301	0.9969	12.5422	-0.0000	0.0039	0.0065	-0.0001	0.0095	0.0096	-0.0064	-0.0085	-0.0080	0.0010	0.0025	0.0031	-0.0103	-0.0097	-0.0051	-0.0084	-0.0160	-0.0206	6.7068	0.0224	0.2423	0.9856	12.5427	0.0041	0.0029	0.0025	-0.0029	-0.0135	-0.0130	-0.0019	-0.0088	-0.0080	0.0053	-0.0046	-0.0040	-0.0022	0.0011	0.0031	-0.0050	-0.0053	-0.0097	0.5823	0.5028	0.5708	0.4916	0.5770	0.4958	0.5681	0.4786	0.5557	0.4698	0.5628	0.4857
15621	0.2721	0.0267	6.7136	0.0224	0.2125	0.9948	12.0264	0.0070	0.0208	0.0219	0.0019	0.0031	0.0033	0.0064	0.0007	0.0022	0.0034	0.0202	0.0207	-0.0226	-0.0603	-0.0621	0.0007	0.0099	0.0073	6.7265	0.0218	0.2252	0.9843	12.0277	0.0100	0.0205	0.0207	0.0019	0.0082	0.0086	0.0009	-0.0039	-0.0034	-0.0103	-0.0383	-0.0375	0.0041	0.0022	0.0027	-0.0014	0.0112	0.0124	0.5954	0.5248	0.5824	0.5040	0.5677	0.4809	0.5775	0.5028	0.5830	0.5113	0.5678	0.4897
16002	0.2721	0.0267	6.6589	0.0239	0.2575	0.9792	10.8527	0.0036	0.0076	0.0101	0.0092	0.0342	0.0339	0.0012	-0.0124	-0.0086	-0.0063	-0.0001	0.0014	0.0053	0.0146	0.0209	-0.0041	-0.0244	-0.0202	6.6708	0.0235	0.2735	0.9652	10.8228	0.0048	0.0024	0.0021	0.0080	0.0111	0.0110	-0.0042	-0.0108	-0.0097	0.0042	0.0058	0.0057	0.0055	-0.0015	0.0024	-0.0102	-0.0155	-0.0137	0.5659	0.4864	0.5748	0.5065	0.5671	0.4887	0.5709	0.4969	0.5604	0.4729	0.5621	0.4846
16383	0.2721	0.0267	6.6944	0.0229	0.2297	0.9903	11.5651	0.0070	0.0276	0.0282	0.0063	-0.0030	-0.0017	0.0058	0.0193	0.0198	-0.0167	-0.0479	-0.0473	0.0073	0.0053	0.0061	-0.0011	-0.0125	-0.0109	6.7071	0.0224	0.2393	0.9780	11.5546	-0.0011	-0.0190	-0.0177	0.0150	0.0161	0.0164	-0.0086	-0.0159	-0.0154	0.0053	0.0163	0.0169	-0.0196	-0.0339	-0.0347	0.0057	0.0165	0.0170	0.5640	0.4735	0.5824	0.5051	0.5952	0.5247	0.5801	0.4987	0.5718	0.4936	0.5885	0.5070
16764	0.2721	0.0267	6.5893	0.0259	0.3140	0.9468	9.3704	0.0074	0.0230	0.0231	0.0001	-0.0205	-0.0202	-0.0021	-0.0234	-0.0230	0.0012	-0.0003	0.0007	0.0025	0.0280	0.0303	-0.0095	-0.0175	-0.0176	6.6018	0.0256	0.3335	0.9371	9.3573	0.0051	0.0086	0.0092	0.0060	0.0071	0.0059	-0.0049	0.0024	0.0023	0.0082	0.0033	0.0035	-0.0107	-0.0166	-0.0160	-0.0009	-0.0083	-0.0059	0.5833	0.5030	0.5829	0.4995	0.5723	0.4875	0.5748	0.4926	0.5893	0.5125	0.5715	0.4860
17145	0.2721	0.0267	6.7124	0.0224	0.2125	0.9956	12.1763	-0.0057	-0.0070	-0.0076	0.0059	-0.0091	-0.0067	0.0041	0.0098	0.0133	-0.0004	-0.0092	-0.0082	-0.0102	-0.0334	-0.0266	-0.0002	-0.0082	-0.0067	6.7253	0.0218	0.2264	0.9862	12.2086	0.0052	0.0112	0.0122	-0.0075	0.0017	0.0022	0.0053	0.0038	0.0046	-0.0060	-0.0087	-0.0067	-0.0150	-0.0231	-0.0208	-0.0022	-0.0043	-0.0033	0.5981	0.5157	0.5812	0.4974	0.5735	0.5070	0.5873	0.4995	0.5620	0.4744	0.5550	0.4805
17526	0.2721	0.0267	6.6825	0.0232	0.2417	0.9848	11.2474	0.0042	0.0130	0.0149	-0.0072	-0.0129	-0.0119	0.0015	-0.0117	-0.0104	0.0056	0.0055	0.0070	-0.0012	-0.0153	-0.0128	-0.0088	-0.0119	-0.0133	6.6960	0.0227	0.2518	0.9733	11.2958	-0.0116	-0.0334	-0.0343	-0.0048	-0.0034	-0.0036	0.0054	0.0137	0.0141	-0.0028	-0.0124	-0.0123	-0.0020	0.0139	0.0135	-0.0078	-0.0117	-0.0122	0.5845	0.5041	0.5647	0.4889	0.5748	0.5067	0.5710	0.4837	0.5741	0.4871	0.5760	0.4991
17907	0.2721	0.0267	6.6758	0.0234	0.2455	0.9844	11.4731	0.0028	-0.0072	-0.0055	-0.0054	-0.0303	-0.0296	0.0017	-0.0010	0.0002	-0.0088	-0.0437	-0.0398	-0.0060	-0.0065	-0.0045	-0.0105	-0.0313	-0.0374	6.6878	0.0230	0.2589	0.9743	11.4706	-0.0008	0.0197	0.0197	0.0022	-0.0072	-0.0051	-0.0002	0.0054	0.0064	-0.0053	-0.0194	-0.0181	-0.0000	-0.0071	-0.0019	0.0073	0.0126	0.0095	0.5783	0.5022	0.5839	0.5057	0.5906	0.5091	0.5777	0.4957	0.5569	0.4617	0.5626	0.4831
18288	0.2721	0.0267	6.6512	0.0241	0.2627	0.9716	10.4700	-0.0033	0.0025	0.0027	-0.0032	-0.0147	-0.0143	0.0131	0.0217	0.0204	-0.0031	-0.0022	-0.0010	-0.0035	-0.0005	-0.0015	-0.0044	0.0007	-0.0013	6.6638	0.0237	0.2781	0.9582	10.4543	0.0005	-0.0024	-0.0023	0.0013	0.0078	0.0080	0.0034	0.0086	0.0087	-0.0067	-0.0076	-0.0076	-0.0010	0.0255	0.0256	-0.0012	-0.0067	-0.0087	0.5786	0.4973	0.5853	0.5127	0.5725	0.5025	0.5844	0.4965	0.5901	0.5049	0.5591	0.4743
18669	0.2721	0.0267	6.6621	0.0238	0.2569	0.9671	10.2355	0.0041	-0.0083	-0.0097	0.0012	0.0000	0.0023	0.0006	0.0003	0.0017	-0.0022	-0.0159	-0.0144	-0.0061	-0.0286	-0.0272	-0.0044	-0.0121	-0.0121	6.6743	0.0234	0.2692	0.9554	10.2187	0.0147	0.0441	0.0441	0.0075	0.0287	0.0290	-0.0029	-0.0282	-0.0276	0.0090	0.0196	0.0196	-0.0035	0.0068	0.0035	-0.0051	-0.0154	-0.0138	0.5865	0.5110	0.5863	0.5093	0.5709	0.4876	0.5724	0.4913	0.5625	0.4817	0.5757	0.4879
19050	0.2721	0.0267	6.6896	0.0230	0.2361	0.9892	11.5685	0.0040	-0.0193	-0.0162	0.0002	0.0140	0.0162	0.0118	0.0150	0.0184	0.0013	-0.0019	-0.0015	-0.0069	-0.0198	-0.0215	-0.0075	-0.0222	-0.0236	6.7025	0.0225	0.2461	0.9773	11.5818	0.0053	-0.0037	-0.0023	0.0025	0.0192	0.0187	0.0015	-0.0237	-0.0215	-0.0011	-0.0019	-0.0023	0.0010	0.0279	0.0256	-0.0061	-0.0007	-0.0041	0.5890	0.5024	0.5788	0.4994	0.5829	0.5006	0.5793	0.4933	0.5542	0.4600	0.5552	0.4703
19431	0.2721	0.0267	6.6412	0.0244	0.2722	0.9684	10.3323	-0.0023	-0.0333	-0.0320	-0.0086	-0.0353	-0.0320	0.0041	-0.0071	-0.0052	-0.0045	-0.0073	-0.0070	-0.0060	-0.0449	-0.0425	-0.0170	-0.0379	-0.0340	6.6529	0.0240	0.2858	0.9578	10.3278	-0.0022	-0.0091	-0.0100	-0.0059	-0.0308	-0.0294	0.0102	0.0272	0.0268	-0.0002	-0.0023	-0.0015	-0.0107	-0.0088	-0.0055	-0.0064	-0.0121	-0.0166	0.5729	0.4975	0.5770	0.4924	0.5850	0.5001	0.5866	0.5078	0.5634	0.4840	0.5794	0.4908
19812	0.2721	0.0267	6.6778	0.0234	0.2436	0.9826	11.0382	-0.0014	-0.0014	-0.0003	0.0014	-0.0128	-0.0102	-0.0048	-0.0159	-0.0146	-0.0011	-0.0031	-0.0015	-0.0107	-0.0333	-0.0333	0.0016	-0.0032	-0.0058	6.6906	0.0229	0.2538	0.9706	11.0457	-0.0013	-0.0190	-0.0183	-0.0005	-0.0033	-0.0026	-0.0111	-0.0164	-0.0156	-0.0006	-0.0084	-0.0084	-0.0166	-0.0422	-0.0422	-0.0074	0.0083	0.0054	0.5864	0.5136	0.5868	0.5124	0.5911	0.5090	0.5661	0.4811	0.5602	0.4730	0.5631	0.4854
20193	0.2721	0.0267	6.6356	0.0246	0.2788	0.9636	10.1415	0.0073	0.0207	0.0218	0.0029	0.0041	0.0072	-0.0010	-0.0087	-0.0077	0.0041	0.0081	0.0085	0.0015	0.0035	0.0068	0.0006	-0.0023	0.0001	6.6477	0.0242	0.2904	0.9537	10.1378	-0.0070	-0.0102	-0.0091	0.0002	-0.0029	-0.0035	0.0070	0.0144	0.0147	0.0086	0.0271	0.0268	-0.0008	0.0127	0.0131	0.0157	0.0357	0.0372	0.5848	0.5036	0.5856	0.5162	0.5883	0.5099	0.5703	0.4973	0.5600	0.4808	0.5643	0.4820
20574	0.2721	0.0267	6.6935	0.0229	0.2320	0.9804	10.9916	-0.0055	-0.0168	-0.0156	0.0037	0.0020	0.0034	-0.0012	-0.0002	0.0018	0.0008	0.0092	0.0091	-0.0110	-0.0148	-0.0167	-0.0042	-0.0114	-0.0106	6.7064	0.0224	0.2430	0.9690	10.9942	-0.0090	0.0056	0.0072	0.0060	0.0156	0.0162	-0.0000	0.0009	0.0023	0.0007	0.0064	0.0063	-0.0039	0.0142	0.0135	-0.0084	-0.0262	-0.0232	0.5716	0.4953	0.5913	0.5127	0.5698	0.4973	0.5726	0.4897	0.5693	0.4873	0.5621	0.4744
