batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
4191	0.0668	0.0225	5.9825	0.0091	0.7957	0.1029	1.4368	-0.0235	0.0255	0.0271	-0.0201	0.0107	0.0153	-0.0171	0.0358	0.0371	0.0041	0.0360	0.0372	-0.0036	-0.0048	0.0016	-0.0161	0.0084	0.0102	5.9909	0.0085	0.8544	0.1086	1.4094	-0.0175	-0.0244	-0.0246	0.0008	0.0144	0.0155	-0.0106	-0.0057	-0.0064	-0.0267	-0.0032	-0.0074	-0.0035	-0.0144	-0.0087	-0.0161	0.0178	0.0108	0.5590	0.4648	0.5555	0.4591	0.4945	0.3824	0.5568	0.4499	0.5632	0.4737	0.5546	0.4634
4572	0.2066	0.0590	6.0637	0.0142	0.7334	0.3283	2.0620	0.0062	-0.0433	-0.0094	0.0066	-0.0408	-0.0446	0.0170	-0.0725	-0.0500	0.0050	-0.0260	-0.0016	-0.0194	-0.0631	-0.0498	-0.0057	-0.0485	-0.0425	6.0739	0.0140	0.7674	0.3315	2.0637	-0.0051	-0.0267	-0.0138	-0.0052	-0.0052	-0.0221	0.0065	-0.0077	-0.0053	-0.0017	-0.0116	0.0028	-0.0175	-0.0219	-0.0242	-0.0009	0.0061	0.0074	0.5813	0.4776	0.5985	0.5021	0.5786	0.4898	0.5872	0.4828	0.6050	0.5110	0.6038	0.5058
4953	0.1666	0.0378	6.0135	0.0118	0.7826	0.2396	1.5216	-0.0172	-0.0044	-0.0118	-0.0379	-0.0251	-0.0256	-0.0084	-0.0122	-0.0117	-0.0208	-0.0011	0.0006	-0.0164	-0.0060	-0.0173	-0.0147	0.0005	-0.0092	6.0191	0.0112	0.8244	0.2293	1.5055	-0.0149	0.0078	0.0047	-0.0280	-0.0142	-0.0209	-0.0144	-0.0170	-0.0218	-0.0146	-0.0150	-0.0170	-0.0162	0.0174	0.0081	-0.0212	0.0108	0.0033	0.6103	0.5335	0.6117	0.5243	0.5906	0.5124	0.5957	0.5210	0.5959	0.5273	0.5875	0.5185
5334	0.1224	0.0403	6.0260	0.0128	0.7603	0.1977	1.6713	0.0018	-0.0038	0.0134	-0.0008	-0.0248	-0.0085	-0.0132	-0.0271	-0.0140	-0.0053	-0.0665	-0.0420	-0.0098	-0.0369	-0.0206	-0.0064	-0.0548	-0.0455	6.0461	0.0137	0.7978	0.1944	1.7279	-0.0195	-0.0093	-0.0048	-0.0044	-0.0252	-0.0204	-0.0011	-0.0005	-0.0004	-0.0098	-0.0119	-0.0143	-0.0034	0.0011	-0.0044	0.0049	-0.0019	-0.0020	0.5847	0.4998	0.5960	0.5051	0.5745	0.4964	0.5856	0.4960	0.5860	0.5022	0.5871	0.5013
5715	0.1260	0.0326	6.0510	0.0146	0.7266	0.1970	1.8446	-0.0041	0.0228	0.0194	-0.0288	-0.0256	-0.0242	-0.0114	-0.0137	-0.0182	-0.0007	-0.0031	-0.0017	-0.0116	0.0048	0.0035	-0.0036	0.0073	0.0083	6.0582	0.0142	0.7806	0.1978	1.8184	-0.0216	-0.0010	-0.0022	-0.0086	0.0038	0.0018	0.0110	0.0151	0.0099	-0.0245	-0.0239	-0.0258	0.0063	0.0008	0.0006	-0.0014	-0.0087	-0.0120	0.5781	0.4983	0.5639	0.4820	0.5728	0.4938	0.5891	0.5102	0.5885	0.5000	0.5835	0.4977
6096	0.1055	0.0539	6.0562	0.0147	0.7461	0.1961	2.0618	-0.0082	-0.0246	-0.0131	-0.0053	-0.0742	-0.0262	0.0007	-0.0240	0.0164	-0.0011	-0.0603	-0.0086	0.0002	0.0151	0.0279	-0.0024	-0.0626	-0.0166	6.0749	0.0153	0.7754	0.2017	2.1141	0.0011	-0.0171	-0.0055	0.0007	-0.0512	-0.0313	0.0100	-0.0136	0.0104	0.0002	-0.0261	-0.0030	0.0000	-0.0358	0.0069	-0.0075	-0.0362	-0.0052	0.5991	0.5070	0.5964	0.4984	0.5870	0.4860	0.5920	0.4896	0.6050	0.5134	0.6112	0.5159
6477	0.1494	0.0399	6.0413	0.0133	0.7829	0.2622	1.8717	0.0062	0.0033	0.0164	-0.0089	-0.0013	0.0112	-0.0168	-0.0114	-0.0042	-0.0043	-0.0251	-0.0134	-0.0014	-0.0087	0.0041	-0.0016	-0.0240	-0.0121	6.0512	0.0138	0.7870	0.2658	1.8093	-0.0139	-0.0187	-0.0163	-0.0139	0.0000	-0.0028	-0.0031	0.0122	0.0122	-0.0080	0.0038	0.0039	-0.0121	0.0064	-0.0013	-0.0068	-0.0203	-0.0100	0.5703	0.4882	0.5687	0.4912	0.5634	0.4755	0.5640	0.4844	0.5684	0.4715	0.5605	0.4677
6858	0.0875	0.0372	6.1497	0.0233	0.6612	0.2229	2.9891	-0.0225	-0.0212	-0.0084	-0.0073	0.0145	0.0245	-0.0094	0.0016	0.0084	-0.0190	-0.0314	-0.0240	-0.0044	-0.0061	0.0014	-0.0074	-0.0298	-0.0170	6.1498	0.0224	0.6975	0.2279	2.8714	-0.0143	-0.0087	-0.0090	-0.0240	-0.0389	-0.0328	-0.0060	-0.0154	-0.0159	-0.0051	0.0016	0.0021	0.0024	-0.0051	0.0007	-0.0141	-0.0252	-0.0233	0.5788	0.4983	0.5749	0.4935	0.5770	0.4980	0.5938	0.5121	0.5834	0.5039	0.5657	0.4828
7239	0.0709	0.0317	6.2587	0.0284	0.5368	0.2324	3.6301	-0.0043	-0.0360	-0.0335	-0.0105	-0.0018	-0.0009	-0.0002	0.0197	0.0195	0.0141	0.0138	0.0122	0.0159	-0.0062	-0.0003	-0.0000	-0.0096	-0.0063	6.2853	0.0291	0.5629	0.2301	3.7093	-0.0018	-0.0180	-0.0171	0.0019	-0.0132	-0.0113	-0.0180	-0.0344	-0.0322	-0.0025	0.0016	0.0040	-0.0075	-0.0062	-0.0014	-0.0012	0.0041	0.0063	0.5815	0.5061	0.5829	0.5053	0.5640	0.4804	0.5670	0.4873	0.5737	0.4947	0.5817	0.4906
7620	0.1488	0.0205	5.9522	0.0055	0.8007	0.2018	1.2579	0.0094	-0.0082	-0.0048	0.0017	0.0189	0.0196	0.0011	-0.0055	-0.0043	-0.0119	-0.0168	-0.0134	0.0051	0.0013	0.0068	-0.0134	-0.0273	-0.0266	5.9608	0.0048	0.8783	0.2191	1.2452	0.0010	-0.0093	-0.0102	-0.0003	-0.0019	-0.0010	-0.0085	-0.0269	-0.0272	0.0132	0.0206	0.0192	0.0026	0.0060	0.0051	0.0050	0.0070	0.0069	0.5889	0.5140	0.5853	0.5046	0.5670	0.4861	0.5848	0.5080	0.5781	0.4918	0.5824	0.5006
8001	0.0683	0.0207	6.1448	0.0246	0.6531	0.1844	3.2397	-0.0275	0.0215	0.0228	-0.0247	0.0326	0.0338	0.0104	0.0286	0.0329	-0.0169	0.0142	0.0160	0.0041	0.0075	0.0072	-0.0073	0.0242	0.0284	6.1552	0.0249	0.6878	0.1858	3.1897	0.0077	0.0153	0.0159	-0.0099	-0.0118	-0.0109	-0.0139	0.0003	0.0015	-0.0049	0.0015	0.0019	0.0039	0.0091	0.0110	0.0051	0.0177	0.0188	0.5332	0.4472	0.5344	0.4512	0.5734	0.4940	0.5410	0.4609	0.5681	0.4799	0.5593	0.4758
8382	0.2721	0.0267	6.6315	0.0247	0.2766	0.9746	10.6169	0.0075	0.0235	0.0241	-0.0086	-0.0337	-0.0329	0.0000	0.0010	0.0024	0.0032	0.0034	0.0046	-0.0075	-0.0029	-0.0009	-0.0026	0.0167	0.0116	6.6440	0.0243	0.2968	0.9631	10.6218	-0.0026	-0.0006	-0.0002	0.0105	0.0101	0.0126	0.0018	0.0014	0.0001	0.0091	-0.0020	-0.0002	-0.0053	-0.0064	-0.0077	-0.0039	-0.0131	-0.0080	0.5900	0.5119	0.5960	0.5170	0.5799	0.5115	0.5882	0.5026	0.5710	0.4896	0.5719	0.4818
8763	0.2721	0.0267	6.6942	0.0229	0.2307	0.9968	12.7054	-0.0052	0.0121	0.0120	0.0016	0.0006	0.0013	-0.0020	-0.0116	-0.0122	-0.0044	-0.0122	-0.0113	-0.0018	-0.0025	0.0004	-0.0056	-0.0259	-0.0242	6.7063	0.0224	0.2427	0.9907	12.6790	-0.0016	-0.0048	-0.0046	-0.0057	-0.0265	-0.0262	0.0004	-0.0066	-0.0072	-0.0070	-0.0093	-0.0092	0.0081	0.0150	0.0137	0.0047	-0.0084	-0.0084	0.5729	0.4945	0.5788	0.4948	0.5817	0.5114	0.5656	0.4879	0.5793	0.4989	0.5658	0.4781
9144	0.2720	0.0268	6.6792	0.0233	0.2440	0.9642	10.1738	-0.0040	-0.0057	-0.0051	0.0067	0.0085	0.0104	-0.0083	0.0026	0.0027	0.0094	0.0114	0.0116	-0.0114	-0.0295	-0.0294	-0.0054	0.0010	-0.0026	6.6908	0.0229	0.2577	0.9531	10.1551	-0.0094	-0.0011	-0.0014	-0.0027	-0.0137	-0.0140	-0.0040	-0.0072	-0.0074	0.0049	0.0199	0.0203	-0.0097	0.0066	0.0062	-0.0067	-0.0126	-0.0139	0.5781	0.4969	0.5800	0.4982	0.5913	0.5055	0.5805	0.4952	0.5689	0.4912	0.5830	0.4973
9525	0.2721	0.0267	6.6383	0.0245	0.2750	0.9775	10.7674	-0.0009	0.0040	0.0032	-0.0085	-0.0193	-0.0179	0.0080	0.0363	0.0374	-0.0030	-0.0125	-0.0091	0.0058	0.0202	0.0198	-0.0022	0.0025	0.0054	6.6513	0.0241	0.2923	0.9646	10.7737	0.0070	0.0072	0.0070	-0.0044	-0.0177	-0.0177	0.0093	0.0221	0.0221	0.0065	0.0156	0.0161	0.0117	0.0270	0.0282	-0.0041	0.0003	-0.0010	0.5737	0.4878	0.5824	0.5073	0.5781	0.5075	0.5761	0.4960	0.5780	0.4957	0.5796	0.4975
9906	0.2721	0.0267	6.6420	0.0244	0.2719	0.9533	9.7438	-0.0098	-0.0200	-0.0191	-0.0004	-0.0147	-0.0135	-0.0089	-0.0178	-0.0187	0.0037	0.0040	0.0040	-0.0049	-0.0104	-0.0098	0.0006	0.0037	0.0025	6.6542	0.0240	0.2864	0.9447	9.7430	0.0052	0.0098	0.0097	0.0032	0.0004	0.0002	-0.0066	-0.0097	-0.0099	-0.0056	-0.0197	-0.0197	0.0107	0.0256	0.0252	0.0012	0.0160	0.0128	0.5805	0.5029	0.5774	0.4974	0.5875	0.5041	0.5867	0.5101	0.5728	0.4897	0.5627	0.4730
10287	0.2721	0.0267	6.6834	0.0232	0.2408	0.9940	11.9660	0.0027	0.0127	0.0132	-0.0058	-0.0185	-0.0188	-0.0063	-0.0285	-0.0258	0.0021	-0.0163	-0.0157	0.0014	0.0090	0.0106	-0.0007	-0.0229	-0.0231	6.6971	0.0227	0.2504	0.9831	11.9763	0.0002	0.0045	0.0048	-0.0051	-0.0101	-0.0103	0.0046	-0.0091	-0.0085	-0.0049	0.0027	0.0027	-0.0126	-0.0304	-0.0304	-0.0071	0.0107	0.0104	0.5712	0.4823	0.5730	0.4890	0.5869	0.5074	0.5668	0.4823	0.5668	0.4915	0.5835	0.5008
10668	0.2721	0.0267	6.6496	0.0242	0.2636	0.9809	11.3224	-0.0112	-0.0189	-0.0186	0.0003	-0.0126	-0.0112	0.0059	0.0291	0.0280	-0.0009	0.0030	0.0048	-0.0003	0.0155	0.0133	-0.0085	0.0067	0.0045	6.6629	0.0237	0.2790	0.9720	11.3385	0.0036	0.0084	0.0087	-0.0016	0.0038	0.0036	-0.0016	-0.0116	-0.0112	0.0008	-0.0022	-0.0022	-0.0018	0.0013	0.0023	-0.0125	-0.0177	-0.0173	0.5731	0.4992	0.5886	0.5101	0.5857	0.5133	0.5664	0.4883	0.5646	0.4858	0.5676	0.4840
11049	0.2721	0.0267	6.6631	0.0238	0.2575	0.9869	11.3531	-0.0103	-0.0170	-0.0159	0.0058	0.0234	0.0245	0.0004	0.0015	0.0031	0.0021	-0.0042	-0.0031	-0.0118	-0.0126	-0.0148	-0.0120	-0.0257	-0.0295	6.6751	0.0234	0.2700	0.9749	11.3301	0.0040	0.0123	0.0121	0.0099	0.0124	0.0130	-0.0010	-0.0252	-0.0253	-0.0033	-0.0182	-0.0181	-0.0037	-0.0157	-0.0164	-0.0052	-0.0164	-0.0172	0.5784	0.4973	0.5791	0.4990	0.5785	0.5011	0.5792	0.5008	0.5881	0.5040	0.5765	0.4948
11430	0.2721	0.0267	6.6759	0.0234	0.2440	0.9974	13.0939	-0.0036	-0.0150	-0.0141	-0.0023	0.0101	0.0102	0.0060	-0.0009	-0.0002	-0.0140	-0.0322	-0.0318	-0.0082	-0.0169	-0.0153	0.0016	0.0125	0.0132	6.6888	0.0229	0.2565	0.9872	13.1080	0.0132	0.0217	0.0219	0.0036	0.0260	0.0259	-0.0054	-0.0261	-0.0262	-0.0034	-0.0150	-0.0150	-0.0095	-0.0023	-0.0020	-0.0034	-0.0211	-0.0186	0.5793	0.4956	0.5756	0.4951	0.5725	0.4929	0.5771	0.5004	0.5863	0.5121	0.5740	0.4911
11811	0.2721	0.0267	6.6537	0.0241	0.2617	0.9958	12.2558	-0.0096	-0.0248	-0.0236	0.0094	0.0308	0.0318	0.0009	0.0182	0.0184	-0.0046	-0.0015	-0.0005	-0.0017	0.0035	0.0034	0.0019	0.0062	0.0060	6.6669	0.0236	0.2713	0.9849	12.2953	-0.0008	0.0229	0.0219	-0.0012	0.0121	0.0121	0.0055	0.0097	0.0106	-0.0044	-0.0108	-0.0103	-0.0068	-0.0042	-0.0078	-0.0040	0.0247	0.0232	0.5902	0.5074	0.5800	0.4937	0.5761	0.5054	0.5805	0.5069	0.5878	0.5064	0.5783	0.4941
12192	0.2721	0.0267	6.6592	0.0239	0.2575	0.9727	10.7627	-0.0119	-0.0203	-0.0198	-0.0005	0.0200	0.0201	0.0031	0.0070	0.0080	-0.0072	-0.0361	-0.0358	-0.0125	-0.0314	-0.0309	-0.0097	-0.0153	-0.0135	6.6712	0.0235	0.2732	0.9634	10.7356	0.0032	-0.0140	-0.0138	-0.0094	-0.0313	-0.0309	0.0086	0.0092	0.0084	-0.0086	-0.0170	-0.0166	-0.0041	0.0011	0.0003	-0.0087	-0.0201	-0.0194	0.5811	0.5006	0.5759	0.4986	0.5908	0.5002	0.5819	0.5021	0.6057	0.5295	0.5614	0.4724
12573	0.2721	0.0267	6.7038	0.0226	0.2239	0.9959	12.1581	-0.0025	0.0086	0.0096	0.0056	0.0157	0.0177	-0.0030	-0.0117	-0.0104	0.0012	-0.0015	-0.0013	-0.0013	-0.0105	-0.0114	-0.0059	-0.0069	-0.0127	6.7166	0.0221	0.2337	0.9843	12.1606	0.0027	0.0137	0.0140	0.0013	0.0117	0.0133	0.0106	0.0231	0.0243	-0.0048	-0.0063	-0.0070	-0.0117	-0.0094	-0.0090	-0.0021	0.0095	0.0099	0.5832	0.5211	0.5746	0.4884	0.5733	0.4940	0.5788	0.5036	0.5771	0.5004	0.5701	0.4951
12954	0.2721	0.0267	6.6682	0.0237	0.2505	0.9928	11.8721	0.0051	0.0065	0.0079	0.0011	-0.0080	-0.0074	-0.0033	-0.0128	-0.0125	-0.0003	-0.0102	-0.0080	-0.0086	-0.0281	-0.0284	-0.0011	0.0003	0.0002	6.6813	0.0232	0.2627	0.9821	11.8985	0.0020	0.0110	0.0110	0.0015	-0.0046	-0.0051	-0.0037	-0.0236	-0.0221	0.0017	0.0062	0.0067	-0.0028	0.0010	0.0025	0.0032	0.0054	0.0038	0.5737	0.4788	0.5760	0.4985	0.5742	0.4920	0.5772	0.4948	0.5779	0.4959	0.5794	0.5088
13335	0.2721	0.0267	6.7041	0.0226	0.2203	0.9968	12.9435	-0.0025	-0.0157	-0.0150	-0.0023	-0.0183	-0.0177	0.0068	0.0025	0.0025	0.0121	0.0304	0.0308	-0.0136	-0.0388	-0.0380	-0.0053	-0.0245	-0.0215	6.7165	0.0221	0.2328	0.9926	12.9423	-0.0010	-0.0213	-0.0213	-0.0051	-0.0063	-0.0063	-0.0097	-0.0276	-0.0271	-0.0002	-0.0050	-0.0048	-0.0039	-0.0109	-0.0122	0.0062	0.0121	0.0114	0.5672	0.4860	0.5821	0.5047	0.5763	0.5026	0.5871	0.5148	0.5868	0.5064	0.5759	0.4956
13716	0.2721	0.0267	6.7404	0.0216	0.1910	0.9973	13.1368	-0.0045	0.0090	0.0100	0.0007	-0.0053	-0.0040	-0.0064	-0.0046	-0.0044	-0.0089	-0.0137	-0.0146	-0.0044	-0.0206	-0.0201	-0.0086	-0.0264	-0.0270	6.7532	0.0210	0.2001	0.9929	13.1465	-0.0186	-0.0436	-0.0431	-0.0042	-0.0169	-0.0171	-0.0029	0.0003	0.0008	-0.0028	-0.0021	-0.0019	-0.0029	0.0111	0.0084	-0.0061	0.0006	0.0006	0.5717	0.4883	0.5793	0.4911	0.5739	0.4912	0.5839	0.4952	0.5582	0.4773	0.5678	0.4853
14097	0.2721	0.0267	6.7236	0.0221	0.2034	0.9972	13.2340	-0.0089	-0.0225	-0.0219	-0.0069	-0.0187	-0.0183	0.0076	-0.0015	-0.0016	-0.0047	-0.0055	-0.0055	-0.0020	-0.0024	-0.0026	-0.0008	-0.0060	-0.0080	6.7366	0.0215	0.2143	0.9942	13.2537	0.0058	0.0192	0.0197	-0.0045	0.0065	0.0068	-0.0093	-0.0142	-0.0144	0.0018	0.0227	0.0224	0.0015	0.0059	0.0063	-0.0054	-0.0061	-0.0048	0.5632	0.4844	0.5805	0.5008	0.5809	0.4934	0.5935	0.5056	0.5771	0.5015	0.5834	0.5088
