batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0378	0.0077	77.9484	0.0003	0.0290	0.8719	128.6847	0.1341	0.0649	0.0642	0.0659	-0.1168	-0.1168	79.9855	0.0001	0.0001	0.0000	128.7772	-0.4330	-0.5193	-0.5254	0.0594	0.5574	0.5591	0.2554	0.5531	0.2526	0.5599	0.2523	0.5601	0.2145	0.4804	0.1771	0.4009	0.1769	0.4011
850	0.1756	0.1123	77.8992	0.0012	0.0869	0.8852	104.8369	0.3671	0.2683	0.2035	0.3469	-0.2771	-0.2311	79.9581	0.0003	0.0003	0.0000	112.3347	-0.5762	-0.5213	-0.4540	-0.2455	0.4707	0.3747	0.3984	0.7307	0.3829	0.7375	0.3773	0.7358	0.3314	0.6824	0.1694	0.3965	0.1839	0.4372
1275	0.4281	0.3270	77.6950	0.0022	0.1959	0.8830	46.8503	0.5801	0.5263	0.3917	0.5457	-0.0521	0.2545	79.8559	0.0010	0.0010	0.0000	67.0343	-0.4781	-0.5563	-0.5260	-0.3527	0.4042	-0.0605	0.5011	0.8143	0.5159	0.8316	0.4997	0.8276	0.4511	0.7899	0.2145	0.4935	0.4005	0.7544
1700	0.6287	0.4846	77.5130	0.0021	0.1995	0.8844	26.4281	0.7085	0.7160	0.5969	0.6831	0.3044	0.5076	79.8025	0.0013	0.0013	0.0000	51.7016	-0.4985	-0.5658	-0.5482	-0.3783	0.3274	-0.1667	0.5812	0.8527	0.6164	0.8734	0.6122	0.8745	0.5326	0.8402	0.3102	0.6625	0.5563	0.8549
2125	0.7045	0.5635	77.3844	0.0016	0.1771	0.8827	15.8037	0.7237	0.7471	0.6432	0.6972	0.5488	0.6424	79.7660	0.0015	0.0015	0.0000	39.0292	-0.5750	-0.6536	-0.6403	-0.4818	0.2176	-0.3170	0.6131	0.8612	0.6453	0.8855	0.6429	0.8931	0.5611	0.8492	0.3580	0.7337	0.6205	0.8785
2550	0.7170	0.5822	77.3643	0.0015	0.1731	0.8830	15.1148	0.7227	0.7413	0.6549	0.7024	0.5418	0.6583	79.7699	0.0015	0.0015	0.0000	43.3478	-0.5078	-0.5832	-0.5863	-0.4044	0.2863	-0.2548	0.6669	0.8846	0.6959	0.9031	0.7026	0.9107	0.6078	0.8746	0.3553	0.7303	0.6676	0.8962
2975	0.7420	0.6024	77.3294	0.0014	0.1566	0.8804	13.1682	0.7381	0.7593	0.6912	0.7198	0.6106	0.7162	79.7429	0.0016	0.0017	0.0000	37.8669	-0.5809	-0.6514	-0.6386	-0.4993	0.2346	-0.3115	0.6169	0.8719	0.6484	0.8852	0.6541	0.8896	0.5740	0.8628	0.3573	0.7210	0.6036	0.8757
3400	0.7741	0.6435	77.3242	0.0015	0.1653	0.8827	13.6517	0.7143	0.7358	0.6875	0.6918	0.5814	0.7143	79.7652	0.0015	0.0016	0.0000	44.0645	-0.5123	-0.5701	-0.5690	-0.4247	0.2596	-0.2712	0.6923	0.9029	0.7269	0.9168	0.7312	0.9216	0.6593	0.8957	0.3557	0.7236	0.6907	0.9030
3825	0.7659	0.6222	77.2631	0.0011	0.1398	0.8812	11.4580	0.7485	0.7654	0.7014	0.7319	0.6878	0.7625	79.7371	0.0017	0.0017	0.0000	39.4073	-0.5647	-0.6397	-0.6439	-0.4861	0.2422	-0.3246	0.6906	0.8938	0.7241	0.9068	0.7267	0.9131	0.6547	0.8893	0.4226	0.7854	0.6809	0.9052
4250	0.7384	0.6182	77.4012	0.0017	0.1820	0.8849	19.8230	0.7401	0.7539	0.7167	0.7226	0.5433	0.7177	79.7806	0.0014	0.0014	0.0000	44.3528	-0.4485	-0.5043	-0.5104	-0.3847	0.4128	-0.1228	0.6437	0.8883	0.6674	0.8955	0.6682	0.8938	0.6069	0.8810	0.3412	0.7079	0.5989	0.8747
4675	0.7747	0.6254	77.2607	0.0011	0.1346	0.8818	10.8821	0.7514	0.7699	0.7122	0.7290	0.6973	0.7649	79.7157	0.0018	0.0019	0.0000	36.2853	-0.6146	-0.6728	-0.6586	-0.5552	0.2158	-0.3573	0.6340	0.8828	0.6647	0.8984	0.6724	0.9051	0.5883	0.8762	0.3990	0.7819	0.6178	0.8910
5100	0.7764	0.6298	77.2428	0.0011	0.1239	0.8812	10.4847	0.7324	0.7558	0.7193	0.7046	0.7143	0.7743	79.7189	0.0018	0.0019	0.0000	36.9718	-0.5736	-0.6467	-0.6522	-0.4801	0.1999	-0.3502	0.6817	0.8943	0.7076	0.9078	0.7090	0.9137	0.6442	0.8878	0.4285	0.7967	0.6632	0.8986
5525	0.7866	0.6194	77.2379	0.0011	0.1291	0.8810	10.2636	0.7352	0.7584	0.7418	0.7116	0.7038	0.7729	79.7367	0.0017	0.0017	0.0000	38.6482	-0.5300	-0.5810	-0.5701	-0.4528	0.2436	-0.3104	0.7172	0.9105	0.7444	0.9211	0.7516	0.9286	0.6883	0.9043	0.4537	0.8093	0.7267	0.9185
5950	0.7909	0.6282	77.2501	0.0012	0.1381	0.8818	10.8307	0.7386	0.7596	0.7428	0.7197	0.7024	0.7724	79.7250	0.0018	0.0018	0.0000	36.2550	-0.5717	-0.6316	-0.6138	-0.4926	0.1741	-0.3132	0.6868	0.9015	0.7051	0.9106	0.7063	0.9158	0.6671	0.8959	0.4489	0.8013	0.6763	0.9030
6375	0.8009	0.6439	77.1981	0.0010	0.1225	0.8812	8.6571	0.7572	0.7754	0.7546	0.7352	0.7559	0.7904	79.7126	0.0018	0.0019	0.0000	36.0202	-0.5667	-0.6358	-0.6402	-0.4835	0.1923	-0.3153	0.6981	0.9046	0.7312	0.9145	0.7381	0.9200	0.6642	0.8984	0.4786	0.8229	0.6873	0.9100
6800	0.7929	0.6377	77.2199	0.0010	0.1215	0.8815	9.0037	0.7330	0.7514	0.7207	0.7169	0.7299	0.7852	79.7278	0.0017	0.0018	0.0000	33.8558	-0.5383	-0.5983	-0.6061	-0.4578	0.2424	-0.2949	0.7150	0.9119	0.7351	0.9200	0.7263	0.9217	0.6676	0.9053	0.4820	0.8142	0.7034	0.9133
7225	0.7918	0.6261	77.1747	0.0009	0.1092	0.8781	7.3318	0.7397	0.7558	0.7206	0.7223	0.7567	0.7845	79.6836	0.0019	0.0021	0.0000	31.6442	-0.6204	-0.6977	-0.7008	-0.5295	0.0823	-0.4184	0.6861	0.8976	0.7205	0.9089	0.7265	0.9154	0.6546	0.8943	0.5163	0.8368	0.7265	0.9114
7650	0.7969	0.6399	77.1872	0.0009	0.1134	0.8804	8.0810	0.7302	0.7499	0.7300	0.7107	0.7511	0.7852	79.7020	0.0019	0.0020	0.0000	35.3125	-0.5921	-0.6558	-0.6645	-0.5280	0.0932	-0.4000	0.7214	0.9042	0.7491	0.9157	0.7540	0.9226	0.6888	0.8994	0.4698	0.8211	0.6992	0.9114
8075	0.7949	0.6334	77.2579	0.0012	0.1458	0.8812	11.7688	0.7166	0.7356	0.7124	0.6963	0.6872	0.7717	79.7438	0.0017	0.0017	0.0000	40.7893	-0.5182	-0.5805	-0.5942	-0.4457	0.3030	-0.2762	0.7269	0.9128	0.7407	0.9203	0.7303	0.9208	0.6971	0.9076	0.4102	0.7703	0.6825	0.9099
8500	0.7949	0.6302	77.2123	0.0010	0.1215	0.8787	8.0687	0.7344	0.7482	0.7168	0.7155	0.7217	0.7714	79.7058	0.0018	0.0019	0.0000	28.2812	-0.5784	-0.6358	-0.6282	-0.5322	0.0882	-0.4083	0.7021	0.8992	0.7086	0.9058	0.6917	0.9058	0.6741	0.8942	0.4709	0.8154	0.6553	0.8960
8925	0.8031	0.6510	77.2093	0.0011	0.1200	0.8827	9.3560	0.7588	0.7728	0.7334	0.7392	0.7408	0.7918	79.7240	0.0017	0.0018	0.0000	35.7349	-0.5683	-0.6246	-0.6279	-0.4904	0.2037	-0.3032	0.7426	0.9116	0.7577	0.9197	0.7466	0.9212	0.6876	0.9043	0.4538	0.8116	0.7067	0.9141
9350	0.8065	0.6450	77.1624	0.0008	0.1072	0.8767	5.9526	0.7257	0.7421	0.7221	0.7088	0.7674	0.7891	79.6718	0.0020	0.0022	0.0000	23.7298	-0.6192	-0.6859	-0.6804	-0.5608	0.0579	-0.4613	0.6915	0.9007	0.7009	0.9090	0.6882	0.9124	0.6665	0.8966	0.5288	0.8525	0.6690	0.9078
9775	0.8074	0.6425	77.1688	0.0008	0.1063	0.8756	6.1437	0.7336	0.7513	0.7280	0.7095	0.7569	0.7810	79.6815	0.0020	0.0021	0.0000	25.5192	-0.5794	-0.6322	-0.6270	-0.5155	0.0563	-0.4186	0.6964	0.9038	0.7219	0.9131	0.7131	0.9176	0.6740	0.8993	0.4984	0.8393	0.6714	0.9081
10200	0.8060	0.6488	77.1660	0.0008	0.0963	0.8724	5.8051	0.7310	0.7483	0.7312	0.7074	0.7712	0.7931	79.6869	0.0020	0.0021	0.0000	23.4718	-0.5936	-0.6528	-0.6461	-0.5168	0.0411	-0.4675	0.7071	0.9035	0.7276	0.9138	0.7172	0.9190	0.6628	0.8988	0.5168	0.8495	0.7004	0.9138
10625	0.8099	0.6320	77.1406	0.0008	0.0991	0.8719	4.6682	0.7198	0.7369	0.7158	0.6997	0.7574	0.7765	79.6549	0.0021	0.0023	0.0000	20.0867	-0.6333	-0.6861	-0.6729	-0.5584	-0.0491	-0.5245	0.6849	0.8991	0.7072	0.9082	0.7028	0.9160	0.6583	0.8948	0.5394	0.8592	0.6809	0.9094
11050	0.8134	0.6472	77.1331	0.0007	0.0958	0.8753	4.6213	0.7323	0.7481	0.7235	0.7096	0.7687	0.7767	79.6463	0.0021	0.0023	0.0000	19.8216	-0.6162	-0.6777	-0.6716	-0.5373	-0.0743	-0.5264	0.6758	0.8979	0.7045	0.9075	0.6937	0.9138	0.6448	0.8947	0.5464	0.8636	0.6860	0.9101
11475	0.8114	0.6344	77.1426	0.0007	0.0986	0.8736	4.8500	0.7170	0.7329	0.7234	0.6966	0.7650	0.7803	79.6601	0.0021	0.0022	0.0000	20.0131	-0.6117	-0.6756	-0.6683	-0.5446	-0.0689	-0.5221	0.6870	0.9015	0.7083	0.9109	0.6924	0.9157	0.6465	0.8959	0.5510	0.8660	0.6950	0.9134
11900	0.8116	0.6380	77.1254	0.0007	0.0937	0.8724	4.2111	0.7179	0.7327	0.7226	0.7002	0.7592	0.7624	79.6398	0.0022	0.0024	0.0000	18.4425	-0.6352	-0.6963	-0.6898	-0.5694	-0.1149	-0.5464	0.6878	0.8993	0.7112	0.9077	0.6999	0.9134	0.6576	0.8954	0.5401	0.8650	0.6741	0.9086
12325	0.8082	0.6332	77.1240	0.0007	0.0945	0.8707	4.2321	0.7200	0.7346	0.7220	0.6974	0.7713	0.7745	79.6402	0.0022	0.0024	0.0000	18.9667	-0.6261	-0.6841	-0.6807	-0.5586	-0.1039	-0.5577	0.6886	0.8989	0.7158	0.9086	0.7152	0.9172	0.6617	0.8959	0.5525	0.8711	0.6937	0.9118
12750	0.8136	0.6465	77.1187	0.0007	0.0929	0.8713	4.0912	0.7192	0.7330	0.7214	0.7007	0.7697	0.7630	79.6383	0.0022	0.0024	0.0000	18.5141	-0.6473	-0.7027	-0.6862	-0.5774	-0.1341	-0.5549	0.6851	0.9014	0.7170	0.9104	0.7127	0.9182	0.6588	0.8979	0.5741	0.8716	0.7058	0.9142
13175	0.8128	0.6351	77.1156	0.0007	0.0913	0.8702	4.1000	0.7148	0.7280	0.7127	0.6936	0.7605	0.7501	79.6377	0.0022	0.0024	0.0000	19.2692	-0.6552	-0.7187	-0.7120	-0.5883	-0.1251	-0.5592	0.7005	0.9029	0.7211	0.9108	0.7150	0.9183	0.6738	0.8990	0.5535	0.8695	0.6934	0.9135
13600	0.8145	0.6460	77.1185	0.0007	0.0901	0.8702	4.2134	0.7180	0.7319	0.7242	0.6963	0.7600	0.7605	79.6382	0.0022	0.0024	0.0000	19.2802	-0.6323	-0.6930	-0.6961	-0.5675	-0.0857	-0.5532	0.6890	0.9025	0.7145	0.9109	0.7179	0.9198	0.6628	0.8987	0.5494	0.8708	0.6983	0.9132
14025	0.8102	0.6347	77.1142	0.0007	0.0947	0.8670	4.1207	0.7054	0.7178	0.7093	0.6856	0.7511	0.7450	79.6296	0.0022	0.0024	0.0000	18.3639	-0.6475	-0.6950	-0.6925	-0.5898	-0.1303	-0.5445	0.6836	0.9002	0.7035	0.9084	0.6968	0.9161	0.6593	0.8968	0.5694	0.8753	0.6843	0.9115
14450	0.8108	0.6490	77.1156	0.0006	0.0921	0.8688	4.1955	0.7031	0.7160	0.7092	0.6832	0.7490	0.7392	79.6429	0.0021	0.0024	0.0000	19.1683	-0.6129	-0.6763	-0.6767	-0.5473	-0.0887	-0.5244	0.6954	0.9050	0.7153	0.9127	0.7120	0.9197	0.6629	0.8997	0.5609	0.8756	0.6960	0.9150
14875	0.8128	0.6352	77.1182	0.0007	0.0882	0.8682	4.2693	0.7071	0.7194	0.7067	0.6878	0.7480	0.7414	79.6352	0.0022	0.0024	0.0000	19.1522	-0.6230	-0.6717	-0.6742	-0.5588	-0.1144	-0.5351	0.6879	0.9015	0.7081	0.9097	0.7051	0.9179	0.6541	0.8975	0.5638	0.8737	0.6813	0.9119
15300	0.8134	0.6351	77.1184	0.0007	0.0941	0.8682	4.2384	0.7048	0.7165	0.7053	0.6837	0.7482	0.7365	79.6278	0.0022	0.0025	0.0000	18.7147	-0.6383	-0.6874	-0.6872	-0.5759	-0.1362	-0.5515	0.6775	0.8995	0.6994	0.9079	0.6991	0.9158	0.6387	0.8947	0.5593	0.8716	0.6863	0.9101
15725	0.8153	0.6476	77.1139	0.0007	0.0925	0.8685	4.1673	0.7019	0.7139	0.7008	0.6828	0.7415	0.7340	79.6282	0.0022	0.0025	0.0000	18.7722	-0.6376	-0.6878	-0.6865	-0.5693	-0.1462	-0.5612	0.6750	0.8997	0.6989	0.9080	0.6986	0.9154	0.6361	0.8946	0.5614	0.8744	0.6810	0.9099
