batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0295	0.0036	77.9410	0.0003	0.0276	0.8551	127.6813	0.1519	0.1098	0.1040	0.0872	-0.0383	-0.0490	79.9787	0.0001	0.0001	0.0000	127.7147	-0.5019	-0.6294	-0.6453	-0.4397	0.6622	0.6485	0.2841	0.6025	0.2342	0.5497	0.2299	0.5426	0.2258	0.5193	0.2020	0.4884	0.2005	0.4804
850	0.1554	0.0997	77.8656	0.0012	0.1061	0.8787	80.3693	0.3042	0.2616	0.1915	0.2146	-0.1819	-0.0660	79.9295	0.0005	0.0005	0.0000	89.9113	-0.4129	-0.5144	-0.4449	-0.1900	0.1405	-0.0418	0.3066	0.6624	0.3163	0.6850	0.2986	0.6663	0.2574	0.5789	0.1730	0.4112	0.1996	0.4908
1275	0.5074	0.3845	77.6063	0.0022	0.2074	0.8815	37.6085	0.6050	0.5734	0.4431	0.5639	0.0800	0.3582	79.8237	0.0012	0.0012	0.0000	61.3236	-0.4945	-0.5907	-0.5743	-0.3371	0.2391	-0.2429	0.5171	0.8148	0.5670	0.8496	0.5680	0.8539	0.4823	0.8041	0.2535	0.5804	0.4998	0.8103
1700	0.6602	0.5224	77.4407	0.0019	0.2031	0.8830	20.6455	0.6801	0.6930	0.5868	0.6578	0.4163	0.5710	79.7776	0.0015	0.0015	0.0000	48.0706	-0.5458	-0.6044	-0.5851	-0.4676	0.2968	-0.2650	0.5955	0.8568	0.6314	0.8830	0.6410	0.8923	0.5502	0.8456	0.3178	0.6759	0.6023	0.8727
2125	0.7162	0.5669	77.3566	0.0015	0.1698	0.8818	15.9420	0.7181	0.7378	0.6579	0.7001	0.5583	0.6796	79.7655	0.0015	0.0015	0.0000	44.7631	-0.5705	-0.6071	-0.5933	-0.4817	0.3173	-0.2776	0.6519	0.8829	0.6859	0.8987	0.6841	0.9036	0.6064	0.8768	0.3696	0.7386	0.6408	0.8941
2550	0.7364	0.5956	77.3340	0.0015	0.1634	0.8847	15.0239	0.7326	0.7515	0.6881	0.7121	0.6084	0.7105	79.7635	0.0015	0.0016	0.0000	44.4052	-0.5138	-0.5556	-0.5502	-0.4130	0.3126	-0.2195	0.6776	0.8944	0.7070	0.9069	0.7088	0.9104	0.6328	0.8879	0.3722	0.7448	0.6594	0.8958
2975	0.7500	0.6201	77.3413	0.0015	0.1703	0.8852	15.2440	0.7123	0.7244	0.6745	0.6942	0.5540	0.6821	79.7608	0.0016	0.0016	0.0000	42.8306	-0.5465	-0.5976	-0.5792	-0.4576	0.2998	-0.2659	0.6779	0.8940	0.7068	0.9066	0.7099	0.9108	0.6409	0.8858	0.3402	0.7173	0.6433	0.8932
3400	0.7580	0.6097	77.3040	0.0014	0.1602	0.8812	13.6196	0.7242	0.7413	0.6804	0.7064	0.6176	0.7223	79.7318	0.0018	0.0018	0.0000	42.6593	-0.6006	-0.6509	-0.6322	-0.5151	0.2780	-0.3129	0.6239	0.8790	0.6660	0.8967	0.6871	0.9069	0.5807	0.8699	0.3751	0.7454	0.6259	0.8898
3825	0.7611	0.6207	77.2892	0.0013	0.1472	0.8824	13.0565	0.7353	0.7557	0.6904	0.7170	0.6544	0.7306	79.7262	0.0018	0.0018	0.0000	40.9032	-0.6044	-0.6588	-0.6569	-0.5286	0.1975	-0.3419	0.6520	0.8822	0.6885	0.8990	0.7025	0.9068	0.6147	0.8742	0.4306	0.7737	0.6759	0.8962
4250	0.7668	0.6193	77.2526	0.0011	0.1366	0.8815	11.3912	0.7368	0.7516	0.6939	0.7194	0.6776	0.7479	79.7263	0.0017	0.0018	0.0000	40.5272	-0.6005	-0.6548	-0.6509	-0.5128	0.2292	-0.3406	0.6803	0.8948	0.7230	0.9084	0.7317	0.9144	0.6391	0.8888	0.4486	0.7993	0.6974	0.9071
4675	0.7741	0.6300	77.2791	0.0013	0.1462	0.8832	12.7020	0.7300	0.7497	0.7136	0.7164	0.6455	0.7469	79.7234	0.0018	0.0018	0.0000	40.7278	-0.6048	-0.6682	-0.6662	-0.5215	0.1793	-0.4040	0.6718	0.8896	0.7101	0.9018	0.7288	0.9103	0.6318	0.8845	0.3628	0.7412	0.6569	0.8919
5100	0.7841	0.6337	77.2498	0.0012	0.1372	0.8810	10.8307	0.7335	0.7492	0.7090	0.7199	0.6760	0.7428	79.7097	0.0018	0.0019	0.0000	37.2974	-0.6021	-0.6634	-0.6566	-0.5413	0.1866	-0.3470	0.6507	0.8837	0.6886	0.8987	0.7085	0.9083	0.6243	0.8786	0.4600	0.8079	0.6878	0.9036
5525	0.7724	0.6126	77.3095	0.0014	0.1509	0.8832	15.2188	0.7210	0.7382	0.7025	0.7053	0.6133	0.7379	79.7569	0.0016	0.0016	0.0000	44.6442	-0.5569	-0.6053	-0.6026	-0.4767	0.3124	-0.2834	0.6814	0.8958	0.7018	0.9049	0.7099	0.9100	0.6525	0.8890	0.3573	0.7387	0.6429	0.8930
5950	0.7926	0.6399	77.2362	0.0011	0.1311	0.8824	11.5852	0.7517	0.7696	0.7400	0.7343	0.7222	0.7744	79.7245	0.0017	0.0018	0.0000	40.3054	-0.5870	-0.6344	-0.6090	-0.5022	0.1952	-0.3102	0.7068	0.9069	0.7408	0.9177	0.7516	0.9232	0.6633	0.8997	0.4731	0.8116	0.7245	0.9137
6375	0.7972	0.6331	77.2121	0.0011	0.1300	0.8818	9.5134	0.7368	0.7561	0.7345	0.7150	0.7209	0.7644	79.7041	0.0019	0.0020	0.0000	38.6008	-0.6139	-0.6577	-0.6457	-0.5401	0.1594	-0.3635	0.7030	0.9028	0.7443	0.9149	0.7583	0.9226	0.6597	0.8967	0.4761	0.8237	0.7081	0.9124
6800	0.7946	0.6561	77.1851	0.0009	0.1122	0.8801	8.7531	0.7463	0.7650	0.7385	0.7238	0.7536	0.7828	79.7050	0.0018	0.0019	0.0000	37.7026	-0.6097	-0.6828	-0.6804	-0.5266	0.1204	-0.4162	0.7044	0.9074	0.7402	0.9185	0.7491	0.9241	0.6716	0.9021	0.4799	0.8331	0.7286	0.9156
7225	0.7946	0.6454	77.1996	0.0010	0.1186	0.8827	9.3068	0.7491	0.7631	0.7293	0.7323	0.7498	0.7920	79.7078	0.0018	0.0019	0.0000	38.2359	-0.6092	-0.6675	-0.6591	-0.5036	0.1355	-0.3818	0.7196	0.9054	0.7496	0.9153	0.7566	0.9199	0.6959	0.9014	0.4942	0.8279	0.7265	0.9138
7650	0.7989	0.6364	77.1890	0.0009	0.1108	0.8795	7.8384	0.7471	0.7621	0.7422	0.7249	0.7539	0.7904	79.7054	0.0018	0.0019	0.0000	33.5665	-0.5959	-0.6440	-0.6275	-0.5215	0.1522	-0.3712	0.7153	0.9056	0.7521	0.9176	0.7628	0.9243	0.6685	0.8999	0.5092	0.8368	0.7359	0.9174
8075	0.8028	0.6376	77.1823	0.0009	0.1084	0.8801	7.9449	0.7528	0.7681	0.7444	0.7355	0.7766	0.7987	79.7069	0.0018	0.0019	0.0000	35.9385	-0.6113	-0.6623	-0.6643	-0.5404	0.1436	-0.3984	0.7270	0.9072	0.7527	0.9170	0.7546	0.9225	0.6961	0.9037	0.4757	0.8289	0.6854	0.9116
8500	0.8071	0.6485	77.1563	0.0008	0.0948	0.8770	6.5912	0.7524	0.7670	0.7550	0.7363	0.7717	0.7895	79.6854	0.0019	0.0021	0.0000	30.8851	-0.6231	-0.6871	-0.6898	-0.5312	0.0480	-0.4339	0.7037	0.9060	0.7410	0.9170	0.7476	0.9233	0.6634	0.9028	0.5353	0.8536	0.7269	0.9161
8925	0.7994	0.6376	77.1896	0.0009	0.1123	0.8773	7.6216	0.7276	0.7423	0.7335	0.7099	0.7556	0.7828	79.7004	0.0019	0.0020	0.0000	29.3558	-0.5833	-0.6420	-0.6291	-0.5116	0.1365	-0.3996	0.6847	0.9037	0.7080	0.9124	0.7078	0.9149	0.6553	0.8980	0.5199	0.8422	0.6924	0.9088
9350	0.8068	0.6540	77.1597	0.0008	0.1048	0.8761	6.0636	0.7452	0.7589	0.7381	0.7290	0.7586	0.7792	79.6655	0.0021	0.0022	0.0000	25.8972	-0.6243	-0.6954	-0.6904	-0.5407	-0.0139	-0.4904	0.6713	0.8969	0.6982	0.9071	0.6977	0.9118	0.6481	0.8936	0.5421	0.8537	0.6974	0.9077
9775	0.8097	0.6441	77.1495	0.0008	0.0995	0.8744	5.6023	0.7318	0.7469	0.7391	0.7099	0.7648	0.7770	79.6830	0.0019	0.0021	0.0000	24.9546	-0.5813	-0.6546	-0.6548	-0.5152	0.0561	-0.4720	0.6947	0.9048	0.7251	0.9143	0.7267	0.9184	0.6619	0.8999	0.5434	0.8609	0.7155	0.9146
10200	0.8043	0.6405	77.1592	0.0008	0.1021	0.8719	5.5491	0.7225	0.7395	0.7278	0.7031	0.7657	0.7878	79.6844	0.0019	0.0021	0.0000	24.0554	-0.5924	-0.6459	-0.6408	-0.5276	0.0570	-0.4594	0.7346	0.9094	0.7631	0.9193	0.7604	0.9247	0.6914	0.9058	0.5586	0.8567	0.7520	0.9211
10625	0.8136	0.6503	77.1296	0.0007	0.0939	0.8736	4.7369	0.7316	0.7469	0.7345	0.7127	0.7751	0.7820	79.6540	0.0021	0.0023	0.0000	21.8790	-0.6351	-0.7090	-0.7104	-0.5601	-0.0549	-0.5444	0.6876	0.9015	0.7199	0.9117	0.7216	0.9181	0.6585	0.8979	0.5686	0.8725	0.7190	0.9175
11050	0.8102	0.6476	77.1258	0.0007	0.0905	0.8707	4.2830	0.7441	0.7576	0.7498	0.7271	0.7784	0.7803	79.6470	0.0021	0.0023	0.0000	19.4385	-0.6577	-0.7149	-0.7030	-0.5902	-0.0938	-0.5469	0.6864	0.8998	0.7180	0.9097	0.7153	0.9166	0.6526	0.8962	0.5691	0.8708	0.7117	0.9150
11475	0.8131	0.6414	77.1282	0.0007	0.0947	0.8702	4.6602	0.7303	0.7441	0.7301	0.7130	0.7763	0.7785	79.6512	0.0021	0.0023	0.0000	21.2732	-0.6398	-0.7008	-0.7026	-0.5677	-0.0645	-0.5377	0.6908	0.9000	0.7192	0.9097	0.7171	0.9164	0.6669	0.8962	0.5558	0.8713	0.7019	0.9127
11900	0.8193	0.6496	77.1213	0.0007	0.0881	0.8702	4.4574	0.7350	0.7482	0.7340	0.7172	0.7789	0.7798	79.6548	0.0021	0.0023	0.0000	20.3931	-0.6259	-0.6915	-0.6863	-0.5708	-0.0746	-0.5470	0.7087	0.9081	0.7252	0.9158	0.7169	0.9207	0.6738	0.9046	0.5956	0.8841	0.7228	0.9202
12325	0.8196	0.6493	77.1164	0.0007	0.0892	0.8705	4.3000	0.7222	0.7361	0.7274	0.7038	0.7705	0.7608	79.6401	0.0022	0.0024	0.0000	19.8690	-0.6476	-0.7084	-0.7069	-0.5866	-0.0779	-0.5678	0.7037	0.9040	0.7236	0.9125	0.7231	0.9191	0.6645	0.8994	0.6057	0.8829	0.7267	0.9184
12750	0.8145	0.6420	77.1099	0.0007	0.0884	0.8668	3.9665	0.7188	0.7321	0.7201	0.6996	0.7649	0.7524	79.6293	0.0022	0.0024	0.0000	18.3679	-0.6321	-0.6944	-0.7123	-0.5759	-0.1498	-0.5770	0.6813	0.9022	0.7115	0.9102	0.7112	0.9177	0.6524	0.8988	0.6020	0.8835	0.7133	0.9157
13175	0.8125	0.6416	77.1125	0.0007	0.0871	0.8693	4.1207	0.7116	0.7253	0.7143	0.6929	0.7643	0.7479	79.6349	0.0022	0.0024	0.0000	18.9688	-0.6605	-0.7224	-0.7241	-0.6010	-0.1259	-0.5657	0.6873	0.9006	0.7114	0.9093	0.7157	0.9173	0.6434	0.8970	0.6100	0.8819	0.7252	0.9165
13600	0.8153	0.6411	77.1149	0.0007	0.0880	0.8682	4.1651	0.7079	0.7208	0.7105	0.6886	0.7588	0.7482	79.6372	0.0022	0.0024	0.0000	19.2056	-0.6580	-0.7131	-0.7150	-0.5980	-0.1494	-0.5951	0.6899	0.9031	0.7134	0.9114	0.7142	0.9183	0.6635	0.9001	0.5858	0.8828	0.6969	0.9147
14025	0.8173	0.6456	77.1150	0.0007	0.0890	0.8702	4.1625	0.7102	0.7210	0.7074	0.6907	0.7633	0.7396	79.6367	0.0022	0.0024	0.0000	18.9728	-0.6353	-0.6969	-0.7064	-0.5693	-0.1495	-0.5664	0.6814	0.9008	0.7084	0.9097	0.7125	0.9178	0.6542	0.8977	0.5959	0.8829	0.7190	0.9158
14450	0.8168	0.6438	77.1072	0.0007	0.0880	0.8690	4.0145	0.7088	0.7212	0.7049	0.6881	0.7526	0.7397	79.6266	0.0022	0.0025	0.0000	18.6058	-0.6451	-0.7074	-0.7138	-0.5767	-0.1518	-0.5697	0.6815	0.9004	0.7044	0.9082	0.7071	0.9154	0.6574	0.8968	0.6022	0.8812	0.7130	0.9129
14875	0.8173	0.6398	77.1097	0.0007	0.0863	0.8696	4.1003	0.7043	0.7153	0.7014	0.6848	0.7449	0.7287	79.6253	0.0022	0.0025	0.0000	18.5847	-0.6335	-0.6974	-0.7143	-0.5633	-0.1755	-0.5764	0.6792	0.9008	0.7002	0.9088	0.7015	0.9166	0.6484	0.8964	0.5886	0.8817	0.6976	0.9124
15300	0.8196	0.6443	77.1049	0.0007	0.0832	0.8688	3.9770	0.6999	0.7110	0.7000	0.6796	0.7438	0.7267	79.6223	0.0022	0.0025	0.0000	18.3962	-0.6525	-0.7098	-0.7213	-0.5934	-0.1704	-0.5822	0.6817	0.9011	0.7030	0.9087	0.7021	0.9161	0.6634	0.8966	0.6029	0.8862	0.7024	0.9136
15725	0.8176	0.6536	77.1061	0.0007	0.0824	0.8699	4.0264	0.6946	0.7051	0.6956	0.6747	0.7383	0.7250	79.6268	0.0022	0.0025	0.0000	18.7762	-0.6513	-0.7108	-0.7178	-0.5865	-0.1554	-0.5840	0.6867	0.9023	0.7089	0.9095	0.7104	0.9164	0.6569	0.8970	0.5768	0.8815	0.7020	0.9137
16150	0.8187	0.6403	77.1054	0.0006	0.0870	0.8702	4.0384	0.6922	0.7023	0.6929	0.6726	0.7366	0.7211	79.6239	0.0022	0.0025	0.0000	18.7218	-0.6467	-0.7105	-0.7206	-0.5830	-0.1808	-0.5786	0.6844	0.9016	0.7029	0.9086	0.7016	0.9155	0.6544	0.8973	0.6007	0.8837	0.7021	0.9127
16575	0.8202	0.6539	77.1061	0.0007	0.0863	0.8688	4.0472	0.6920	0.7023	0.6951	0.6726	0.7368	0.7205	79.6268	0.0022	0.0025	0.0000	19.1361	-0.6549	-0.7149	-0.7271	-0.5898	-0.1562	-0.5805	0.6864	0.9019	0.7074	0.9089	0.7082	0.9157	0.6665	0.8965	0.5787	0.8790	0.6987	0.9114
17000	0.8165	0.6386	77.1103	0.0007	0.0862	0.8693	4.2111	0.6975	0.7074	0.6960	0.6777	0.7395	0.7221	79.6301	0.0022	0.0024	0.0000	19.3528	-0.6474	-0.7131	-0.7167	-0.5763	-0.1639	-0.5696	0.6784	0.9003	0.6981	0.9075	0.7011	0.9146	0.6517	0.8958	0.5758	0.8779	0.6983	0.9101
17425	0.8182	0.6398	77.1056	0.0007	0.0846	0.8693	4.0804	0.6892	0.6988	0.6901	0.6680	0.7346	0.7164	79.6266	0.0022	0.0025	0.0000	18.9183	-0.6418	-0.7022	-0.7150	-0.5674	-0.1584	-0.5704	0.6866	0.9024	0.7049	0.9090	0.7024	0.9157	0.6602	0.8986	0.5891	0.8824	0.6991	0.9126
17850	0.8182	0.6429	77.1054	0.0007	0.0871	0.8699	4.0906	0.6879	0.6974	0.6889	0.6680	0.7321	0.7118	79.6280	0.0022	0.0025	0.0000	19.1109	-0.6355	-0.7010	-0.7183	-0.5663	-0.1516	-0.5713	0.6877	0.9026	0.7046	0.9093	0.7042	0.9161	0.6644	0.8986	0.5913	0.8831	0.7007	0.9137
18275	0.8182	0.6436	77.1058	0.0007	0.0872	0.8693	4.1102	0.6881	0.6974	0.6888	0.6675	0.7323	0.7126	79.6269	0.0022	0.0025	0.0000	19.3115	-0.6311	-0.6987	-0.7098	-0.5588	-0.1548	-0.5655	0.6828	0.9021	0.7016	0.9087	0.7031	0.9158	0.6606	0.8985	0.5841	0.8819	0.6956	0.9119
18700	0.8176	0.6447	77.1071	0.0007	0.0836	0.8696	4.1847	0.6849	0.6937	0.6848	0.6620	0.7264	0.7089	79.6320	0.0022	0.0024	0.0000	19.7117	-0.6391	-0.7027	-0.7171	-0.5679	-0.1420	-0.5711	0.6862	0.9028	0.7074	0.9099	0.7098	0.9170	0.6575	0.8989	0.5937	0.8845	0.7125	0.9146
19125	0.8176	0.6427	77.1055	0.0006	0.0856	0.8682	4.1099	0.6859	0.6949	0.6838	0.6653	0.7255	0.7063	79.6244	0.0022	0.0025	0.0000	19.1875	-0.6406	-0.7082	-0.7232	-0.5718	-0.1703	-0.5801	0.6852	0.9020	0.7037	0.9088	0.7042	0.9156	0.6710	0.8989	0.5905	0.8843	0.6991	0.9124
19550	0.8176	0.6432	77.1066	0.0006	0.0844	0.8693	4.1673	0.6859	0.6944	0.6848	0.6663	0.7279	0.7081	79.6270	0.0022	0.0025	0.0000	19.2359	-0.6384	-0.6994	-0.7152	-0.5771	-0.1659	-0.5688	0.6889	0.9025	0.7057	0.9091	0.7050	0.9158	0.6705	0.8988	0.5898	0.8832	0.7033	0.9127
19975	0.8176	0.6432	77.1058	0.0006	0.0854	0.8693	4.1878	0.6858	0.6949	0.6865	0.6651	0.7288	0.7074	79.6241	0.0022	0.0025	0.0000	19.3306	-0.6513	-0.7095	-0.7218	-0.5807	-0.1765	-0.5780	0.6849	0.9013	0.7029	0.9080	0.7041	0.9151	0.6721	0.8982	0.5856	0.8821	0.6992	0.9114
20400	0.8185	0.6440	77.1056	0.0006	0.0840	0.8696	4.1673	0.6862	0.6952	0.6854	0.6669	0.7289	0.7060	79.6227	0.0022	0.0025	0.0000	19.1825	-0.6481	-0.7086	-0.7207	-0.5796	-0.1785	-0.5782	0.6844	0.9017	0.7028	0.9083	0.7041	0.9153	0.6634	0.8991	0.5906	0.8840	0.6996	0.9122
20825	0.8187	0.6443	77.1054	0.0006	0.0854	0.8696	4.1813	0.6860	0.6947	0.6850	0.6656	0.7243	0.7045	79.6248	0.0022	0.0025	0.0000	19.3438	-0.6464	-0.7082	-0.7194	-0.5811	-0.1742	-0.5752	0.6847	0.9018	0.7020	0.9083	0.7040	0.9152	0.6623	0.8980	0.5915	0.8840	0.7004	0.9125
21250	0.8176	0.6431	77.1061	0.0007	0.0871	0.8685	4.1898	0.6861	0.6948	0.6864	0.6652	0.7266	0.7070	79.6277	0.0022	0.0025	0.0000	19.4647	-0.6435	-0.7068	-0.7173	-0.5788	-0.1644	-0.5665	0.6861	0.9022	0.7032	0.9085	0.7050	0.9156	0.6583	0.8985	0.5875	0.8822	0.6973	0.9117
21675	0.8176	0.6426	77.1060	0.0007	0.0864	0.8679	4.1852	0.6856	0.6941	0.6865	0.6651	0.7243	0.7070	79.6264	0.0022	0.0025	0.0000	19.4456	-0.6452	-0.7064	-0.7187	-0.5802	-0.1638	-0.5720	0.6864	0.9018	0.7043	0.9083	0.7048	0.9153	0.6534	0.8978	0.5910	0.8838	0.7006	0.9126
22100	0.8182	0.6434	77.1053	0.0006	0.0856	0.8685	4.1838	0.6851	0.6935	0.6857	0.6637	0.7240	0.7048	79.6254	0.0022	0.0025	0.0000	19.5131	-0.6471	-0.7068	-0.7156	-0.5782	-0.1730	-0.5701	0.6881	0.9027	0.7042	0.9088	0.7064	0.9159	0.6729	0.8995	0.5939	0.8849	0.7006	0.9127
22525	0.8182	0.6434	77.1056	0.0007	0.0858	0.8693	4.1739	0.6850	0.6937	0.6870	0.6639	0.7258	0.7060	79.6252	0.0022	0.0025	0.0000	19.4254	-0.6450	-0.7071	-0.7188	-0.5756	-0.1677	-0.5741	0.6867	0.9022	0.7037	0.9084	0.7056	0.9154	0.6705	0.8989	0.5911	0.8842	0.6973	0.9126
22950	0.8179	0.6436	77.1059	0.0006	0.0849	0.8685	4.1989	0.6853	0.6937	0.6848	0.6646	0.7242	0.7039	79.6239	0.0022	0.0025	0.0000	19.5000	-0.6460	-0.7080	-0.7198	-0.5788	-0.1681	-0.5769	0.6836	0.9016	0.7011	0.9079	0.7035	0.9151	0.6559	0.8980	0.5870	0.8833	0.6933	0.9123
