batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.7945	0.6662	6.1379	0.0060	0.1541	0.9713	3.6475	0.1937	-0.2014	-0.4019	0.1937	-0.2014	-0.4019	0.1937	-0.2014	-0.4019	0.1937	-0.2014	-0.4019	6.1646	0.0074	0.2338	0.9571	3.8182	0.0833	-0.1169	-0.3974	0.0833	-0.1169	-0.3974	0.0833	-0.1169	-0.3974	0.0833	-0.1169	-0.3974	0.6549	0.5815	0.6549	0.5815	0.6549	0.5815	0.6549	0.5815
762	0.8246	0.6756	6.1205	0.0049	0.2171	0.9733	3.8829	0.1770	-0.1471	-0.4547	0.1770	-0.1471	-0.4547	0.1770	-0.1471	-0.4547	0.1770	-0.1471	-0.4547	6.1441	0.0061	0.2406	0.9541	4.0019	0.0450	-0.1706	-0.4120	0.0450	-0.1706	-0.4120	0.0450	-0.1706	-0.4120	0.0450	-0.1706	-0.4120	0.6845	0.6015	0.6845	0.6015	0.6845	0.6015	0.6845	0.6015
1143	0.8346	0.6331	6.1396	0.0064	0.2730	0.9801	5.7550	0.2672	-0.0811	-0.3208	0.2672	-0.0811	-0.3208	0.2672	-0.0811	-0.3208	0.2672	-0.0811	-0.3208	6.1590	0.0073	0.2905	0.9654	5.7705	0.1760	-0.0860	-0.2505	0.1760	-0.0860	-0.2505	0.1760	-0.0860	-0.2505	0.1760	-0.0860	-0.2505	0.6285	0.5464	0.6285	0.5464	0.6285	0.5464	0.6285	0.5464
1524	0.8320	0.6288	6.0911	0.0040	0.2499	0.9702	3.8117	0.2338	-0.1187	-0.3908	0.2338	-0.1187	-0.3908	0.2338	-0.1187	-0.3908	0.2338	-0.1187	-0.3908	6.1122	0.0059	0.2935	0.9464	3.8999	0.1107	-0.0850	-0.3556	0.1107	-0.0850	-0.3556	0.1107	-0.0850	-0.3556	0.1107	-0.0850	-0.3556	0.6674	0.5825	0.6674	0.5825	0.6674	0.5825	0.6674	0.5825
1905	0.8293	0.6285	6.1128	0.0039	0.2505	0.9710	4.1127	0.2385	-0.0726	-0.3265	0.2385	-0.0726	-0.3265	0.2385	-0.0726	-0.3265	0.2385	-0.0726	-0.3265	6.1396	0.0056	0.2950	0.9516	4.2425	0.1426	-0.0386	-0.2454	0.1426	-0.0386	-0.2454	0.1426	-0.0386	-0.2454	0.1426	-0.0386	-0.2454	0.6429	0.5677	0.6429	0.5677	0.6429	0.5677	0.6429	0.5677
2286	0.8320	0.6266	6.0859	0.0039	0.2734	0.9668	3.5039	0.2125	-0.1211	-0.4066	0.2125	-0.1211	-0.4066	0.2125	-0.1211	-0.4066	0.2125	-0.1211	-0.4066	6.1066	0.0053	0.2847	0.9443	3.5647	0.0855	-0.2198	-0.3626	0.0855	-0.2198	-0.3626	0.0855	-0.2198	-0.3626	0.0855	-0.2198	-0.3626	0.6990	0.6142	0.6990	0.6142	0.6990	0.6142	0.6990	0.6142
2667	0.8310	0.6271	6.0835	0.0039	0.2620	0.9646	3.7348	0.2566	-0.0473	-0.2865	0.2566	-0.0473	-0.2865	0.2566	-0.0473	-0.2865	0.2566	-0.0473	-0.2865	6.1022	0.0054	0.2846	0.9427	3.7928	0.1414	-0.0387	-0.2748	0.1414	-0.0387	-0.2748	0.1414	-0.0387	-0.2748	0.1414	-0.0387	-0.2748	0.6514	0.5658	0.6514	0.5658	0.6514	0.5658	0.6514	0.5658
3048	0.8444	0.6351	6.0857	0.0043	0.2659	0.9657	3.7263	0.2701	-0.0275	-0.2837	0.2701	-0.0275	-0.2837	0.2701	-0.0275	-0.2837	0.2701	-0.0275	-0.2837	6.1054	0.0058	0.2889	0.9422	3.7392	0.1551	-0.0393	-0.2780	0.1551	-0.0393	-0.2780	0.1551	-0.0393	-0.2780	0.1551	-0.0393	-0.2780	0.6712	0.5937	0.6712	0.5937	0.6712	0.5937	0.6712	0.5937
3429	0.8360	0.6549	6.0820	0.0037	0.3105	0.9668	3.8234	0.2341	-0.0615	-0.3748	0.2341	-0.0615	-0.3748	0.2341	-0.0615	-0.3748	0.2341	-0.0615	-0.3748	6.1004	0.0051	0.2949	0.9472	3.8639	0.1186	-0.0484	-0.3181	0.1186	-0.0484	-0.3181	0.1186	-0.0484	-0.3181	0.1186	-0.0484	-0.3181	0.6710	0.5820	0.6710	0.5820	0.6710	0.5820	0.6710	0.5820
3810	0.8353	0.6295	6.0633	0.0033	0.2955	0.9614	3.3754	0.2691	-0.1508	-0.3239	0.2691	-0.1508	-0.3239	0.2691	-0.1508	-0.3239	0.2691	-0.1508	-0.3239	6.0856	0.0050	0.2966	0.9390	3.4860	0.1440	-0.1107	-0.2966	0.1440	-0.1107	-0.2966	0.1440	-0.1107	-0.2966	0.1440	-0.1107	-0.2966	0.6967	0.6196	0.6967	0.6196	0.6967	0.6196	0.6967	0.6196
