batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0000	0.0000	77.9564	0.0000	0.0011	0.9659	144.0000	0.0331	0.0147	-0.0142	0.0484	0.1462	0.0199	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0370	0.0510	0.2628	-0.0341	0.1829	0.0246	0.2356	0.4898	0.2147	0.4845	0.2333	0.5065	0.2277	0.5217	0.2254	0.5059	0.2234	0.5098
850	0.0111	0.0014	77.9564	0.0001	0.0097	0.9753	144.0000	-0.0402	0.0226	0.0375	-0.0376	-0.0779	0.0550	79.9933	0.0000	0.0000	0.9980	144.0000	0.0023	-0.0082	0.1709	-0.0720	0.1157	0.0372	0.2303	0.5440	0.2151	0.4839	0.1932	0.4401	0.2176	0.5297	0.1815	0.4333	0.2323	0.5270
1275	0.0051	0.0009	77.9564	0.0001	0.0080	0.9648	144.0000	0.0215	-0.0303	-0.0159	-0.0094	-0.0444	0.0135	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0731	-0.0106	0.0263	0.0052	0.0441	-0.0255	0.2434	0.5601	0.2160	0.4891	0.1771	0.3999	0.2100	0.4793	0.2869	0.5923	0.2300	0.5176
1700	0.0068	0.0007	77.9564	0.0001	0.0086	0.9625	144.0000	-0.0068	-0.0174	0.0041	0.0193	-0.0139	0.0062	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0920	-0.0329	-0.0016	-0.0490	0.0788	0.0227	0.2117	0.4574	0.2002	0.4399	0.2545	0.5618	0.2061	0.4658	0.2255	0.5156	0.2479	0.5631
2125	0.0105	0.0031	77.9564	0.0001	0.0088	0.9696	144.0000	0.0147	0.0008	0.0018	-0.0193	0.0284	-0.0113	79.9933	0.0000	0.0000	0.9808	144.0000	-0.0015	-0.0527	-0.0402	-0.0447	0.0533	0.0551	0.2409	0.4979	0.2315	0.5312	0.1856	0.4405	0.1857	0.4165	0.2751	0.6029	0.2714	0.6024
2550	0.0176	0.0025	77.9564	0.0001	0.0076	0.9849	144.0000	-0.0131	0.0642	0.0033	-0.0801	0.0085	-0.0589	79.9933	0.0000	0.0000	0.9960	144.0000	0.0296	-0.0466	0.0105	-0.0845	0.0363	-0.0139	0.1767	0.4156	0.2063	0.4624	0.1746	0.3644	0.2014	0.4622	0.2823	0.6000	0.2586	0.5747
2975	0.0205	0.0066	77.9564	0.0002	0.0119	0.9778	144.0000	0.0170	0.0552	-0.0003	0.0194	0.0127	-0.0403	79.9933	0.0000	0.0000	0.9627	144.0000	-0.0033	0.0348	-0.0476	0.0169	0.0212	-0.1382	0.2155	0.4776	0.2259	0.5130	0.1894	0.4154	0.1990	0.4444	0.2196	0.5117	0.2830	0.5916
3400	0.0210	0.0095	77.9564	0.0001	0.0088	0.9682	144.0000	-0.0282	-0.0292	-0.0010	-0.0667	0.0274	-0.0290	79.9933	0.0000	0.0000	0.9778	144.0000	0.0347	-0.0619	-0.0572	-0.0344	0.0277	-0.0686	0.2010	0.4826	0.2100	0.4766	0.2327	0.5201	0.2164	0.4619	0.1901	0.4393	0.2893	0.5774
3825	0.0193	0.0114	77.9564	0.0001	0.0109	0.9690	144.0000	0.0153	-0.0210	0.0680	0.0290	-0.0252	0.0651	79.9933	0.0000	0.0000	0.9950	144.0000	-0.0111	0.1072	0.0366	0.0104	0.0641	0.0465	0.2029	0.4501	0.1856	0.4020	0.1945	0.4360	0.2189	0.4864	0.2073	0.4832	0.2030	0.4650
4250	0.0065	0.0031	77.9564	0.0001	0.0089	0.9835	144.0000	0.0033	0.0004	-0.0773	0.0329	0.0088	-0.0301	79.9933	0.0000	0.0001	0.9728	144.0000	0.0392	0.0106	-0.0304	-0.0869	0.0269	0.1100	0.2125	0.4838	0.1942	0.4408	0.1948	0.4591	0.1939	0.4231	0.2274	0.5106	0.2516	0.5328
