batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0213	0.0060	77.9563	0.0002	0.0143	0.9497	144.0000	0.0806	0.1077	0.1018	0.1133	79.9933	0.0000	0.0000	0.9133	144.0000	-0.5190	-0.5206	-0.5378	-0.0373	0.2430	0.5301	0.2550	0.5557	0.2508	0.5524	0.2421	0.5347
850	0.1193	0.0618	77.9555	0.0008	0.0473	0.9977	144.0000	0.2685	0.2789	0.2554	0.2375	79.9927	0.0000	0.0000	0.9567	144.0000	-0.5006	-0.6893	-0.5939	-0.2730	0.3082	0.6263	0.3440	0.6776	0.3585	0.7050	0.3052	0.6212
1275	0.3869	0.2997	77.9523	0.0025	0.1967	0.9994	144.0000	0.3893	0.4071	0.3661	0.3772	79.9908	0.0001	0.0001	1.0000	144.0000	-0.7022	-0.7931	-0.6604	-0.5443	0.3577	0.6812	0.4169	0.7269	0.4538	0.7659	0.3529	0.6814
1700	0.5599	0.4351	77.9505	0.0037	0.2899	1.0000	144.0000	0.6001	0.5888	0.5020	0.5863	79.9895	0.0001	0.0001	1.0000	144.0000	-0.7638	-0.8253	-0.6908	-0.6507	0.3668	0.7013	0.4231	0.7413	0.4532	0.7699	0.3594	0.7013
2125	0.5892	0.4725	77.9497	0.0038	0.3219	0.9997	144.0000	0.6269	0.6209	0.5190	0.6123	79.9892	0.0001	0.0001	1.0000	144.0000	-0.7696	-0.8184	-0.7009	-0.6493	0.4321	0.7431	0.4750	0.7750	0.4957	0.7929	0.4255	0.7445
2550	0.6386	0.5155	77.9491	0.0041	0.3612	0.9997	144.0000	0.6474	0.6432	0.5430	0.6338	79.9894	0.0001	0.0001	1.0000	144.0000	-0.7459	-0.8063	-0.6817	-0.6311	0.4992	0.7958	0.5412	0.8262	0.5750	0.8471	0.4810	0.7936
2975	0.6307	0.5045	77.9490	0.0041	0.3579	1.0000	144.0000	0.6408	0.6447	0.5500	0.6279	79.9888	0.0001	0.0001	1.0000	144.0000	-0.7909	-0.8264	-0.6748	-0.7071	0.4435	0.7669	0.4877	0.7969	0.5111	0.8204	0.4261	0.7643
3400	0.6920	0.5557	77.9484	0.0045	0.3987	0.9997	144.0000	0.7138	0.7132	0.6227	0.6952	79.9888	0.0001	0.0001	1.0000	144.0000	-0.7854	-0.8365	-0.7098	-0.6970	0.4926	0.8048	0.5399	0.8276	0.5662	0.8454	0.4707	0.7984
3825	0.6341	0.5211	77.9487	0.0041	0.3908	1.0000	144.0000	0.6129	0.6061	0.5253	0.6037	79.9888	0.0001	0.0001	1.0000	144.0000	-0.7779	-0.8251	-0.7048	-0.6850	0.4756	0.7813	0.5293	0.8120	0.5687	0.8424	0.4486	0.7800
4250	0.6986	0.5563	77.9482	0.0045	0.3880	1.0000	144.0000	0.6956	0.6998	0.6205	0.6822	79.9881	0.0001	0.0001	1.0000	144.0000	-0.7463	-0.7888	-0.7156	-0.6944	0.4434	0.7685	0.4730	0.7869	0.4897	0.8080	0.4559	0.7711
4675	0.7207	0.5958	77.9480	0.0047	0.4182	1.0000	144.0000	0.7310	0.7334	0.6513	0.7152	79.9886	0.0001	0.0001	1.0000	144.0000	-0.8159	-0.8639	-0.7359	-0.7349	0.5294	0.8131	0.5718	0.8371	0.5976	0.8589	0.4878	0.8057
5100	0.7116	0.5744	77.9480	0.0046	0.4089	0.9997	144.0000	0.7099	0.7083	0.6088	0.6951	79.9884	0.0001	0.0001	1.0000	144.0000	-0.7810	-0.8269	-0.7084	-0.7079	0.5003	0.8071	0.5393	0.8289	0.5640	0.8490	0.4730	0.8046
5525	0.6881	0.5597	77.9483	0.0045	0.3772	0.9997	144.0000	0.6834	0.6803	0.6028	0.6710	79.9891	0.0001	0.0001	1.0000	144.0000	-0.7863	-0.8530	-0.7273	-0.6683	0.5309	0.8188	0.5587	0.8383	0.5563	0.8444	0.5046	0.8157
5950	0.7253	0.5950	77.9480	0.0047	0.3985	1.0000	144.0000	0.7390	0.7335	0.6579	0.7236	79.9882	0.0001	0.0001	1.0000	144.0000	-0.8110	-0.8442	-0.6985	-0.7372	0.4653	0.7986	0.4899	0.8135	0.4959	0.8145	0.4551	0.7955
