batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0148	0.0005	77.9357	0.0003	0.0244	0.8565	127.0264	0.0867	0.1218	0.1249	0.0655	-0.1249	-0.1162	79.9735	0.0002	0.0002	0.0000	127.0524	-0.4983	-0.5143	-0.5261	-0.4693	0.0968	0.0550	0.2448	0.5367	0.2509	0.5503	0.2531	0.5549	0.2286	0.5222	0.1782	0.4059	0.1784	0.4048
850	0.0895	0.0500	77.8718	0.0009	0.0628	0.8778	77.3196	0.3049	0.2978	0.2424	0.2322	-0.1316	-0.0364	79.9267	0.0005	0.0005	0.0000	82.0101	-0.4230	-0.6813	-0.6624	-0.2892	0.1122	-0.0963	0.2171	0.5288	0.2327	0.5620	0.2415	0.5787	0.2325	0.5197	0.1851	0.4371	0.1936	0.4581
1275	0.4963	0.3856	77.6417	0.0022	0.2026	0.8798	35.3463	0.6140	0.6032	0.4941	0.5697	0.0650	0.3514	79.8304	0.0011	0.0011	0.0000	54.6522	-0.5230	-0.5897	-0.5631	-0.4184	0.3013	-0.2131	0.4808	0.7917	0.5109	0.8211	0.5033	0.8212	0.4337	0.7759	0.2409	0.5751	0.4565	0.7753
1700	0.6420	0.4963	77.4541	0.0018	0.1883	0.8830	19.8423	0.7151	0.7271	0.6416	0.6780	0.4502	0.6056	79.7882	0.0014	0.0014	0.0000	42.3548	-0.5410	-0.6070	-0.6003	-0.4302	0.3242	-0.2539	0.5985	0.8575	0.6115	0.8719	0.6039	0.8733	0.5472	0.8461	0.3800	0.7259	0.5726	0.8666
2125	0.7026	0.5507	77.3630	0.0015	0.1675	0.8807	14.5724	0.7208	0.7403	0.6505	0.6986	0.5921	0.6714	79.7570	0.0016	0.0016	0.0000	37.0645	-0.5450	-0.6179	-0.6028	-0.4428	0.2737	-0.2996	0.6115	0.8721	0.6251	0.8853	0.6171	0.8857	0.5612	0.8637	0.3910	0.7565	0.5821	0.8759
2550	0.7315	0.5750	77.3314	0.0014	0.1649	0.8798	13.9105	0.7222	0.7450	0.6935	0.7027	0.6082	0.7049	79.7689	0.0015	0.0015	0.0000	41.9335	-0.5229	-0.5618	-0.5519	-0.4332	0.3080	-0.2395	0.6599	0.8917	0.6933	0.9050	0.6990	0.9103	0.6146	0.8844	0.3748	0.7528	0.6456	0.8971
2975	0.7554	0.6088	77.3363	0.0015	0.1676	0.8821	14.3634	0.7110	0.7365	0.7080	0.6914	0.6003	0.7262	79.7606	0.0016	0.0016	0.0000	40.2097	-0.5458	-0.6256	-0.6302	-0.4559	0.2818	-0.3142	0.6601	0.8912	0.6831	0.9011	0.6783	0.9031	0.6229	0.8830	0.3457	0.7139	0.6087	0.8818
3400	0.7511	0.5973	77.3303	0.0014	0.1657	0.8827	14.3795	0.7367	0.7612	0.7125	0.7107	0.6322	0.7339	79.7652	0.0015	0.0016	0.0000	42.7097	-0.5175	-0.5525	-0.5461	-0.4402	0.3294	-0.2225	0.6855	0.8981	0.7141	0.9108	0.7151	0.9152	0.6437	0.8905	0.3573	0.7373	0.6549	0.8985
3825	0.7653	0.5956	77.2637	0.0012	0.1383	0.8784	10.8068	0.7266	0.7463	0.7117	0.7157	0.6902	0.7558	79.7343	0.0017	0.0018	0.0000	34.6230	-0.5644	-0.6281	-0.6206	-0.4883	0.2456	-0.3268	0.6706	0.8985	0.6828	0.9062	0.6811	0.9086	0.6463	0.8945	0.4545	0.8058	0.6452	0.9001
4250	0.7753	0.6291	77.3050	0.0014	0.1558	0.8841	13.8986	0.7150	0.7383	0.7089	0.6953	0.6485	0.7451	79.7587	0.0016	0.0016	0.0000	41.4637	-0.5081	-0.5649	-0.5575	-0.4096	0.2671	-0.3020	0.6878	0.9028	0.7038	0.9105	0.7032	0.9136	0.6567	0.8970	0.3729	0.7530	0.6573	0.8964
