batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.3236	0.2384	77.9554	0.0000	0.0005	0.9793	27108.4298	0.2421	0.2421	0.2421	0.2421	79.9948	0.0000	0.0000	0.9254	27088.2097	-0.1272	-0.1272	-0.1272	-0.1272	0.2696	0.6048	0.2696	0.6048	0.2696	0.6048	0.2696	0.6048
850	0.6699	0.5242	77.2849	0.0000	0.0008	0.8960	1934.9466	0.6507	0.6507	0.6507	0.6507	79.5749	0.0000	0.0000	0.3206	8067.3095	-0.9009	-0.9009	-0.9009	-0.9009	0.5166	0.8162	0.5166	0.8162	0.5166	0.8162	0.5166	0.8162
1275	0.7520	0.5929	77.1033	0.0000	0.0006	0.8418	112.4895	0.8089	0.8089	0.8089	0.8089	79.4107	0.0000	0.0000	0.0202	428.3821	-0.8880	-0.8880	-0.8880	-0.8880	0.5575	0.8396	0.5575	0.8396	0.5575	0.8396	0.5575	0.8396
1700	0.7636	0.6246	77.0691	0.0000	0.0006	0.8315	20.2395	0.8288	0.8288	0.8288	0.8288	79.3659	0.0000	0.0000	0.0020	76.7117	-0.8883	-0.8883	-0.8883	-0.8883	0.5826	0.8548	0.5826	0.8548	0.5826	0.8548	0.5826	0.8548
2125	0.7710	0.6076	77.0563	0.0000	0.0006	0.8338	22.2872	0.8489	0.8489	0.8489	0.8489	79.3527	0.0000	0.0000	0.0040	129.2349	-0.8865	-0.8865	-0.8865	-0.8865	0.5840	0.8630	0.5840	0.8630	0.5840	0.8630	0.5840	0.8630
2550	0.7665	0.6149	77.0519	0.0000	0.0006	0.8244	10.9957	0.8347	0.8347	0.8347	0.8347	79.3471	0.0000	0.0000	0.0071	86.5010	-0.8826	-0.8826	-0.8826	-0.8826	0.6006	0.8656	0.6006	0.8656	0.6006	0.8656	0.6006	0.8656
2975	0.7847	0.6278	77.0371	0.0000	0.0006	0.8259	4.1702	0.8451	0.8451	0.8451	0.8451	79.3296	0.0000	0.0000	0.0000	4.9698	-0.8902	-0.8902	-0.8902	-0.8902	0.6203	0.8749	0.6203	0.8749	0.6203	0.8749	0.6203	0.8749
3400	0.7753	0.6171	77.0379	0.0000	0.0006	0.8256	6.3335	0.8361	0.8361	0.8361	0.8361	79.3027	0.0000	0.0000	0.0000	5.2984	-0.8852	-0.8852	-0.8852	-0.8852	0.5613	0.8515	0.5613	0.8515	0.5613	0.8515	0.5613	0.8515
3825	0.7849	0.6192	77.0371	0.0000	0.0006	0.8273	3.6332	0.8642	0.8642	0.8642	0.8642	79.3203	0.0000	0.0000	0.0010	15.8931	-0.8946	-0.8946	-0.8946	-0.8946	0.6061	0.8738	0.6061	0.8738	0.6061	0.8738	0.6061	0.8738
4250	0.7776	0.6234	77.0359	0.0000	0.0006	0.8199	6.1679	0.8415	0.8415	0.8415	0.8415	79.3116	0.0000	0.0000	0.0000	9.0877	-0.8867	-0.8867	-0.8867	-0.8867	0.5916	0.8684	0.5916	0.8684	0.5916	0.8684	0.5916	0.8684
4675	0.7741	0.6266	77.0353	0.0000	0.0006	0.8199	1.6594	0.8498	0.8498	0.8498	0.8498	79.3040	0.0000	0.0000	0.0000	13.1653	-0.9000	-0.9000	-0.9000	-0.9000	0.5747	0.8591	0.5747	0.8591	0.5747	0.8591	0.5747	0.8591
5100	0.7875	0.6243	77.0251	0.0000	0.0006	0.8247	3.6037	0.8618	0.8618	0.8618	0.8618	79.2870	0.0000	0.0000	0.0040	51.2984	-0.8930	-0.8930	-0.8930	-0.8930	0.6084	0.8733	0.6084	0.8733	0.6084	0.8733	0.6084	0.8733
5525	0.7815	0.6287	77.0296	0.0000	0.0005	0.8210	5.5014	0.8600	0.8600	0.8600	0.8600	79.3190	0.0000	0.0000	0.0030	55.1351	-0.8936	-0.8936	-0.8936	-0.8936	0.6281	0.8772	0.6281	0.8772	0.6281	0.8772	0.6281	0.8772
5950	0.7812	0.6381	77.0267	0.0000	0.0006	0.8187	2.7466	0.8439	0.8439	0.8439	0.8439	79.2886	0.0000	0.0000	0.0010	13.3982	-0.8870	-0.8870	-0.8870	-0.8870	0.6045	0.8640	0.6045	0.8640	0.6045	0.8640	0.6045	0.8640
6375	0.7884	0.6381	77.0216	0.0000	0.0006	0.8224	1.5193	0.8596	0.8596	0.8596	0.8596	79.2780	0.0000	0.0000	0.0010	27.4536	-0.8982	-0.8982	-0.8982	-0.8982	0.6021	0.8712	0.6021	0.8712	0.6021	0.8712	0.6021	0.8712
6800	0.7884	0.6426	77.0225	0.0000	0.0006	0.8207	3.4622	0.8612	0.8612	0.8612	0.8612	79.2718	0.0000	0.0000	0.0010	16.5938	-0.8954	-0.8954	-0.8954	-0.8954	0.5927	0.8696	0.5927	0.8696	0.5927	0.8696	0.5927	0.8696
7225	0.7895	0.6300	77.0188	0.0000	0.0006	0.8213	2.8960	0.8656	0.8656	0.8656	0.8656	79.2744	0.0000	0.0000	0.0000	4.0081	-0.8911	-0.8911	-0.8911	-0.8911	0.6034	0.8748	0.6034	0.8748	0.6034	0.8748	0.6034	0.8748
7650	0.7903	0.6254	77.0187	0.0000	0.0006	0.8210	5.8429	0.8675	0.8675	0.8675	0.8675	79.2742	0.0000	0.0000	0.0000	8.7802	-0.8877	-0.8877	-0.8877	-0.8877	0.6078	0.8762	0.6078	0.8762	0.6078	0.8762	0.6078	0.8762
8075	0.7912	0.6302	77.0183	0.0000	0.0006	0.8216	5.7705	0.8679	0.8679	0.8679	0.8679	79.2722	0.0000	0.0000	0.0000	10.1169	-0.8914	-0.8914	-0.8914	-0.8914	0.6053	0.8763	0.6053	0.8763	0.6053	0.8763	0.6053	0.8763
