batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.7775	0.6477	6.1540	0.0042	0.1439	0.9723	3.5747	0.1792	-0.2259	-0.4172	0.1792	-0.2259	-0.4172	0.1792	-0.2259	-0.4172	0.1792	-0.2259	-0.4172	6.1841	0.0049	0.2080	0.9567	3.8400	0.0614	-0.1379	-0.3713	0.0614	-0.1379	-0.3713	0.0614	-0.1379	-0.3713	0.0614	-0.1379	-0.3713	0.6701	0.6001	0.6701	0.6001	0.6701	0.6001	0.6701	0.6001
762	0.8339	0.6797	6.1266	0.0048	0.2264	0.9797	3.9317	0.1933	-0.1791	-0.4527	0.1933	-0.1791	-0.4527	0.1933	-0.1791	-0.4527	0.1933	-0.1791	-0.4527	6.1541	0.0061	0.2732	0.9647	4.0438	0.0681	-0.1534	-0.3987	0.0681	-0.1534	-0.3987	0.0681	-0.1534	-0.3987	0.0681	-0.1534	-0.3987	0.6690	0.6025	0.6690	0.6025	0.6690	0.6025	0.6690	0.6025
1143	0.8336	0.6689	6.0958	0.0043	0.2734	0.9691	4.1135	0.2423	-0.0375	-0.3700	0.2423	-0.0375	-0.3700	0.2423	-0.0375	-0.3700	0.2423	-0.0375	-0.3700	6.1124	0.0052	0.2515	0.9486	4.1588	0.1291	-0.0720	-0.3000	0.1291	-0.0720	-0.3000	0.1291	-0.0720	-0.3000	0.1291	-0.0720	-0.3000	0.6337	0.5424	0.6337	0.5424	0.6337	0.5424	0.6337	0.5424
1524	0.8396	0.6423	6.0995	0.0039	0.2524	0.9790	4.1521	0.2232	-0.0410	-0.3608	0.2232	-0.0410	-0.3608	0.2232	-0.0410	-0.3608	0.2232	-0.0410	-0.3608	6.1155	0.0054	0.3034	0.9645	4.1807	0.0972	-0.0743	-0.3299	0.0972	-0.0743	-0.3299	0.0972	-0.0743	-0.3299	0.0972	-0.0743	-0.3299	0.6483	0.5619	0.6483	0.5619	0.6483	0.5619	0.6483	0.5619
1905	0.8390	0.6369	6.1066	0.0037	0.2245	0.9727	4.0073	0.2194	-0.0707	-0.4139	0.2194	-0.0707	-0.4139	0.2194	-0.0707	-0.4139	0.2194	-0.0707	-0.4139	6.1247	0.0049	0.2719	0.9544	4.0687	0.0968	-0.0704	-0.3606	0.0968	-0.0704	-0.3606	0.0968	-0.0704	-0.3606	0.0968	-0.0704	-0.3606	0.6449	0.5660	0.6449	0.5660	0.6449	0.5660	0.6449	0.5660
2286	0.8456	0.6383	6.0795	0.0036	0.2548	0.9708	3.9984	0.2973	-0.0121	-0.2053	0.2973	-0.0121	-0.2053	0.2973	-0.0121	-0.2053	0.2973	-0.0121	-0.2053	6.0982	0.0051	0.2856	0.9467	4.0899	0.1828	-0.0461	-0.2281	0.1828	-0.0461	-0.2281	0.1828	-0.0461	-0.2281	0.1828	-0.0461	-0.2281	0.6671	0.5687	0.6671	0.5687	0.6671	0.5687	0.6671	0.5687
2667	0.8449	0.6354	6.0905	0.0033	0.2445	0.9734	4.0675	0.2363	-0.0786	-0.3653	0.2363	-0.0786	-0.3653	0.2363	-0.0786	-0.3653	0.2363	-0.0786	-0.3653	6.1114	0.0048	0.2632	0.9501	4.1751	0.1391	-0.0829	-0.2433	0.1391	-0.0829	-0.2433	0.1391	-0.0829	-0.2433	0.1391	-0.0829	-0.2433	0.6405	0.5504	0.6405	0.5504	0.6405	0.5504	0.6405	0.5504
3048	0.8443	0.6374	6.0931	0.0034	0.2985	0.9748	4.3330	0.2595	-0.0423	-0.2683	0.2595	-0.0423	-0.2683	0.2595	-0.0423	-0.2683	0.2595	-0.0423	-0.2683	6.1156	0.0051	0.2836	0.9589	4.4415	0.1674	-0.0455	-0.2276	0.1674	-0.0455	-0.2276	0.1674	-0.0455	-0.2276	0.1674	-0.0455	-0.2276	0.6618	0.5732	0.6618	0.5732	0.6618	0.5732	0.6618	0.5732
3429	0.8532	0.6465	6.0658	0.0030	0.2983	0.9691	3.8556	0.2748	-0.0506	-0.2615	0.2748	-0.0506	-0.2615	0.2748	-0.0506	-0.2615	0.2748	-0.0506	-0.2615	6.0848	0.0047	0.3232	0.9444	3.8757	0.1505	-0.0484	-0.2378	0.1505	-0.0484	-0.2378	0.1505	-0.0484	-0.2378	0.1505	-0.0484	-0.2378	0.6450	0.5542	0.6450	0.5542	0.6450	0.5542	0.6450	0.5542
3810	0.8475	0.6380	6.0692	0.0027	0.2793	0.9706	3.9477	0.2925	-0.0411	-0.2253	0.2925	-0.0411	-0.2253	0.2925	-0.0411	-0.2253	0.2925	-0.0411	-0.2253	6.0881	0.0044	0.3293	0.9497	3.9870	0.1717	-0.0733	-0.2404	0.1717	-0.0733	-0.2404	0.1717	-0.0733	-0.2404	0.1717	-0.0733	-0.2404	0.6957	0.5983	0.6957	0.5983	0.6957	0.5983	0.6957	0.5983
