batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
7225	0.7497	0.5976	77.9474	0.0049	0.4346	1.0000	144.0000	0.7799	0.7765	0.6903	0.7637	79.9882	0.0001	0.0001	1.0000	144.0000	-0.8285	-0.8761	-0.7750	-0.7568	0.5175	0.8277	0.5628	0.8431	0.5784	0.8511	0.5043	0.8262
7650	0.7554	0.6008	77.9471	0.0049	0.4415	1.0000	144.0000	0.7711	0.7652	0.6583	0.7534	79.9878	0.0001	0.0001	1.0000	144.0000	-0.8050	-0.8309	-0.7324	-0.7334	0.5293	0.8367	0.5604	0.8489	0.5809	0.8591	0.5328	0.8372
8075	0.7332	0.5921	77.9474	0.0048	0.4305	0.9997	144.0000	0.7334	0.7262	0.6192	0.7203	79.9878	0.0001	0.0001	1.0000	144.0000	-0.7825	-0.8092	-0.7232	-0.7169	0.4799	0.8141	0.5062	0.8251	0.5119	0.8276	0.4651	0.8097
8500	0.7452	0.5976	77.9471	0.0048	0.4302	1.0000	144.0000	0.7728	0.7696	0.6641	0.7558	79.9878	0.0001	0.0001	1.0000	144.0000	-0.7676	-0.7818	-0.7108	-0.7001	0.5351	0.8320	0.5625	0.8442	0.5683	0.8507	0.5268	0.8323
8925	0.7585	0.6028	77.9469	0.0049	0.4432	0.9997	144.0000	0.7561	0.7500	0.6250	0.7348	79.9877	0.0001	0.0001	1.0000	144.0000	-0.7943	-0.8210	-0.7277	-0.7147	0.5698	0.8436	0.6040	0.8541	0.5976	0.8560	0.5598	0.8416
9350	0.7611	0.6096	77.9469	0.0049	0.4377	0.9997	144.0000	0.7599	0.7559	0.6401	0.7436	79.9875	0.0001	0.0001	1.0000	144.0000	-0.7703	-0.7792	-0.6879	-0.6940	0.5544	0.8365	0.5797	0.8469	0.5827	0.8484	0.5356	0.8351
9775	0.7193	0.5814	77.9472	0.0047	0.4426	1.0000	144.0000	0.7115	0.7094	0.6226	0.6929	79.9870	0.0001	0.0001	1.0000	144.0000	-0.8250	-0.8378	-0.7571	-0.7798	0.4612	0.7877	0.4785	0.7973	0.4857	0.8066	0.4573	0.7860
10200	0.7707	0.6112	77.9467	0.0050	0.4665	0.9997	144.0000	0.7632	0.7566	0.6478	0.7468	79.9872	0.0001	0.0001	1.0000	144.0000	-0.7501	-0.7538	-0.6794	-0.6876	0.5430	0.8366	0.5606	0.8438	0.5610	0.8471	0.5290	0.8346
10625	0.7605	0.6113	77.9468	0.0049	0.4680	1.0000	144.0000	0.7556	0.7521	0.6523	0.7374	79.9873	0.0001	0.0001	1.0000	144.0000	-0.7690	-0.7794	-0.7070	-0.7053	0.5315	0.8324	0.5439	0.8390	0.5348	0.8389	0.5271	0.8308
11050	0.7707	0.6053	77.9466	0.0050	0.4717	1.0000	144.0000	0.7648	0.7603	0.6332	0.7473	79.9872	0.0001	0.0001	1.0000	144.0000	-0.7689	-0.7764	-0.7056	-0.7096	0.5391	0.8443	0.5599	0.8523	0.5590	0.8581	0.5329	0.8441
11475	0.7756	0.6211	77.9466	0.0050	0.4807	0.9997	144.0000	0.7597	0.7537	0.6292	0.7405	79.9871	0.0001	0.0001	1.0000	144.0000	-0.7462	-0.7479	-0.6955	-0.6828	0.5366	0.8375	0.5588	0.8450	0.5602	0.8508	0.5165	0.8341
11900	0.7750	0.6147	77.9466	0.0050	0.4805	0.9997	144.0000	0.7537	0.7492	0.6389	0.7361	79.9871	0.0001	0.0001	1.0000	144.0000	-0.7376	-0.7442	-0.6991	-0.6645	0.5530	0.8449	0.5796	0.8527	0.5837	0.8585	0.5531	0.8445
12325	0.7642	0.6052	77.9467	0.0050	0.4886	1.0000	144.0000	0.7396	0.7341	0.6214	0.7190	79.9872	0.0001	0.0001	1.0000	144.0000	-0.7516	-0.7571	-0.6887	-0.6965	0.5364	0.8413	0.5582	0.8488	0.5605	0.8522	0.5357	0.8390
12750	0.7452	0.6069	77.9470	0.0048	0.4856	1.0000	144.0000	0.7371	0.7323	0.6464	0.7213	79.9875	0.0001	0.0001	1.0000	144.0000	-0.7509	-0.7629	-0.6937	-0.6869	0.5165	0.8263	0.5456	0.8373	0.5513	0.8447	0.4952	0.8233
13175	0.7659	0.6076	77.9467	0.0050	0.4860	0.9997	144.0000	0.7429	0.7389	0.6408	0.7247	79.9874	0.0001	0.0001	1.0000	144.0000	-0.7448	-0.7478	-0.6905	-0.6764	0.5605	0.8516	0.5795	0.8577	0.5817	0.8623	0.5540	0.8492
13600	0.7699	0.5997	77.9467	0.0050	0.4977	0.9997	144.0000	0.7392	0.7332	0.6374	0.7210	79.9873	0.0001	0.0001	1.0000	144.0000	-0.7255	-0.7276	-0.6779	-0.6619	0.5458	0.8497	0.5656	0.8569	0.5692	0.8631	0.5473	0.8498
14025	0.7690	0.6065	77.9468	0.0050	0.4904	0.9997	144.0000	0.7600	0.7542	0.6606	0.7431	79.9874	0.0001	0.0001	1.0000	144.0000	-0.7386	-0.7499	-0.6922	-0.6661	0.5329	0.8460	0.5508	0.8540	0.5567	0.8600	0.5332	0.8446
14450	0.7744	0.6157	77.9466	0.0050	0.4925	0.9997	144.0000	0.7335	0.7262	0.6329	0.7111	79.9871	0.0001	0.0001	1.0000	144.0000	-0.7068	-0.7015	-0.6640	-0.6342	0.5394	0.8490	0.5661	0.8552	0.5770	0.8628	0.5323	0.8449
14875	0.7730	0.6084	77.9467	0.0050	0.4956	0.9997	144.0000	0.7297	0.7212	0.6257	0.7079	79.9872	0.0001	0.0001	1.0000	144.0000	-0.6877	-0.6773	-0.6351	-0.6220	0.5461	0.8494	0.5693	0.8569	0.5832	0.8660	0.5412	0.8471
15300	0.7807	0.6125	77.9467	0.0051	0.4960	0.9997	144.0000	0.7357	0.7277	0.6324	0.7150	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6883	-0.6782	-0.6464	-0.6023	0.5495	0.8535	0.5740	0.8599	0.5810	0.8670	0.5458	0.8511
15725	0.7781	0.6085	77.9467	0.0051	0.4977	0.9997	144.0000	0.7499	0.7424	0.6467	0.7299	79.9873	0.0001	0.0001	1.0000	144.0000	-0.7174	-0.7200	-0.6818	-0.6464	0.5488	0.8521	0.5767	0.8600	0.5848	0.8666	0.5372	0.8501
16150	0.7739	0.6069	77.9467	0.0050	0.4959	0.9997	144.0000	0.7316	0.7233	0.6345	0.7089	79.9874	0.0001	0.0001	1.0000	144.0000	-0.6834	-0.6765	-0.6483	-0.5966	0.5672	0.8563	0.5850	0.8611	0.5917	0.8684	0.5548	0.8524
16575	0.7730	0.6068	77.9467	0.0050	0.4984	0.9997	144.0000	0.7470	0.7386	0.6451	0.7249	79.9873	0.0001	0.0001	1.0000	144.0000	-0.7075	-0.7050	-0.6648	-0.6374	0.5401	0.8511	0.5672	0.8584	0.5811	0.8662	0.5343	0.8485
17000	0.7798	0.6091	77.9467	0.0051	0.5032	0.9997	144.0000	0.7409	0.7320	0.6391	0.7184	79.9873	0.0001	0.0001	1.0000	144.0000	-0.7037	-0.6986	-0.6656	-0.6278	0.5531	0.8507	0.5742	0.8570	0.5828	0.8657	0.5428	0.8482
17425	0.7773	0.6088	77.9467	0.0051	0.5017	0.9997	144.0000	0.7334	0.7241	0.6353	0.7099	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6851	-0.6747	-0.6391	-0.6054	0.5494	0.8529	0.5761	0.8594	0.5873	0.8678	0.5416	0.8496
17850	0.7793	0.6094	77.9467	0.0051	0.4915	0.9997	144.0000	0.7288	0.7203	0.6310	0.7082	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6766	-0.6678	-0.6380	-0.5936	0.5401	0.8508	0.5649	0.8576	0.5754	0.8659	0.5432	0.8492
18275	0.7741	0.6107	77.9467	0.0050	0.5035	0.9997	144.0000	0.7253	0.7165	0.6300	0.7040	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6633	-0.6470	-0.6188	-0.5812	0.5465	0.8536	0.5737	0.8599	0.5818	0.8678	0.5405	0.8509
18700	0.7741	0.6073	77.9467	0.0050	0.5034	0.9997	144.0000	0.7287	0.7183	0.6295	0.7059	79.9874	0.0001	0.0001	1.0000	144.0000	-0.6681	-0.6533	-0.6222	-0.5800	0.5439	0.8524	0.5717	0.8591	0.5841	0.8672	0.5437	0.8506
19125	0.7781	0.6095	77.9467	0.0051	0.5015	0.9997	144.0000	0.7306	0.7215	0.6311	0.7099	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6672	-0.6581	-0.6272	-0.5988	0.5441	0.8515	0.5716	0.8577	0.5811	0.8662	0.5482	0.8498
19550	0.7756	0.6088	77.9467	0.0051	0.5021	0.9997	144.0000	0.7261	0.7156	0.6292	0.7008	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6577	-0.6407	-0.6096	-0.5748	0.5311	0.8497	0.5624	0.8566	0.5761	0.8652	0.5425	0.8473
19975	0.7730	0.6059	77.9467	0.0050	0.4938	0.9997	144.0000	0.7292	0.7195	0.6316	0.7086	79.9874	0.0001	0.0001	1.0000	144.0000	-0.6819	-0.6667	-0.6353	-0.5962	0.5518	0.8549	0.5748	0.8616	0.5861	0.8699	0.5507	0.8534
20400	0.7747	0.6070	77.9467	0.0050	0.4946	0.9997	144.0000	0.7234	0.7128	0.6267	0.7032	79.9874	0.0001	0.0001	1.0000	144.0000	-0.6722	-0.6632	-0.6322	-0.5981	0.5514	0.8538	0.5736	0.8600	0.5811	0.8676	0.5583	0.8526
20825	0.7736	0.6079	77.9467	0.0050	0.4973	0.9997	144.0000	0.7244	0.7139	0.6289	0.7018	79.9874	0.0001	0.0001	1.0000	144.0000	-0.6724	-0.6565	-0.6249	-0.5900	0.5510	0.8541	0.5739	0.8601	0.5852	0.8680	0.5504	0.8513
21250	0.7767	0.6099	77.9467	0.0051	0.5083	0.9997	144.0000	0.7296	0.7195	0.6336	0.7080	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6824	-0.6661	-0.6333	-0.6004	0.5495	0.8551	0.5750	0.8614	0.5866	0.8697	0.5440	0.8526
21675	0.7764	0.6083	77.9467	0.0050	0.5010	0.9997	144.0000	0.7282	0.7178	0.6305	0.7058	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6690	-0.6579	-0.6267	-0.5911	0.5481	0.8525	0.5725	0.8585	0.5831	0.8669	0.5383	0.8500
22100	0.7753	0.6093	77.9467	0.0051	0.4938	0.9997	144.0000	0.7233	0.7131	0.6282	0.6998	79.9874	0.0001	0.0001	1.0000	144.0000	-0.6576	-0.6514	-0.6216	-0.5850	0.5423	0.8535	0.5704	0.8600	0.5831	0.8679	0.5437	0.8510
22525	0.7764	0.6083	77.9467	0.0050	0.5003	0.9997	144.0000	0.7276	0.7177	0.6302	0.7053	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6814	-0.6686	-0.6333	-0.6014	0.5510	0.8538	0.5742	0.8603	0.5859	0.8688	0.5399	0.8509
22950	0.7767	0.6088	77.9467	0.0051	0.5000	0.9997	144.0000	0.7264	0.7159	0.6296	0.7040	79.9873	0.0001	0.0001	1.0000	144.0000	-0.6703	-0.6548	-0.6244	-0.5944	0.5450	0.8535	0.5743	0.8603	0.5853	0.8687	0.5392	0.8516
