batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0139	0.0018	77.9564	0.0001	0.0131	0.9503	144.0000	-0.0157	0.0344	0.0162	-0.0202	79.9933	0.0000	0.0000	0.0050	144.0000	-0.3939	-0.4954	-0.5226	-0.2092	0.2238	0.5293	0.2417	0.5359	0.2300	0.5214	0.2220	0.5092
850	0.0972	0.0589	77.9553	0.0007	0.0453	0.9974	144.0000	0.1769	0.2469	0.2497	0.1420	79.9924	0.0001	0.0001	0.9849	144.0000	-0.6400	-0.7870	-0.7258	-0.5158	0.2272	0.5251	0.2492	0.5831	0.2623	0.6113	0.2492	0.5204
1275	0.4469	0.3381	77.9514	0.0029	0.2267	0.9997	144.0000	0.4563	0.4740	0.4060	0.4426	79.9900	0.0001	0.0001	1.0000	144.0000	-0.7567	-0.8067	-0.6536	-0.6157	0.3469	0.6775	0.3990	0.7282	0.4240	0.7540	0.3501	0.6802
1700	0.5787	0.4698	77.9496	0.0038	0.3110	1.0000	144.0000	0.5652	0.5628	0.4804	0.5484	79.9889	0.0001	0.0001	1.0000	144.0000	-0.7759	-0.8147	-0.6916	-0.6835	0.3778	0.7093	0.4254	0.7442	0.4532	0.7756	0.3653	0.7104
2125	0.6102	0.4903	77.9490	0.0040	0.3457	1.0000	144.0000	0.5894	0.5896	0.5105	0.5716	79.9883	0.0001	0.0001	1.0000	144.0000	-0.8168	-0.8398	-0.7030	-0.7340	0.3882	0.7102	0.4175	0.7379	0.4327	0.7532	0.3869	0.7143
2550	0.6767	0.5319	77.9486	0.0044	0.4014	1.0000	144.0000	0.6971	0.6906	0.6109	0.6814	79.9891	0.0001	0.0001	1.0000	144.0000	-0.7812	-0.8434	-0.7271	-0.6567	0.5057	0.8057	0.5452	0.8303	0.5817	0.8544	0.4946	0.8070
2975	0.6557	0.5269	77.9483	0.0043	0.3738	1.0000	144.0000	0.6615	0.6565	0.5918	0.6500	79.9888	0.0001	0.0001	1.0000	144.0000	-0.7717	-0.8211	-0.6931	-0.6688	0.4658	0.7984	0.5103	0.8226	0.5236	0.8385	0.4596	0.8006
3400	0.6824	0.5491	77.9482	0.0044	0.3759	1.0000	144.0000	0.7068	0.7026	0.6235	0.6964	79.9886	0.0001	0.0001	1.0000	144.0000	-0.8121	-0.8689	-0.7548	-0.7228	0.4695	0.7904	0.5145	0.8135	0.5468	0.8360	0.4528	0.7891
3825	0.6730	0.5526	77.9482	0.0044	0.3721	1.0000	144.0000	0.6853	0.6883	0.6285	0.6741	79.9882	0.0001	0.0001	1.0000	144.0000	-0.8396	-0.8653	-0.7411	-0.7673	0.4586	0.7776	0.5047	0.8017	0.5360	0.8230	0.4330	0.7725
4250	0.7207	0.5784	77.9476	0.0047	0.4068	1.0000	144.0000	0.7433	0.7415	0.6607	0.7224	79.9879	0.0001	0.0001	1.0000	144.0000	-0.8549	-0.8873	-0.7853	-0.7918	0.5015	0.8004	0.5376	0.8183	0.5588	0.8370	0.4848	0.7970
4675	0.7114	0.5800	77.9480	0.0046	0.3920	1.0000	144.0000	0.7414	0.7329	0.6448	0.7254	79.9885	0.0001	0.0001	1.0000	144.0000	-0.8379	-0.8849	-0.7639	-0.7484	0.5123	0.8040	0.5487	0.8243	0.5768	0.8439	0.4985	0.8045
5100	0.6997	0.5683	77.9483	0.0046	0.3952	1.0000	144.0000	0.7148	0.7079	0.6312	0.7006	79.9883	0.0001	0.0001	1.0000	144.0000	-0.8413	-0.8934	-0.7915	-0.7575	0.4477	0.7583	0.4859	0.7785	0.5014	0.7950	0.4456	0.7619
5525	0.6460	0.5204	77.9496	0.0042	0.3388	0.9997	144.0000	0.6712	0.6525	0.5807	0.6481	79.9898	0.0001	0.0001	1.0000	144.0000	-0.7762	-0.8927	-0.7921	-0.6595	0.4865	0.7823	0.5294	0.8069	0.5564	0.8227	0.4561	0.7749
5950	0.7091	0.5757	77.9480	0.0046	0.4141	0.9997	144.0000	0.7316	0.7253	0.6332	0.7158	79.9885	0.0001	0.0001	1.0000	144.0000	-0.8251	-0.8773	-0.7367	-0.7382	0.4793	0.8064	0.5102	0.8239	0.5192	0.8339	0.4600	0.8014
6375	0.7273	0.5859	77.9476	0.0047	0.4132	1.0000	144.0000	0.7641	0.7591	0.6744	0.7468	79.9884	0.0001	0.0001	1.0000	144.0000	-0.8354	-0.8836	-0.7861	-0.7569	0.5417	0.8252	0.5715	0.8398	0.5820	0.8507	0.5193	0.8224
6800	0.7097	0.5681	77.9479	0.0046	0.4061	0.9997	144.0000	0.7167	0.7107	0.6248	0.7005	79.9877	0.0001	0.0001	1.0000	144.0000	-0.8590	-0.8932	-0.7936	-0.7979	0.4235	0.7507	0.4497	0.7674	0.4624	0.7825	0.4163	0.7466
