batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.2733	0.1972	77.9243	0.0000	0.0004	0.9952	26700.3915	0.1309	0.1309	0.1309	0.1309	79.9711	0.0000	0.0000	0.9173	26752.1673	-0.4667	-0.4667	-0.4667	-0.4667	0.2222	0.5311	0.2222	0.5311	0.2222	0.5311	0.2222	0.5311
850	0.7031	0.5518	77.2196	0.0000	0.0008	0.8702	488.2713	0.7232	0.7232	0.7232	0.7232	79.5096	0.0000	0.0000	0.0927	3276.8760	-0.8907	-0.8907	-0.8907	-0.8907	0.5418	0.8178	0.5418	0.8178	0.5418	0.8178	0.5418	0.8178
1275	0.7415	0.5811	77.1206	0.0000	0.0006	0.8455	103.8500	0.8000	0.8000	0.8000	0.8000	79.4232	0.0000	0.0000	0.0121	903.8619	-0.8801	-0.8801	-0.8801	-0.8801	0.5683	0.8397	0.5683	0.8397	0.5683	0.8397	0.5683	0.8397
1700	0.7736	0.6126	77.0744	0.0000	0.0006	0.8366	13.8284	0.8525	0.8525	0.8525	0.8525	79.3660	0.0000	0.0000	0.0000	31.9476	-0.8860	-0.8860	-0.8860	-0.8860	0.5485	0.8471	0.5485	0.8471	0.5485	0.8471	0.5485	0.8471
2125	0.7705	0.6124	77.0667	0.0000	0.0005	0.8344	11.2747	0.8453	0.8453	0.8453	0.8453	79.3565	0.0000	0.0000	0.0000	29.4748	-0.8876	-0.8876	-0.8876	-0.8876	0.5567	0.8512	0.5567	0.8512	0.5567	0.8512	0.5567	0.8512
2550	0.7662	0.6180	77.0536	0.0000	0.0006	0.8230	2.7801	0.8355	0.8355	0.8355	0.8355	79.3441	0.0000	0.0000	0.0000	17.4446	-0.8880	-0.8880	-0.8880	-0.8880	0.5763	0.8528	0.5763	0.8528	0.5763	0.8528	0.5763	0.8528
2975	0.7756	0.6421	77.0546	0.0000	0.0006	0.8270	8.0483	0.8319	0.8319	0.8319	0.8319	79.3321	0.0000	0.0000	0.0010	25.6946	-0.8819	-0.8819	-0.8819	-0.8819	0.5493	0.8451	0.5493	0.8451	0.5493	0.8451	0.5493	0.8451
3400	0.7858	0.6210	77.0413	0.0000	0.0006	0.8261	1.9318	0.8561	0.8561	0.8561	0.8561	79.3324	0.0000	0.0000	0.0000	9.8599	-0.8819	-0.8819	-0.8819	-0.8819	0.5916	0.8656	0.5916	0.8656	0.5916	0.8656	0.5916	0.8656
3825	0.7798	0.6249	77.0347	0.0000	0.0006	0.8267	1.6611	0.8648	0.8648	0.8648	0.8648	79.3035	0.0000	0.0000	0.0010	19.8921	-0.8905	-0.8905	-0.8905	-0.8905	0.5851	0.8607	0.5851	0.8607	0.5851	0.8607	0.5851	0.8607
4250	0.7764	0.6249	77.0410	0.0000	0.0005	0.8216	5.6099	0.8571	0.8571	0.8571	0.8571	79.3190	0.0000	0.0000	0.0000	14.8488	-0.8911	-0.8911	-0.8911	-0.8911	0.5733	0.8558	0.5733	0.8558	0.5733	0.8558	0.5733	0.8558
4675	0.7784	0.6235	77.0301	0.0000	0.0006	0.8179	1.6031	0.8466	0.8466	0.8466	0.8466	79.3024	0.0000	0.0000	0.0000	4.3488	-0.8902	-0.8902	-0.8902	-0.8902	0.5942	0.8597	0.5942	0.8597	0.5942	0.8597	0.5942	0.8597
5100	0.7827	0.6107	77.0282	0.0000	0.0005	0.8179	1.5614	0.8638	0.8638	0.8638	0.8638	79.2919	0.0000	0.0000	0.0000	4.3579	-0.8887	-0.8887	-0.8887	-0.8887	0.5989	0.8632	0.5989	0.8632	0.5989	0.8632	0.5989	0.8632
5525	0.7801	0.6343	77.0262	0.0000	0.0006	0.8207	1.5557	0.8572	0.8572	0.8572	0.8572	79.2702	0.0000	0.0000	0.0000	3.8972	-0.8881	-0.8881	-0.8881	-0.8881	0.5721	0.8550	0.5721	0.8550	0.5721	0.8550	0.5721	0.8550
5950	0.7901	0.6189	77.0242	0.0000	0.0005	0.8230	1.5511	0.8687	0.8687	0.8687	0.8687	79.2858	0.0000	0.0000	0.0000	3.9456	-0.8935	-0.8935	-0.8935	-0.8935	0.5867	0.8672	0.5867	0.8672	0.5867	0.8672	0.5867	0.8672
6375	0.7827	0.6195	77.0259	0.0000	0.0006	0.8227	1.5420	0.8670	0.8670	0.8670	0.8670	79.2902	0.0000	0.0000	0.0000	4.1159	-0.8881	-0.8881	-0.8881	-0.8881	0.6017	0.8693	0.6017	0.8693	0.6017	0.8693	0.6017	0.8693
6800	0.7847	0.6348	77.0198	0.0000	0.0006	0.8199	1.5068	0.8674	0.8674	0.8674	0.8674	79.2855	0.0000	0.0000	0.0000	4.1038	-0.8799	-0.8799	-0.8799	-0.8799	0.6173	0.8760	0.6173	0.8760	0.6173	0.8760	0.6173	0.8760
7225	0.7864	0.6365	77.0201	0.0000	0.0006	0.8219	1.4946	0.8700	0.8700	0.8700	0.8700	79.2865	0.0000	0.0000	0.0000	3.9607	-0.8869	-0.8869	-0.8869	-0.8869	0.6154	0.8756	0.6154	0.8756	0.6154	0.8756	0.6154	0.8756
7650	0.7895	0.6298	77.0190	0.0000	0.0005	0.8205	1.4866	0.8752	0.8752	0.8752	0.8752	79.2848	0.0000	0.0000	0.0000	3.9718	-0.8853	-0.8853	-0.8853	-0.8853	0.6167	0.8776	0.6167	0.8776	0.6167	0.8776	0.6167	0.8776
8075	0.7901	0.6306	77.0195	0.0000	0.0005	0.8210	1.4849	0.8751	0.8751	0.8751	0.8751	79.2839	0.0000	0.0000	0.0000	3.9688	-0.8817	-0.8817	-0.8817	-0.8817	0.6138	0.8777	0.6138	0.8777	0.6138	0.8777	0.6138	0.8777
