batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0162	0.0021	77.9563	0.0001	0.0102	0.9494	144.0000	0.1658	0.1698	0.1700	0.1192	79.9932	0.0000	0.0000	0.0232	144.0000	-0.2157	-0.0632	-0.1185	-0.2083	0.2471	0.5640	0.2461	0.5687	0.2480	0.5674	0.2315	0.5265
850	0.1136	0.0602	77.9551	0.0008	0.0558	0.9955	144.0000	0.2363	0.2527	0.2138	0.2039	79.9925	0.0000	0.0000	0.9940	144.0000	-0.5483	-0.6778	-0.6064	-0.3460	0.3251	0.6418	0.3416	0.6803	0.3423	0.6852	0.3029	0.6243
1275	0.4179	0.3171	77.9518	0.0027	0.2091	0.9997	144.0000	0.4023	0.4060	0.3581	0.3809	79.9906	0.0001	0.0001	1.0000	144.0000	-0.7367	-0.8052	-0.7090	-0.5886	0.4047	0.7110	0.4488	0.7554	0.4617	0.7752	0.3685	0.7002
1700	0.5673	0.4461	77.9499	0.0037	0.3048	1.0000	144.0000	0.5592	0.5526	0.4624	0.5460	79.9897	0.0001	0.0001	1.0000	144.0000	-0.7645	-0.8302	-0.7186	-0.6338	0.4748	0.7675	0.5182	0.7999	0.5292	0.8265	0.4533	0.7686
2125	0.5903	0.4768	77.9491	0.0038	0.3277	0.9997	144.0000	0.5909	0.5919	0.5095	0.5804	79.9886	0.0001	0.0001	1.0000	144.0000	-0.7979	-0.8392	-0.7022	-0.7279	0.4087	0.7310	0.4437	0.7604	0.4438	0.7764	0.3929	0.7325
2550	0.6591	0.5203	77.9487	0.0043	0.3546	0.9994	144.0000	0.6466	0.6437	0.5497	0.6324	79.9886	0.0001	0.0001	1.0000	144.0000	-0.7894	-0.8378	-0.7147	-0.7061	0.4472	0.7501	0.4864	0.7773	0.5029	0.7946	0.4412	0.7527
2975	0.6588	0.5213	77.9485	0.0043	0.3601	0.9997	144.0000	0.6169	0.6145	0.5184	0.6041	79.9883	0.0001	0.0001	1.0000	144.0000	-0.8010	-0.8463	-0.7566	-0.7336	0.4476	0.7406	0.4831	0.7651	0.4882	0.7862	0.4222	0.7413
3400	0.6506	0.5165	77.9488	0.0042	0.3692	0.9997	144.0000	0.6565	0.6516	0.5506	0.6483	79.9884	0.0001	0.0001	1.0000	144.0000	-0.7919	-0.8516	-0.7186	-0.7194	0.4073	0.7398	0.4459	0.7642	0.4585	0.7787	0.4070	0.7418
3825	0.7156	0.5618	77.9480	0.0047	0.3877	1.0000	144.0000	0.7314	0.7270	0.6315	0.7187	79.9887	0.0001	0.0001	1.0000	144.0000	-0.7960	-0.8561	-0.7559	-0.6995	0.5093	0.8161	0.5507	0.8379	0.5593	0.8493	0.4997	0.8170
4250	0.6741	0.5356	77.9483	0.0044	0.3758	1.0000	144.0000	0.6911	0.6873	0.5881	0.6823	79.9879	0.0001	0.0001	1.0000	144.0000	-0.8530	-0.8900	-0.7797	-0.7837	0.4196	0.7285	0.4405	0.7434	0.4446	0.7499	0.4164	0.7299
