batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.2662	0.1833	77.9299	0.0000	0.0004	0.9938	26662.2562	0.2114	0.2114	0.2114	0.2114	79.9779	0.0000	0.0000	0.8962	26706.0171	-0.2574	-0.2574	-0.2574	-0.2574	0.2561	0.5983	0.2561	0.5983	0.2561	0.5983	0.2561	0.5983
850	0.6733	0.5268	77.2399	0.0000	0.0008	0.8562	345.2920	0.6528	0.6528	0.6528	0.6528	79.5146	0.0000	0.0000	0.0917	3643.0978	-0.8849	-0.8849	-0.8849	-0.8849	0.5912	0.8306	0.5912	0.8306	0.5912	0.8306	0.5912	0.8306
1275	0.7599	0.6046	77.1029	0.0000	0.0006	0.8443	79.2278	0.8027	0.8027	0.8027	0.8027	79.4081	0.0000	0.0000	0.0292	929.6179	-0.8831	-0.8831	-0.8831	-0.8831	0.6019	0.8533	0.6019	0.8533	0.6019	0.8533	0.6019	0.8533
1700	0.7648	0.6124	77.0769	0.0000	0.0006	0.8420	20.9955	0.8247	0.8247	0.8247	0.8247	79.3959	0.0000	0.0000	0.0131	314.4698	-0.8822	-0.8822	-0.8822	-0.8822	0.6069	0.8585	0.6069	0.8585	0.6069	0.8585	0.6069	0.8585
2125	0.7787	0.6310	77.0701	0.0000	0.0006	0.8381	16.5787	0.8434	0.8434	0.8434	0.8434	79.3824	0.0000	0.0000	0.0171	282.1663	-0.8779	-0.8779	-0.8779	-0.8779	0.6174	0.8672	0.6174	0.8672	0.6174	0.8672	0.6174	0.8672
2550	0.7710	0.6247	77.0529	0.0000	0.0006	0.8307	3.1591	0.8289	0.8289	0.8289	0.8289	79.3260	0.0000	0.0000	0.0030	45.4153	-0.8884	-0.8884	-0.8884	-0.8884	0.5800	0.8502	0.5800	0.8502	0.5800	0.8502	0.5800	0.8502
2975	0.7824	0.6118	77.0504	0.0000	0.0005	0.8301	2.2486	0.8469	0.8469	0.8469	0.8469	79.3638	0.0000	0.0000	0.0060	108.3075	-0.8855	-0.8855	-0.8855	-0.8855	0.6328	0.8785	0.6328	0.8785	0.6328	0.8785	0.6328	0.8785
3400	0.7722	0.6158	77.0488	0.0000	0.0006	0.8261	1.7898	0.8409	0.8409	0.8409	0.8409	79.3259	0.0000	0.0000	0.0000	5.1018	-0.8907	-0.8907	-0.8907	-0.8907	0.5824	0.8506	0.5824	0.8506	0.5824	0.8506	0.5824	0.8506
3825	0.7832	0.6183	77.0345	0.0000	0.0006	0.8293	1.6736	0.8482	0.8482	0.8482	0.8482	79.3294	0.0000	0.0000	0.0000	34.4506	-0.8898	-0.8898	-0.8898	-0.8898	0.6398	0.8737	0.6398	0.8737	0.6398	0.8737	0.6398	0.8737
4250	0.7776	0.6405	77.0386	0.0000	0.0006	0.8216	1.6960	0.8426	0.8426	0.8426	0.8426	79.3365	0.0000	0.0000	0.0000	12.7026	-0.8854	-0.8854	-0.8854	-0.8854	0.6394	0.8782	0.6394	0.8782	0.6394	0.8782	0.6394	0.8782
