batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0085	0.0002	77.9564	0.0001	0.0024	0.9452	144.0000	0.0244	0.0191	-0.0058	0.1226	0.0492	-0.0159	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0941	-0.0338	0.0544	-0.1531	-0.0928	0.0951	0.2934	0.5096	0.2292	0.5252	0.2470	0.4747	0.2109	0.4830	0.2459	0.5751	0.2182	0.4957
850	0.0165	0.0036	77.9564	0.0001	0.0101	0.9688	144.0000	-0.0919	0.0091	0.0039	0.0283	-0.0134	-0.0061	79.9933	0.0000	0.0000	0.9738	144.0000	-0.0354	-0.1171	0.2035	0.1490	-0.0078	-0.0355	0.2812	0.5772	0.2270	0.5152	0.1965	0.4679	0.2198	0.4951	0.2100	0.5048	0.2176	0.4936
1275	0.0131	0.0042	77.9564	0.0001	0.0130	0.9881	144.0000	-0.0155	-0.0211	0.0132	-0.0478	0.0776	-0.0170	79.9933	0.0000	0.0000	0.9970	144.0000	0.0537	0.0288	-0.0122	-0.0486	-0.0876	-0.0457	0.2349	0.5139	0.2300	0.5257	0.2001	0.4678	0.2302	0.5093	0.1945	0.4273	0.2122	0.4753
1700	0.0131	0.0033	77.9564	0.0002	0.0161	0.9903	144.0000	0.0021	-0.0652	0.0660	0.0030	0.0572	0.0414	79.9933	0.0000	0.0000	0.9808	144.0000	0.0058	-0.1178	0.0347	0.0351	0.0235	0.0333	0.2207	0.4941	0.2157	0.4903	0.3059	0.6393	0.2246	0.4810	0.2019	0.4627	0.2190	0.5026
2125	0.0224	0.0038	77.9564	0.0001	0.0090	0.9926	144.0000	0.0265	-0.0078	0.0764	0.1192	-0.0005	0.0467	79.9933	0.0000	0.0000	0.9778	144.0000	-0.0177	-0.1021	0.0281	0.0256	0.0847	0.1087	0.1870	0.4213	0.2203	0.5028	0.2526	0.5612	0.1854	0.4191	0.2094	0.4834	0.2044	0.4555
2550	0.0216	0.0038	77.9564	0.0001	0.0112	0.9747	144.0000	-0.0063	-0.0341	0.1145	0.0037	-0.0042	0.0341	79.9933	0.0000	0.0000	0.9254	144.0000	0.0488	-0.0311	-0.0096	0.0258	0.0490	0.1015	0.2583	0.5675	0.2479	0.5644	0.2594	0.5762	0.2332	0.5412	0.2227	0.5246	0.2057	0.4624
2975	0.0162	0.0065	77.9564	0.0001	0.0117	0.9852	144.0000	-0.0133	-0.0292	0.0908	0.0094	-0.0068	-0.0109	79.9933	0.0000	0.0000	0.9183	144.0000	-0.0386	-0.0666	0.0780	0.0102	0.0841	0.0686	0.2298	0.5368	0.2193	0.5022	0.2524	0.5477	0.1782	0.4054	0.1932	0.4576	0.2011	0.4544
3400	0.0202	0.0113	77.9564	0.0002	0.0120	0.9835	144.0000	-0.0110	0.0270	-0.0181	0.0226	0.0212	0.0520	79.9933	0.0000	0.0001	0.9315	144.0000	-0.0252	-0.0636	0.0247	-0.0125	0.0978	0.0296	0.3541	0.5930	0.1975	0.4425	0.2346	0.4806	0.2443	0.5552	0.1964	0.4725	0.2247	0.4922
3825	0.0196	0.0104	77.9564	0.0002	0.0121	0.9884	144.0000	0.0908	-0.0544	0.0212	0.0037	0.0343	0.0230	79.9933	0.0000	0.0000	0.9577	144.0000	-0.0277	0.0247	0.0375	0.0440	0.0582	0.0503	0.2588	0.5848	0.2686	0.5498	0.2811	0.5287	0.2131	0.4923	0.1820	0.4219	0.2235	0.4771
4250	0.0196	0.0121	77.9564	0.0002	0.0128	0.9761	144.0000	-0.0329	0.0005	0.0215	-0.0058	0.0345	0.0180	79.9933	0.0000	0.0001	0.9345	144.0000	-0.0631	-0.0078	-0.0225	-0.0213	0.0444	0.0537	0.2056	0.4608	0.2231	0.5139	0.2289	0.5429	0.1939	0.4493	0.2395	0.5361	0.2123	0.4704
4675	0.0222	0.0110	77.9563	0.0002	0.0153	0.9685	144.0000	0.0435	-0.0173	0.0510	-0.0074	-0.0246	-0.0464	79.9933	0.0000	0.0000	0.9073	144.0000	-0.0086	0.0146	0.0122	0.0084	0.0352	0.0291	0.2181	0.4844	0.2423	0.5221	0.2020	0.4462	0.2247	0.5075	0.2530	0.5776	0.2213	0.4875
5100	0.0094	0.0061	77.9563	0.0001	0.0057	0.9886	144.0000	0.0056	0.0361	0.0403	0.0060	0.0609	0.0600	79.9933	0.0000	0.0001	0.9395	144.0000	0.0384	0.0008	-0.0559	0.0416	0.0091	0.0305	0.2529	0.5737	0.2118	0.4820	0.2511	0.5976	0.1934	0.4373	0.1822	0.4200	0.2105	0.4945
5525	0.0196	0.0142	77.9563	0.0001	0.0071	0.9645	144.0000	0.0218	0.0373	0.0477	-0.0899	-0.0243	-0.0237	79.9932	0.0001	0.0001	0.9123	144.0000	0.0076	-0.0050	0.0017	-0.0113	0.0548	0.0131	0.2398	0.5314	0.2169	0.4793	0.2321	0.4828	0.1750	0.3816	0.2097	0.5074	0.1973	0.4473
5950	0.0185	0.0124	77.9563	0.0001	0.0063	0.9722	144.0000	0.0205	-0.0023	0.0738	0.0032	0.0240	0.0136	79.9932	0.0000	0.0000	0.9365	144.0000	-0.0182	-0.0358	0.0122	0.0145	0.0308	0.0656	0.2528	0.5685	0.2875	0.5991	0.2036	0.4521	0.1918	0.4322	0.1939	0.4601	0.2317	0.5006
6375	0.0077	0.0067	77.9562	0.0001	0.0076	0.9457	144.0000	0.0272	0.0837	0.0001	-0.0131	0.0017	0.0446	79.9932	0.0001	0.0001	0.9083	144.0000	-0.0166	-0.0416	0.0476	-0.0096	0.0213	-0.0119	0.2000	0.4644	0.2690	0.5796	0.2209	0.5183	0.1876	0.4172	0.2295	0.5238	0.2260	0.5085
6800	0.0040	0.0029	77.9562	0.0001	0.0077	0.9668	144.0000	-0.0426	-0.0567	0.0032	-0.0116	0.1371	0.0983	79.9931	0.0000	0.0000	0.9536	144.0000	-0.0350	0.0839	-0.0566	0.0143	0.0194	0.0268	0.2455	0.5138	0.2225	0.5060	0.1947	0.4357	0.1883	0.4302	0.2278	0.5219	0.1879	0.4454
7225	0.0014	0.0016	77.9561	0.0001	0.0108	0.9608	144.0000	0.0435	0.0544	0.0528	0.0583	-0.0846	-0.0523	79.9931	0.0000	0.0000	0.9849	144.0000	0.0071	0.0359	-0.0390	0.0449	-0.0192	-0.0200	0.1974	0.4451	0.1972	0.4449	0.2099	0.5074	0.1875	0.4236	0.2905	0.5537	0.1906	0.4489
7650	0.0020	0.0016	77.9560	0.0000	0.0040	0.9747	143.9966	-0.0181	0.0274	0.0156	-0.0021	-0.0210	0.0016	79.9930	0.0000	0.0001	0.9607	144.0000	-0.0039	-0.0725	0.0173	0.0129	0.0000	0.0040	0.3005	0.5934	0.2121	0.4837	0.2195	0.5369	0.2034	0.4686	0.2198	0.5156	0.2301	0.5169
8075	0.0065	0.0047	77.9559	0.0001	0.0082	0.9636	143.7705	-0.0542	0.0271	-0.0113	-0.0167	-0.0532	-0.0233	79.9929	0.0000	0.0001	0.9859	143.9355	-0.0211	-0.0150	0.0124	-0.0323	0.0253	-0.0065	0.1909	0.4435	0.2098	0.4889	0.2147	0.5066	0.2128	0.4900	0.2330	0.5229	0.1893	0.4451
