batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0128	0.0059	77.9564	0.0001	0.0019	0.9656	144.0000	0.0643	0.0352	0.0074	-0.0140	0.0029	0.0003	79.9933	0.0000	0.0000	1.0000	144.0000	-0.1936	-0.0572	0.0472	0.0884	0.2603	0.0077	0.1803	0.4013	0.2251	0.5157	0.1970	0.4777	0.1891	0.4448	0.2573	0.4771	0.2194	0.4942
850	0.0043	0.0008	77.9564	0.0001	0.0048	0.9599	144.0000	-0.0275	0.0020	-0.0422	-0.0417	0.0806	-0.0314	79.9933	0.0000	0.0000	1.0000	144.0000	0.1163	-0.0881	0.0178	0.0139	0.2351	0.1496	0.2253	0.4988	0.2210	0.5047	0.2219	0.5214	0.1985	0.4674	0.2326	0.5230	0.2285	0.5230
1275	0.0071	0.0029	77.9564	0.0001	0.0094	0.9651	144.0000	-0.0394	0.0339	-0.0189	0.0285	0.0613	0.0358	79.9933	0.0000	0.0000	0.9899	144.0000	0.0389	-0.0034	-0.1692	-0.0172	0.2202	0.0912	0.2626	0.5725	0.2041	0.4498	0.1962	0.4579	0.2105	0.4925	0.2127	0.4660	0.2231	0.5093
1700	0.0045	0.0014	77.9564	0.0001	0.0054	0.9830	144.0000	-0.0065	-0.0642	-0.0398	0.0896	0.0035	-0.0003	79.9933	0.0000	0.0000	1.0000	144.0000	0.0258	0.0235	-0.0975	-0.0120	0.1323	0.1047	0.2111	0.4454	0.2069	0.4660	0.2022	0.4922	0.2195	0.4722	0.2163	0.5110	0.2096	0.4727
2125	0.0097	0.0030	77.9564	0.0001	0.0100	0.9878	144.0000	-0.0347	-0.0053	-0.0863	0.0201	-0.0155	-0.0164	79.9933	0.0000	0.0000	0.9970	144.0000	0.0472	0.0500	-0.0528	0.0682	0.0368	0.0929	0.2134	0.5181	0.1991	0.4393	0.2010	0.4969	0.2160	0.4819	0.1921	0.4650	0.2304	0.5324
2550	0.0151	0.0092	77.9564	0.0002	0.0158	0.9918	144.0000	-0.0523	-0.0070	-0.0306	-0.0358	-0.0375	-0.0227	79.9933	0.0000	0.0000	0.9798	144.0000	0.0357	-0.0103	-0.0192	-0.0278	-0.0007	0.0281	0.2531	0.5559	0.2013	0.4465	0.1874	0.4322	0.1963	0.4538	0.2055	0.4943	0.2293	0.5298
2975	0.0094	0.0048	77.9564	0.0001	0.0116	0.9886	144.0000	0.0002	-0.0228	-0.0030	0.0315	0.0158	-0.0068	79.9933	0.0000	0.0000	0.9889	144.0000	0.0530	0.0204	-0.0375	0.0131	0.0196	0.0605	0.2471	0.5563	0.2434	0.5372	0.2011	0.4580	0.1999	0.4695	0.1910	0.4602	0.2232	0.5243
3400	0.0080	0.0055	77.9564	0.0001	0.0076	0.9793	144.0000	-0.0089	0.0365	0.0419	0.0204	-0.0016	0.0445	79.9933	0.0000	0.0000	0.9889	144.0000	0.0131	-0.1073	0.0002	0.0294	0.0885	-0.0376	0.1987	0.4769	0.1998	0.4518	0.2390	0.5599	0.2011	0.4402	0.2301	0.5194	0.2190	0.5052
3825	0.0116	0.0046	77.9564	0.0001	0.0051	0.9832	144.0000	-0.0516	0.0251	-0.0276	0.0072	-0.0220	-0.0327	79.9933	0.0000	0.0001	0.9819	144.0000	0.0043	0.0075	-0.0191	0.0217	-0.0365	0.0370	0.2147	0.4383	0.2072	0.4787	0.1751	0.4102	0.1956	0.4534	0.2291	0.5402	0.2040	0.4899
4250	0.0023	0.0014	77.9564	0.0001	0.0093	0.9801	144.0000	0.0561	0.0168	-0.0285	-0.0279	-0.0146	-0.0624	79.9933	0.0000	0.0001	0.9677	144.0000	-0.0081	-0.0566	-0.0122	0.0259	0.0449	0.0791	0.1912	0.4563	0.2063	0.4807	0.2352	0.4799	0.2175	0.5033	0.2200	0.5044	0.1866	0.4325
4675	0.0142	0.0088	77.9563	0.0001	0.0048	0.9903	144.0000	-0.0165	0.0074	0.0766	-0.0299	-0.0162	-0.0701	79.9933	0.0000	0.0000	0.9698	144.0000	0.0073	0.0188	-0.0421	-0.0227	-0.0313	-0.0484	0.2438	0.5607	0.1965	0.4486	0.1783	0.4121	0.1990	0.4301	0.2072	0.4884	0.1855	0.4334
5100	0.0011	0.0011	77.9563	0.0001	0.0051	0.9855	144.0000	-0.0349	0.0227	-0.0028	-0.0194	0.0081	-0.0138	79.9933	0.0001	0.0001	0.9446	144.0000	-0.0467	0.0095	-0.0535	0.0057	0.0293	-0.0385	0.2051	0.4224	0.1764	0.3834	0.1989	0.4474	0.1734	0.3766	0.2282	0.5511	0.1810	0.4121
5525	0.0048	0.0039	77.9563	0.0001	0.0105	0.9736	144.0000	0.0301	0.0037	-0.0409	0.0024	-0.0227	0.0182	79.9932	0.0001	0.0001	0.9385	144.0000	-0.0006	-0.0258	-0.0200	-0.0109	0.0257	-0.0292	0.2544	0.5330	0.2011	0.4365	0.2151	0.5126	0.1907	0.3998	0.1723	0.3969	0.2365	0.5386
