batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0000	0.0000	77.9564	0.0001	0.0026	0.9560	144.0000	0.0021	-0.0011	0.0422	0.0258	0.0077	0.0380	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0175	-0.1200	-0.1393	-0.1350	-0.0445	-0.0496	0.1944	0.4187	0.2172	0.4930	0.2820	0.5626	0.2097	0.4831	0.2509	0.5689	0.2132	0.4790
850	0.0037	0.0014	77.9564	0.0001	0.0079	0.9688	144.0000	0.0176	0.0036	0.0415	0.0185	-0.0163	-0.0311	79.9933	0.0000	0.0000	1.0000	144.0000	-0.1382	0.0879	0.3630	-0.2060	-0.1845	-0.1340	0.2273	0.5146	0.2076	0.4629	0.1984	0.4759	0.2762	0.5629	0.2281	0.5448	0.2239	0.5112
1275	0.0023	0.0023	77.9564	0.0001	0.0091	0.9616	144.0000	-0.0169	0.0153	-0.0080	-0.0348	0.0058	0.0446	79.9933	0.0000	0.0000	1.0000	144.0000	-0.1495	-0.0903	0.1555	-0.1394	0.1200	0.0182	0.2513	0.5505	0.2202	0.5035	0.1885	0.4592	0.2075	0.4586	0.2329	0.5249	0.2133	0.4818
1700	0.0040	0.0015	77.9564	0.0001	0.0078	0.9719	144.0000	-0.0660	0.0028	0.0410	-0.0003	-0.0207	0.0145	79.9933	0.0000	0.0000	1.0000	144.0000	-0.0469	-0.1283	0.0608	0.0235	0.1942	0.1653	0.2323	0.5108	0.2320	0.5277	0.1862	0.4521	0.1958	0.4518	0.1766	0.4035	0.2036	0.4495
2125	0.0085	0.0044	77.9564	0.0001	0.0106	0.9776	144.0000	-0.0963	0.0225	-0.0652	-0.0312	-0.0626	-0.0459	79.9933	0.0000	0.0000	0.9980	144.0000	-0.0154	-0.1255	0.0398	0.0549	0.1039	0.0867	0.2092	0.4887	0.2256	0.5172	0.2527	0.5648	0.2231	0.4820	0.1963	0.4545	0.2101	0.4757
2550	0.0142	0.0057	77.9564	0.0001	0.0084	0.9804	144.0000	-0.0227	0.0397	-0.0047	-0.0158	-0.0611	-0.0624	79.9933	0.0000	0.0000	0.9950	144.0000	-0.0158	-0.0884	0.0293	0.0112	0.1106	0.0690	0.2012	0.4476	0.2174	0.4922	0.2318	0.5370	0.2198	0.4890	0.1874	0.4378	0.2173	0.5002
2975	0.0122	0.0113	77.9564	0.0001	0.0098	0.9855	144.0000	-0.0247	0.0688	-0.0453	0.0039	-0.0513	-0.0797	79.9933	0.0000	0.0000	0.9919	144.0000	-0.0224	0.0115	0.0288	0.0486	0.0587	0.1070	0.2119	0.4907	0.2452	0.5596	0.1722	0.3906	0.1897	0.4234	0.2174	0.5080	0.1870	0.4182
3400	0.0105	0.0083	77.9564	0.0001	0.0102	0.9759	144.0000	0.0460	0.0536	0.0385	-0.0041	-0.0858	-0.0440	79.9933	0.0000	0.0000	0.9829	144.0000	-0.0062	-0.0078	0.0487	-0.0189	0.1294	0.0991	0.2156	0.4875	0.2272	0.5142	0.2124	0.4985	0.2034	0.4366	0.2017	0.4832	0.2113	0.4761
3825	0.0159	0.0091	77.9564	0.0001	0.0079	0.9929	144.0000	0.0529	-0.0122	0.0351	-0.0474	-0.0770	-0.0334	79.9933	0.0000	0.0000	0.9839	144.0000	0.0285	0.0225	-0.0346	0.0095	-0.0249	-0.0272	0.2569	0.5601	0.2534	0.5732	0.2208	0.5076	0.1965	0.4331	0.2686	0.5838	0.2827	0.5883
4250	0.0040	0.0039	77.9564	0.0001	0.0089	0.9832	144.0000	-0.0197	-0.0108	0.0747	0.0247	0.0234	0.0078	79.9933	0.0000	0.0000	0.9899	144.0000	0.0096	-0.0354	0.0508	-0.0221	0.1110	0.0633	0.2209	0.4800	0.2104	0.4937	0.2344	0.5363	0.1963	0.4370	0.2396	0.5322	0.2229	0.5251
