batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0077	0.0066	77.9002	0.0004	0.0486	0.7455	111.8730	0.0042	0.0244	0.0074	0.0220	0.0023	0.0021	79.9373	0.0004	0.0004	0.8044	111.9728	-0.0198	-0.0090	0.0098	-0.0488	0.0143	0.0112	0.2278	0.5139	0.2123	0.4847	0.2231	0.4980	0.2170	0.4922	0.2221	0.5016	0.2200	0.4994
850	0.0085	0.0074	77.9006	0.0004	0.0490	0.7418	111.9344	0.0066	0.0108	0.0045	-0.0015	-0.0154	-0.0080	79.9377	0.0004	0.0004	0.7762	111.8427	-0.0405	-0.0075	-0.0332	-0.0169	-0.0294	-0.0046	0.2090	0.4817	0.2271	0.5057	0.2190	0.4962	0.2199	0.4981	0.2256	0.5092	0.2213	0.5089
1275	0.0063	0.0055	77.9000	0.0004	0.0514	0.7287	111.8099	-0.0099	-0.0139	-0.0049	0.0042	0.0149	0.0068	79.9377	0.0004	0.0004	0.7681	111.9839	0.0167	-0.0114	0.0137	-0.0192	0.0052	0.0227	0.2136	0.4817	0.2195	0.4937	0.2129	0.4909	0.2200	0.4973	0.2215	0.4901	0.2250	0.5045
1700	0.0063	0.0052	77.9004	0.0004	0.0492	0.7426	111.9591	0.0100	-0.0022	-0.0038	-0.0103	0.0066	-0.0028	79.9370	0.0004	0.0004	0.7762	111.8599	0.0052	-0.0219	0.0201	0.0515	0.0183	-0.0048	0.2190	0.4985	0.2362	0.5213	0.2227	0.5033	0.2171	0.4943	0.2105	0.4782	0.2271	0.5033
2125	0.0080	0.0065	77.8996	0.0004	0.0519	0.7375	111.8259	0.0033	-0.0034	-0.0136	-0.0031	-0.0199	-0.0009	79.9366	0.0004	0.0004	0.7349	111.7248	0.0115	-0.0097	-0.0077	-0.0059	0.0037	-0.0126	0.2406	0.5262	0.2120	0.4890	0.2137	0.4830	0.2158	0.4883	0.2098	0.4851	0.2174	0.4881
2550	0.0060	0.0047	77.8998	0.0004	0.0505	0.7386	111.7690	-0.0190	0.0281	-0.0194	-0.0027	-0.0015	-0.0040	79.9384	0.0003	0.0003	0.7833	111.9627	0.0197	0.0026	0.0096	-0.0310	0.0128	-0.0015	0.2219	0.4958	0.2318	0.5140	0.2105	0.4769	0.2232	0.5098	0.2265	0.5112	0.2219	0.5066
2975	0.0063	0.0049	77.8996	0.0004	0.0502	0.7571	111.7977	-0.0157	0.0197	0.0171	-0.0050	0.0028	0.0234	79.9357	0.0004	0.0004	0.7409	111.9224	-0.0146	-0.0009	-0.0007	-0.0185	0.0151	-0.0087	0.2209	0.4986	0.2253	0.5086	0.2210	0.5086	0.2214	0.5037	0.2204	0.4992	0.2218	0.5077
3400	0.0068	0.0060	77.8991	0.0004	0.0503	0.7406	111.7886	0.0043	0.0205	0.0070	0.0116	0.0262	-0.0082	79.9369	0.0004	0.0004	0.7903	111.9062	-0.0099	-0.0098	-0.0155	0.0177	-0.0255	0.0390	0.2103	0.4918	0.2180	0.4953	0.2204	0.5023	0.2253	0.4968	0.2345	0.5188	0.2191	0.4842
3825	0.0071	0.0058	77.9010	0.0004	0.0494	0.7491	111.9151	0.0017	0.0081	-0.0156	-0.0086	0.0203	0.0061	79.9368	0.0004	0.0004	0.7399	112.0151	-0.0140	0.0205	-0.0164	-0.0034	-0.0022	0.0016	0.2214	0.4904	0.2179	0.5024	0.2110	0.4857	0.2232	0.5080	0.2110	0.4815	0.2211	0.4983
4250	0.0074	0.0064	77.9006	0.0004	0.0499	0.7526	111.8761	0.0150	0.0098	0.0154	-0.0016	0.0123	0.0079	79.9382	0.0004	0.0004	0.7560	111.8790	-0.0014	-0.0190	0.0393	0.0288	0.0139	-0.0077	0.2215	0.5000	0.2116	0.4848	0.2184	0.5046	0.2274	0.5065	0.2135	0.4892	0.2281	0.4909
