batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0074	0.0015	77.9564	0.0001	0.0106	0.9406	144.0000	0.0129	0.0281	0.0799	-0.0176	79.9933	0.0000	0.0000	0.8599	144.0000	-0.0773	-0.1381	-0.3853	0.1040	0.2139	0.5104	0.2214	0.5202	0.2366	0.5498	0.2049	0.4704
850	0.0557	0.0188	77.9558	0.0004	0.0229	0.9901	144.0000	0.1609	0.2073	0.1766	0.1069	79.9929	0.0000	0.0000	0.5655	144.0000	-0.6737	-0.7320	-0.6286	-0.3282	0.3193	0.6373	0.3774	0.6971	0.3800	0.6905	0.2577	0.5633
1275	0.3489	0.2574	77.9531	0.0023	0.1827	1.0000	144.0000	0.3652	0.3675	0.2924	0.3246	79.9908	0.0001	0.0001	1.0000	144.0000	-0.7145	-0.8012	-0.6456	-0.5795	0.2973	0.6174	0.3346	0.6694	0.3538	0.6851	0.2938	0.6008
1700	0.5190	0.3978	77.9507	0.0034	0.2627	0.9997	144.0000	0.5345	0.5377	0.4706	0.5165	79.9897	0.0001	0.0001	1.0000	144.0000	-0.7987	-0.8460	-0.6925	-0.6598	0.3849	0.7045	0.4247	0.7313	0.4306	0.7445	0.3785	0.7119
2125	0.5946	0.4769	77.9495	0.0039	0.3120	0.9997	144.0000	0.5584	0.5537	0.4805	0.5459	79.9888	0.0001	0.0001	1.0000	144.0000	-0.8102	-0.8364	-0.6892	-0.7110	0.4052	0.7217	0.4485	0.7545	0.4727	0.7779	0.4033	0.7275
2550	0.6295	0.4988	77.9487	0.0041	0.3335	0.9997	144.0000	0.6284	0.6281	0.5584	0.6137	79.9888	0.0001	0.0001	1.0000	144.0000	-0.8092	-0.8433	-0.7073	-0.7108	0.4761	0.7783	0.5277	0.8082	0.5495	0.8317	0.4633	0.7817
2975	0.6662	0.5446	77.9484	0.0043	0.3451	0.9997	144.0000	0.6816	0.6822	0.5976	0.6666	79.9884	0.0001	0.0001	1.0000	144.0000	-0.7765	-0.8288	-0.6934	-0.7017	0.4736	0.7769	0.5224	0.8014	0.5401	0.8126	0.4495	0.7754
3400	0.6838	0.5558	77.9483	0.0044	0.3731	0.9997	144.0000	0.7034	0.6991	0.6139	0.6836	79.9885	0.0001	0.0001	1.0000	144.0000	-0.8223	-0.8648	-0.7412	-0.7444	0.4663	0.7837	0.5159	0.8094	0.5492	0.8356	0.4385	0.7796
3825	0.6705	0.5266	77.9483	0.0044	0.3765	0.9997	144.0000	0.6661	0.6639	0.5907	0.6520	79.9883	0.0001	0.0001	1.0000	144.0000	-0.7832	-0.8329	-0.7184	-0.7250	0.4351	0.7714	0.4707	0.7925	0.5041	0.8107	0.4227	0.7650
4250	0.6682	0.5420	77.9485	0.0044	0.3578	0.9997	144.0000	0.6806	0.6793	0.5974	0.6634	79.9886	0.0001	0.0001	1.0000	144.0000	-0.8107	-0.8516	-0.7267	-0.7400	0.4468	0.7753	0.4923	0.8032	0.5178	0.8247	0.4320	0.7730
