batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0213	0.0025	77.9564	0.0002	0.0172	0.9381	144.0000	0.0635	0.0417	0.0369	0.0225	79.9933	0.0000	0.0000	1.0000	144.0000	-0.6623	-0.7411	-0.7430	-0.4106	0.2218	0.5060	0.2167	0.4987	0.2143	0.4967	0.2239	0.4956
850	0.0688	0.0323	77.9559	0.0005	0.0332	0.9750	144.0000	0.1166	0.1459	0.1560	0.0823	79.9929	0.0000	0.0000	0.4435	144.0000	-0.5320	-0.6029	-0.4575	-0.3713	0.2908	0.6021	0.3577	0.6734	0.3803	0.7141	0.2455	0.5584
1275	0.3378	0.2564	77.9529	0.0022	0.1550	0.9997	144.0000	0.3863	0.4113	0.3627	0.3681	79.9910	0.0001	0.0001	1.0000	144.0000	-0.7050	-0.8028	-0.6750	-0.5453	0.3268	0.6559	0.3562	0.6957	0.3734	0.7267	0.3431	0.6618
1700	0.5131	0.4040	77.9505	0.0033	0.2723	0.9994	144.0000	0.5367	0.5462	0.4747	0.5245	79.9899	0.0001	0.0001	1.0000	144.0000	-0.7616	-0.8165	-0.6823	-0.6278	0.4210	0.7410	0.4827	0.7826	0.5062	0.8082	0.4002	0.7416
2125	0.5881	0.4858	77.9495	0.0038	0.3232	1.0000	144.0000	0.5836	0.5773	0.5014	0.5672	79.9892	0.0001	0.0001	1.0000	144.0000	-0.7771	-0.8323	-0.6877	-0.6538	0.4197	0.7505	0.4515	0.7760	0.4728	0.7950	0.4196	0.7529
2550	0.5892	0.4759	77.9492	0.0038	0.3300	0.9997	144.0000	0.6033	0.6054	0.5350	0.5896	79.9892	0.0001	0.0001	1.0000	144.0000	-0.7553	-0.8186	-0.6953	-0.6572	0.4411	0.7712	0.5014	0.8018	0.5473	0.8273	0.4192	0.7675
2975	0.6852	0.5598	77.9484	0.0045	0.3948	1.0000	144.0000	0.6864	0.6929	0.6234	0.6694	79.9885	0.0001	0.0001	1.0000	144.0000	-0.7634	-0.7900	-0.6832	-0.6900	0.4610	0.7826	0.5031	0.8068	0.5264	0.8272	0.4447	0.7819
3400	0.6651	0.5310	77.9487	0.0043	0.3797	1.0000	144.0000	0.6775	0.6722	0.5885	0.6657	79.9889	0.0001	0.0001	1.0000	144.0000	-0.8059	-0.8631	-0.7445	-0.7185	0.4612	0.7822	0.4994	0.8079	0.5187	0.8258	0.4413	0.7774
3825	0.7190	0.5730	77.9479	0.0047	0.3896	1.0000	144.0000	0.7521	0.7467	0.6315	0.7395	79.9888	0.0001	0.0001	1.0000	144.0000	-0.7939	-0.8537	-0.7458	-0.6883	0.5401	0.8303	0.5786	0.8476	0.5964	0.8589	0.5457	0.8330
4250	0.5940	0.4990	77.9490	0.0039	0.3393	0.9994	144.0000	0.5416	0.5410	0.4676	0.5321	79.9881	0.0001	0.0001	1.0000	144.0000	-0.8053	-0.8395	-0.7284	-0.7596	0.3870	0.7040	0.4065	0.7207	0.4011	0.7142	0.3713	0.7006
4675	0.7048	0.5573	77.9481	0.0046	0.3830	1.0000	144.0000	0.7261	0.7135	0.5806	0.7054	79.9888	0.0001	0.0001	1.0000	144.0000	-0.7913	-0.8546	-0.7578	-0.6848	0.5452	0.8197	0.5810	0.8385	0.5955	0.8516	0.5317	0.8188
5100	0.7202	0.5887	77.9479	0.0047	0.3983	1.0000	144.0000	0.7439	0.7387	0.6426	0.7268	79.9884	0.0001	0.0001	1.0000	144.0000	-0.8296	-0.8753	-0.7613	-0.7475	0.5231	0.8105	0.5621	0.8316	0.5867	0.8542	0.4992	0.8081
5525	0.7236	0.5792	77.9478	0.0047	0.3879	1.0000	144.0000	0.7361	0.7319	0.6521	0.7210	79.9882	0.0001	0.0001	1.0000	144.0000	-0.8346	-0.8662	-0.7716	-0.7503	0.4794	0.7954	0.5265	0.8174	0.5626	0.8429	0.4838	0.7976
5950	0.7256	0.5941	77.9480	0.0047	0.3964	1.0000	144.0000	0.7662	0.7611	0.6844	0.7523	79.9888	0.0001	0.0001	1.0000	144.0000	-0.8318	-0.8802	-0.7683	-0.7374	0.5305	0.8231	0.5893	0.8462	0.6340	0.8652	0.4979	0.8195
6375	0.7415	0.5961	77.9478	0.0048	0.4094	1.0000	144.0000	0.7779	0.7737	0.6965	0.7607	79.9886	0.0001	0.0001	1.0000	144.0000	-0.8043	-0.8549	-0.7642	-0.7191	0.5290	0.8233	0.5722	0.8394	0.5899	0.8520	0.4973	0.8189
6800	0.7614	0.6254	77.9474	0.0050	0.4247	1.0000	144.0000	0.7847	0.7786	0.7041	0.7664	79.9880	0.0001	0.0001	1.0000	144.0000	-0.8087	-0.8405	-0.7575	-0.7351	0.5291	0.8253	0.5577	0.8403	0.5748	0.8550	0.5241	0.8253
7225	0.7486	0.6020	77.9473	0.0049	0.4170	1.0000	144.0000	0.7640	0.7597	0.6663	0.7460	79.9883	0.0001	0.0001	1.0000	144.0000	-0.8144	-0.8526	-0.7571	-0.7298	0.5708	0.8432	0.6099	0.8574	0.6295	0.8684	0.5410	0.8400
7650	0.7247	0.5908	77.9474	0.0047	0.4040	1.0000	144.0000	0.7436	0.7452	0.6769	0.7314	79.9880	0.0001	0.0001	1.0000	144.0000	-0.7846	-0.8064	-0.7287	-0.7073	0.5183	0.8248	0.5535	0.8413	0.5623	0.8522	0.5171	0.8244
