batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0077	0.0068	77.8998	0.0004	0.0500	0.7321	111.7722	-0.0061	0.0062	0.0070	-0.0005	-0.0138	0.0154	79.9357	0.0004	0.0004	0.7520	111.6925	0.0196	-0.0096	-0.0336	-0.0061	0.0201	0.0308	0.2162	0.5061	0.2159	0.4889	0.2222	0.5024	0.2179	0.4954	0.2141	0.4867	0.2146	0.4937
850	0.0063	0.0050	77.8997	0.0004	0.0507	0.7500	111.8219	-0.0054	-0.0020	-0.0021	-0.0026	0.0023	0.0041	79.9360	0.0004	0.0004	0.7893	111.8427	0.0186	0.0095	0.0088	-0.0056	0.0228	0.0240	0.2287	0.5177	0.2317	0.5090	0.2307	0.5123	0.2258	0.5002	0.2147	0.4867	0.2328	0.5115
1275	0.0071	0.0059	77.8995	0.0004	0.0495	0.7409	111.8335	-0.0010	0.0048	-0.0120	-0.0032	0.0046	-0.0184	79.9370	0.0003	0.0003	0.8327	111.8498	-0.0128	0.0375	-0.0036	-0.0063	-0.0055	-0.0004	0.2269	0.5000	0.2192	0.4992	0.2183	0.4906	0.2286	0.5083	0.2239	0.5049	0.2222	0.5012
1700	0.0054	0.0045	77.9001	0.0004	0.0503	0.7344	111.8372	-0.0033	-0.0078	0.0087	-0.0098	-0.0001	0.0125	79.9368	0.0003	0.0003	0.8044	111.8710	-0.0073	0.0104	0.0238	0.0082	-0.0100	-0.0217	0.2175	0.5029	0.2192	0.4972	0.2305	0.5064	0.2232	0.5057	0.2191	0.4918	0.2142	0.4885
2125	0.0054	0.0044	77.9001	0.0004	0.0491	0.7472	111.8923	0.0054	0.0105	-0.0201	-0.0009	-0.0141	0.0049	79.9368	0.0003	0.0003	0.8266	111.8669	0.0155	-0.0222	-0.0052	0.0108	-0.0169	0.0222	0.2131	0.4854	0.2213	0.5005	0.2327	0.5187	0.2184	0.5070	0.2105	0.4842	0.2153	0.4960
2550	0.0080	0.0061	77.8996	0.0004	0.0498	0.7361	111.8290	0.0009	-0.0030	0.0113	0.0116	-0.0052	0.0037	79.9364	0.0004	0.0004	0.8246	111.9345	-0.0115	-0.0058	0.0153	-0.0199	-0.0145	-0.0131	0.2214	0.4874	0.2195	0.4988	0.2210	0.5049	0.2258	0.5015	0.2191	0.4991	0.2253	0.5055
2975	0.0054	0.0043	77.8999	0.0004	0.0500	0.7358	111.8682	-0.0073	-0.0175	0.0096	0.0079	-0.0010	-0.0108	79.9374	0.0004	0.0004	0.8014	111.9748	-0.0017	-0.0294	-0.0115	0.0279	0.0303	0.0007	0.2260	0.5027	0.2120	0.4924	0.2359	0.5158	0.2186	0.5010	0.2278	0.5142	0.2257	0.4976
3400	0.0091	0.0079	77.8999	0.0004	0.0497	0.7429	111.9307	-0.0064	0.0055	-0.0076	0.0081	0.0049	0.0030	79.9369	0.0004	0.0003	0.8246	111.8881	-0.0150	0.0202	-0.0124	-0.0096	0.0444	0.0241	0.2157	0.4909	0.2209	0.4908	0.2116	0.4834	0.2276	0.5262	0.2248	0.4950	0.2154	0.4841
3825	0.0088	0.0077	77.8987	0.0004	0.0514	0.7378	111.8628	-0.0007	0.0091	0.0102	-0.0055	-0.0011	0.0021	79.9354	0.0004	0.0004	0.8478	111.7308	-0.0015	0.0016	0.0189	0.0110	-0.0217	-0.0005	0.2165	0.4842	0.2263	0.5107	0.2200	0.5052	0.2390	0.5234	0.2227	0.5025	0.2200	0.4990
4250	0.0085	0.0073	77.8998	0.0004	0.0510	0.7469	111.8594	0.0002	-0.0166	-0.0049	0.0055	0.0038	0.0153	79.9356	0.0004	0.0004	0.8196	111.8367	0.0084	-0.0275	-0.0130	-0.0052	0.0133	-0.0246	0.2173	0.4961	0.2168	0.4905	0.2272	0.5059	0.2293	0.5049	0.2234	0.5025	0.2138	0.4898
4675	0.0063	0.0050	77.9000	0.0004	0.0508	0.7375	111.8523	0.0024	-0.0179	-0.0181	0.0100	0.0067	-0.0004	79.9372	0.0003	0.0003	0.8085	111.8921	0.0145	0.0445	0.0151	0.0513	0.0170	-0.0068	0.2282	0.5112	0.2251	0.5032	0.2061	0.4721	0.2217	0.5041	0.2226	0.5057	0.2185	0.4972
5100	0.0054	0.0046	77.9001	0.0004	0.0505	0.7577	111.9452	-0.0067	-0.0083	-0.0174	-0.0003	-0.0018	0.0107	79.9359	0.0003	0.0003	0.8357	111.7641	0.0296	0.0321	0.0121	0.0206	0.0171	-0.0143	0.2110	0.4807	0.2225	0.5077	0.2112	0.4826	0.2129	0.4907	0.2184	0.5021	0.2165	0.4880
5525	0.0045	0.0039	77.9002	0.0004	0.0490	0.7384	111.8338	0.0132	-0.0044	-0.0173	-0.0029	-0.0074	0.0041	79.9388	0.0003	0.0003	0.8085	111.9456	-0.0165	0.0148	-0.0107	0.0488	-0.0541	0.0218	0.2248	0.4974	0.2188	0.4861	0.2287	0.5031	0.2292	0.5025	0.2271	0.5183	0.2247	0.5092
5950	0.0077	0.0065	77.8995	0.0004	0.0512	0.7426	111.8071	-0.0123	-0.0006	-0.0136	-0.0185	-0.0095	0.0024	79.9376	0.0003	0.0003	0.8125	111.8024	-0.0048	-0.0072	0.0037	0.0058	0.0146	0.0075	0.2224	0.5026	0.2208	0.4985	0.2157	0.4968	0.2186	0.4944	0.2227	0.4939	0.2110	0.4855
6375	0.0077	0.0066	77.8998	0.0004	0.0527	0.7443	111.9037	0.0098	-0.0077	0.0020	-0.0018	0.0094	0.0013	79.9378	0.0003	0.0003	0.8125	111.9667	0.0081	0.0319	0.0271	0.0152	-0.0369	-0.0090	0.2136	0.4940	0.2190	0.4994	0.2116	0.4796	0.2162	0.4956	0.2254	0.5102	0.2228	0.4997
6800	0.0068	0.0062	77.9004	0.0004	0.0512	0.7386	111.8526	0.0081	-0.0095	0.0094	0.0085	-0.0041	-0.0091	79.9370	0.0004	0.0003	0.8256	111.7319	0.0165	0.0250	0.0080	0.0131	-0.0259	-0.0163	0.2265	0.5078	0.2091	0.4760	0.2253	0.5059	0.2248	0.5017	0.2258	0.5059	0.2167	0.4915
7225	0.0091	0.0078	77.9002	0.0004	0.0511	0.7423	111.8557	-0.0144	-0.0187	-0.0073	0.0137	0.0182	0.0076	79.9371	0.0004	0.0004	0.8236	111.6815	-0.0079	0.0079	0.0037	0.0082	-0.0026	0.0139	0.2319	0.5221	0.2196	0.4930	0.2153	0.4982	0.2270	0.4978	0.2178	0.4940	0.2146	0.4916
7650	0.0051	0.0041	77.8999	0.0004	0.0503	0.7364	111.8810	0.0061	0.0037	-0.0000	-0.0116	-0.0143	0.0144	79.9358	0.0003	0.0003	0.8105	111.8236	-0.0051	0.0023	-0.0068	0.0000	0.0253	0.0257	0.2106	0.4909	0.2047	0.4708	0.2279	0.5071	0.2196	0.4991	0.2196	0.4956	0.2234	0.5013
8075	0.0085	0.0071	77.9003	0.0004	0.0494	0.7403	111.9270	0.0141	-0.0077	0.0228	0.0090	-0.0029	-0.0046	79.9387	0.0003	0.0003	0.8024	112.0040	-0.0160	0.0020	0.0159	-0.0040	0.0003	0.0367	0.2107	0.4868	0.2151	0.4978	0.2221	0.4952	0.2198	0.5015	0.2149	0.4885	0.2255	0.5081
