batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
14478	0.2721	0.0267	6.7363	0.0217	0.1922	0.9974	13.0970	0.0034	0.0242	0.0241	0.0013	-0.0125	-0.0126	0.0068	0.0199	0.0203	0.0063	0.0108	0.0110	-0.0013	0.0193	0.0157	0.0022	0.0008	0.0026	6.7495	0.0211	0.2043	0.9933	13.1353	-0.0022	-0.0126	-0.0123	0.0045	-0.0004	0.0001	-0.0018	-0.0119	-0.0126	-0.0135	-0.0249	-0.0247	0.0021	0.0121	0.0108	0.0079	-0.0064	-0.0060	0.5850	0.5052	0.5806	0.5011	0.5788	0.5019	0.5932	0.5114	0.5730	0.4961	0.5799	0.4993
14859	0.2721	0.0267	6.6977	0.0228	0.2254	0.9926	11.7416	-0.0041	-0.0103	-0.0109	0.0018	-0.0005	0.0006	-0.0004	0.0010	0.0006	-0.0028	-0.0137	-0.0134	0.0113	0.0239	0.0255	0.0024	0.0052	0.0073	6.7102	0.0223	0.2369	0.9804	11.7447	-0.0083	-0.0130	-0.0130	0.0028	0.0113	0.0118	-0.0150	-0.0174	-0.0173	-0.0019	-0.0193	-0.0192	0.0016	0.0134	0.0139	-0.0071	-0.0041	-0.0058	0.5847	0.5046	0.5913	0.5123	0.5876	0.5052	0.5675	0.4905	0.5805	0.4999	0.5813	0.5007
15240	0.2721	0.0267	6.6955	0.0229	0.2281	0.9966	12.6085	0.0045	0.0068	0.0095	0.0092	0.0215	0.0245	0.0005	-0.0084	-0.0062	-0.0010	0.0057	0.0057	-0.0091	-0.0273	-0.0291	-0.0018	-0.0111	-0.0145	6.7085	0.0224	0.2396	0.9860	12.6104	0.0080	-0.0018	-0.0024	0.0014	0.0068	0.0067	0.0036	0.0150	0.0158	-0.0020	0.0041	0.0050	-0.0025	-0.0273	-0.0245	-0.0002	0.0078	0.0079	0.5806	0.5013	0.5880	0.5127	0.5737	0.4968	0.5876	0.5110	0.5697	0.4916	0.5941	0.5151
15621	0.2721	0.0267	6.7051	0.0226	0.2226	0.9942	11.9734	0.0015	0.0003	0.0001	0.0026	-0.0062	-0.0050	0.0038	0.0112	0.0122	-0.0074	-0.0023	-0.0026	-0.0086	-0.0268	-0.0271	-0.0016	0.0068	0.0034	6.7167	0.0221	0.2350	0.9832	11.9347	0.0017	0.0003	0.0005	-0.0047	-0.0303	-0.0298	0.0095	0.0241	0.0239	-0.0042	-0.0296	-0.0302	-0.0036	-0.0117	-0.0120	0.0104	0.0177	0.0192	0.5762	0.4920	0.5784	0.5064	0.5826	0.5001	0.5894	0.5154	0.5711	0.4944	0.5654	0.4860
16002	0.2721	0.0267	6.6252	0.0249	0.2826	0.9652	10.1514	-0.0022	0.0013	0.0013	-0.0067	-0.0397	-0.0382	-0.0052	-0.0105	-0.0066	-0.0007	-0.0082	-0.0049	-0.0059	-0.0263	-0.0211	-0.0122	-0.0327	-0.0313	6.6381	0.0245	0.3005	0.9531	10.1551	-0.0021	-0.0122	-0.0133	-0.0123	-0.0074	-0.0075	0.0037	0.0278	0.0276	-0.0036	-0.0056	-0.0053	-0.0011	0.0174	0.0223	-0.0041	0.0195	0.0187	0.5829	0.5057	0.5931	0.5171	0.5907	0.5071	0.5758	0.5016	0.5796	0.4908	0.5654	0.4812
16383	0.2721	0.0267	6.6782	0.0234	0.2395	0.9821	11.0922	0.0062	0.0091	0.0108	0.0085	0.0221	0.0240	-0.0061	-0.0238	-0.0256	-0.0016	-0.0057	-0.0052	-0.0168	-0.0463	-0.0432	-0.0057	-0.0326	-0.0281	6.6915	0.0229	0.2543	0.9706	11.0974	0.0094	0.0076	0.0072	0.0040	0.0076	0.0074	-0.0021	-0.0080	-0.0072	-0.0053	-0.0258	-0.0253	0.0021	-0.0029	-0.0069	-0.0010	0.0071	0.0082	0.5782	0.4863	0.5792	0.4973	0.5716	0.4944	0.5897	0.5105	0.5643	0.4809	0.5683	0.4849
16764	0.2721	0.0267	6.6252	0.0249	0.2852	0.9607	9.9677	0.0077	0.0063	0.0061	0.0068	0.0006	0.0009	0.0008	0.0138	0.0144	0.0009	0.0042	0.0057	-0.0117	-0.0223	-0.0219	0.0000	-0.0056	-0.0041	6.6371	0.0245	0.3030	0.9495	9.9591	-0.0077	-0.0287	-0.0283	-0.0019	-0.0022	-0.0014	-0.0097	-0.0151	-0.0158	-0.0029	-0.0032	-0.0032	-0.0125	-0.0294	-0.0311	-0.0029	-0.0030	-0.0001	0.5853	0.5082	0.5929	0.5177	0.5828	0.5054	0.5823	0.4938	0.5632	0.4802	0.5609	0.4739
17145	0.2721	0.0267	6.6939	0.0229	0.2281	0.9883	11.4173	-0.0019	-0.0151	-0.0143	0.0071	0.0213	0.0213	-0.0007	0.0082	0.0082	0.0040	0.0210	0.0233	-0.0115	-0.0212	-0.0211	0.0014	0.0020	0.0007	6.7053	0.0224	0.2409	0.9757	11.3903	-0.0082	-0.0045	-0.0042	0.0069	0.0096	0.0103	0.0003	-0.0050	-0.0038	-0.0026	-0.0019	-0.0022	0.0077	-0.0003	0.0038	-0.0079	-0.0071	-0.0104	0.5780	0.4917	0.5613	0.4817	0.5838	0.4998	0.5642	0.4757	0.5559	0.4737	0.5617	0.4804
17526	0.2721	0.0267	6.6699	0.0236	0.2432	0.9814	11.0224	-0.0016	-0.0092	-0.0084	-0.0011	0.0012	0.0029	0.0020	-0.0012	-0.0015	0.0036	0.0261	0.0268	-0.0009	-0.0085	-0.0091	-0.0071	0.0095	0.0103	6.6820	0.0232	0.2637	0.9683	11.0139	0.0027	0.0064	0.0067	0.0067	0.0089	0.0086	-0.0004	0.0002	0.0007	-0.0013	-0.0012	-0.0013	0.0012	0.0075	0.0047	-0.0095	-0.0218	-0.0254	0.5726	0.4959	0.5671	0.4864	0.5803	0.5015	0.5709	0.4952	0.5850	0.4988	0.5654	0.4851
17907	0.2721	0.0267	6.6532	0.0241	0.2664	0.9783	11.0844	-0.0049	-0.0215	-0.0205	0.0042	0.0131	0.0147	-0.0039	-0.0114	-0.0127	0.0042	0.0096	0.0089	-0.0107	-0.0223	-0.0199	-0.0088	-0.0240	-0.0235	6.6661	0.0236	0.2745	0.9679	11.0820	0.0029	0.0106	0.0104	0.0131	0.0302	0.0316	-0.0053	0.0103	0.0097	-0.0040	-0.0036	-0.0036	-0.0066	-0.0051	-0.0090	-0.0139	-0.0290	-0.0269	0.5885	0.5127	0.5842	0.5065	0.5811	0.5102	0.5705	0.4861	0.5477	0.4695	0.5597	0.4696
18288	0.2721	0.0267	6.6664	0.0237	0.2536	0.9798	10.8857	-0.0014	-0.0003	-0.0004	-0.0036	-0.0174	-0.0170	-0.0026	0.0107	0.0138	-0.0000	0.0033	0.0045	-0.0190	-0.0595	-0.0564	-0.0093	-0.0196	-0.0140	6.6788	0.0232	0.2651	0.9670	10.8583	0.0039	-0.0050	-0.0047	0.0067	0.0000	-0.0005	0.0037	0.0107	0.0112	-0.0010	-0.0035	-0.0038	-0.0026	-0.0048	-0.0019	-0.0018	0.0049	0.0053	0.5891	0.5076	0.5936	0.5196	0.5853	0.5095	0.5854	0.5052	0.5549	0.4743	0.5628	0.4776
18669	0.2721	0.0267	6.6494	0.0242	0.2668	0.9665	10.2381	0.0009	-0.0048	-0.0040	0.0007	-0.0124	-0.0117	-0.0116	-0.0415	-0.0395	-0.0077	-0.0201	-0.0198	-0.0111	-0.0313	-0.0282	-0.0032	0.0162	0.0154	6.6628	0.0237	0.2807	0.9550	10.2555	0.0057	0.0148	0.0162	-0.0122	-0.0105	-0.0117	-0.0070	-0.0163	-0.0150	-0.0026	-0.0096	-0.0099	-0.0095	-0.0051	-0.0083	-0.0042	0.0017	0.0035	0.5741	0.4943	0.5735	0.4914	0.5752	0.5018	0.5810	0.4940	0.5684	0.4837	0.5614	0.4761
19050	0.2721	0.0267	6.7000	0.0227	0.2221	0.9918	11.8440	-0.0041	-0.0019	0.0002	-0.0057	-0.0042	-0.0017	-0.0023	-0.0070	-0.0063	0.0016	0.0029	0.0050	-0.0062	-0.0157	-0.0097	-0.0054	-0.0210	-0.0195	6.7129	0.0222	0.2358	0.9802	11.8445	-0.0085	-0.0129	-0.0098	0.0047	0.0122	0.0112	-0.0051	-0.0407	-0.0375	-0.0002	-0.0042	-0.0034	-0.0003	-0.0090	-0.0092	-0.0039	0.0035	0.0050	0.5678	0.4904	0.5827	0.5010	0.5815	0.5037	0.5825	0.5098	0.5596	0.4738	0.5636	0.4838
19431	0.2721	0.0267	6.6643	0.0238	0.2522	0.9793	10.8437	-0.0013	0.0072	0.0104	0.0027	0.0001	0.0027	0.0007	-0.0026	-0.0018	0.0119	0.0223	0.0239	-0.0092	-0.0315	-0.0259	-0.0030	-0.0088	-0.0006	6.6774	0.0233	0.2652	0.9671	10.8647	0.0059	-0.0034	-0.0039	0.0067	0.0189	0.0184	0.0014	-0.0094	-0.0084	0.0017	0.0134	0.0137	-0.0061	-0.0032	-0.0059	-0.0113	-0.0136	-0.0103	0.5841	0.5071	0.5883	0.5111	0.5922	0.5169	0.5733	0.4940	0.5728	0.4924	0.5718	0.4816
19812	0.2721	0.0267	6.6859	0.0231	0.2392	0.9855	11.2445	-0.0002	-0.0016	0.0006	-0.0044	-0.0051	-0.0030	-0.0046	-0.0103	-0.0069	0.0022	0.0301	0.0323	0.0002	0.0022	0.0066	-0.0165	-0.0254	-0.0228	6.6987	0.0226	0.2480	0.9728	11.2530	0.0029	0.0187	0.0189	0.0026	0.0094	0.0101	-0.0054	-0.0044	-0.0031	0.0141	0.0163	0.0166	-0.0090	-0.0230	-0.0236	-0.0114	-0.0206	-0.0193	0.5919	0.5111	0.5841	0.4992	0.5796	0.5067	0.5942	0.5109	0.5632	0.4744	0.5656	0.4730
20193	0.2721	0.0267	6.6395	0.0245	0.2768	0.9640	10.1219	0.0070	0.0173	0.0217	-0.0020	0.0075	0.0076	0.0023	0.0128	0.0124	0.0083	0.0008	0.0019	0.0012	0.0053	0.0129	-0.0014	-0.0111	-0.0143	6.6525	0.0240	0.2883	0.9534	10.1602	0.0061	-0.0110	-0.0090	0.0068	0.0025	0.0030	0.0070	0.0237	0.0240	0.0005	0.0045	0.0053	0.0032	0.0044	0.0050	0.0044	-0.0040	-0.0019	0.5752	0.4966	0.5661	0.4909	0.5813	0.4984	0.5730	0.4882	0.5542	0.4700	0.5657	0.4842
20574	0.2721	0.0267	6.6830	0.0232	0.2388	0.9746	10.7141	-0.0059	-0.0164	-0.0172	-0.0006	-0.0224	-0.0178	-0.0013	0.0074	0.0090	-0.0027	0.0087	0.0093	-0.0102	-0.0035	-0.0051	-0.0126	-0.0227	-0.0283	6.6947	0.0228	0.2515	0.9623	10.6761	-0.0022	0.0006	0.0021	-0.0019	-0.0039	-0.0042	0.0038	-0.0081	-0.0063	-0.0003	-0.0120	-0.0118	-0.0015	-0.0035	-0.0014	-0.0016	-0.0054	-0.0050	0.5839	0.5060	0.5779	0.5030	0.5719	0.4971	0.5811	0.5033	0.5549	0.4711	0.5528	0.4693
