batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
4191	0.0869	0.0309	6.0698	0.0182	0.7289	0.1852	1.8993	0.0005	-0.0258	-0.0123	-0.0021	-0.0169	-0.0066	-0.0096	-0.0535	-0.0414	-0.0028	-0.0140	-0.0056	-0.0046	-0.0342	-0.0285	-0.0158	-0.0458	-0.0234	6.0844	0.0186	0.7662	0.1817	1.9126	-0.0008	0.0005	0.0099	0.0016	-0.0265	-0.0112	0.0074	-0.0315	-0.0189	0.0090	-0.0004	0.0152	-0.0023	-0.0371	-0.0118	-0.0087	-0.0287	-0.0115	0.5643	0.4752	0.5815	0.4883	0.5898	0.4997	0.5692	0.4811	0.5981	0.5136	0.5793	0.4905
4572	0.2485	0.0328	5.9598	0.0056	0.8177	0.2808	1.3271	0.0475	0.0299	0.0321	0.0348	0.0040	-0.0013	0.0583	0.0175	0.0269	0.0468	0.0142	0.0154	0.0209	-0.0041	-0.0034	0.0340	0.0086	0.0169	5.9734	0.0056	0.8650	0.2678	1.3413	0.0306	0.0249	0.0150	0.0445	0.0315	0.0236	0.0393	-0.0006	-0.0009	0.0457	0.0377	0.0238	0.0191	0.0025	-0.0014	0.0184	-0.0096	-0.0116	0.5547	0.4648	0.5705	0.4842	0.5765	0.4933	0.5654	0.4832	0.5716	0.4794	0.5761	0.4939
4953	0.1030	0.0450	6.0577	0.0154	0.7554	0.1885	2.0357	-0.0007	-0.0123	0.0189	0.0053	-0.0074	-0.0033	0.0042	-0.0244	-0.0188	0.0023	-0.0289	-0.0075	-0.0039	-0.0640	-0.0324	-0.0066	-0.0607	-0.0210	6.0760	0.0159	0.7684	0.1929	2.0654	-0.0065	-0.0072	-0.0111	-0.0089	0.0067	-0.0105	-0.0090	0.0079	0.0067	-0.0094	-0.0052	-0.0080	-0.0116	0.0044	-0.0011	-0.0011	0.0090	0.0084	0.5909	0.4992	0.5868	0.5031	0.5879	0.4929	0.6014	0.5097	0.6021	0.5079	0.5756	0.4886
5334	0.1007	0.0308	6.0026	0.0106	0.7904	0.1429	1.5985	0.0052	-0.0130	-0.0002	-0.0034	-0.0080	-0.0127	0.0041	-0.0470	-0.0343	0.0052	-0.0115	0.0122	-0.0079	0.0036	0.0220	0.0127	-0.0133	-0.0001	6.0125	0.0107	0.8333	0.1424	1.5694	0.0022	-0.0175	-0.0152	-0.0100	-0.0218	-0.0218	0.0110	-0.0135	-0.0047	0.0022	-0.0126	-0.0077	0.0159	0.0189	0.0344	0.0001	0.0177	0.0182	0.5972	0.5070	0.5973	0.5082	0.5665	0.4789	0.5996	0.5074	0.5901	0.5061	0.5827	0.4955
5715	0.1159	0.0414	6.0398	0.0146	0.7580	0.1875	1.8339	0.0002	0.0109	0.0297	0.0025	-0.0109	0.0125	-0.0004	-0.0292	-0.0202	0.0078	-0.0193	0.0029	0.0034	-0.0247	0.0083	0.0013	-0.0403	-0.0170	6.0505	0.0143	0.7833	0.1987	1.8375	-0.0007	0.0073	0.0133	-0.0002	-0.0005	0.0100	0.0013	0.0015	0.0061	-0.0025	-0.0068	-0.0034	0.0003	0.0153	0.0197	-0.0089	-0.0243	-0.0149	0.5977	0.5089	0.5899	0.5028	0.5849	0.5005	0.5950	0.5046	0.5857	0.4991	0.5916	0.5076
6096	0.1119	0.0394	6.0462	0.0136	0.7458	0.1913	1.8743	-0.0352	-0.0193	-0.0150	-0.0176	-0.0272	-0.0230	-0.0013	0.0008	0.0074	-0.0246	-0.0448	-0.0357	-0.0070	0.0022	0.0169	-0.0092	-0.0046	-0.0040	6.0589	0.0132	0.7940	0.2043	1.9016	-0.0117	-0.0089	-0.0080	-0.0162	-0.0039	0.0028	-0.0183	-0.0340	-0.0323	-0.0144	-0.0188	-0.0163	-0.0096	-0.0016	0.0015	-0.0106	-0.0122	-0.0072	0.5818	0.4920	0.5852	0.5041	0.5762	0.4830	0.5851	0.5079	0.5804	0.5036	0.5681	0.4886
6477	0.1686	0.0384	6.0549	0.0131	0.7459	0.2789	2.1678	-0.0014	-0.0130	-0.0102	0.0060	-0.0033	0.0081	-0.0060	-0.0260	-0.0212	0.0000	-0.0173	-0.0091	-0.0083	-0.0356	-0.0273	-0.0140	-0.0379	-0.0326	6.0596	0.0129	0.7902	0.2548	2.0752	-0.0148	-0.0175	-0.0119	0.0010	-0.0198	-0.0183	-0.0130	-0.0233	-0.0234	0.0015	0.0051	0.0116	0.0085	-0.0098	0.0086	0.0035	-0.0249	-0.0219	0.5797	0.4954	0.5737	0.4888	0.5550	0.4757	0.5792	0.4976	0.5732	0.4816	0.5797	0.4950
6858	0.0932	0.0292	6.1083	0.0212	0.6585	0.2024	2.2634	-0.0129	0.0001	0.0027	0.0060	0.0097	0.0105	-0.0088	-0.0171	-0.0157	0.0111	0.0249	0.0271	0.0078	0.0167	0.0184	-0.0058	-0.0208	-0.0174	6.1256	0.0219	0.7163	0.1968	2.3240	0.0042	0.0028	0.0039	-0.0015	-0.0162	-0.0143	-0.0028	-0.0030	-0.0011	-0.0042	0.0061	0.0092	0.0128	0.0176	0.0176	0.0097	0.0276	0.0290	0.5940	0.5070	0.5743	0.4971	0.5784	0.4944	0.5813	0.4975	0.5804	0.5009	0.5753	0.4867
7239	0.1645	0.0489	6.3982	0.0198	0.4104	0.6057	5.5470	0.0065	0.0169	0.0204	-0.0068	-0.0143	-0.0149	0.0011	-0.0124	-0.0118	-0.0019	-0.0089	-0.0091	-0.0115	-0.0150	-0.0138	0.0077	-0.0005	0.0011	6.4107	0.0202	0.4346	0.5964	5.5915	0.0008	-0.0003	-0.0003	0.0035	-0.0027	-0.0017	0.0009	-0.0072	-0.0052	-0.0054	-0.0156	-0.0150	0.0086	0.0320	0.0315	-0.0066	-0.0162	-0.0143	0.5642	0.4834	0.5734	0.4900	0.5834	0.5026	0.5693	0.4868	0.5782	0.5017	0.5855	0.4982
7620	0.0999	0.0274	6.0659	0.0154	0.7311	0.2398	2.2555	-0.0084	-0.0152	-0.0095	0.0032	-0.0098	-0.0080	-0.0053	-0.0002	0.0076	0.0034	-0.0023	0.0008	-0.0140	-0.0360	-0.0163	0.0021	-0.0252	-0.0141	6.0811	0.0147	0.7577	0.2403	2.2922	-0.0076	0.0031	0.0033	0.0062	0.0135	0.0163	-0.0112	-0.0059	-0.0016	-0.0059	-0.0104	-0.0072	0.0224	-0.0032	0.0059	-0.0122	-0.0075	-0.0021	0.5851	0.5029	0.5775	0.4934	0.5674	0.4912	0.5918	0.5151	0.5851	0.5035	0.5704	0.4771
8001	0.0818	0.0237	6.1851	0.0265	0.5995	0.2396	2.9359	-0.0072	-0.0023	0.0041	0.0133	0.0040	0.0125	0.0040	0.0102	0.0169	0.0021	-0.0068	-0.0015	-0.0060	-0.0002	0.0075	0.0026	0.0083	0.0174	6.1914	0.0274	0.6594	0.2410	2.9417	0.0113	0.0055	0.0082	-0.0029	0.0046	0.0093	-0.0005	-0.0002	0.0020	0.0030	0.0041	0.0061	-0.0013	-0.0070	-0.0011	0.0105	0.0071	0.0128	0.5794	0.5087	0.5752	0.4936	0.5729	0.4910	0.5737	0.4912	0.5733	0.4955	0.5781	0.4966
8382	0.2721	0.0267	6.6819	0.0233	0.2390	0.9875	11.3586	-0.0100	-0.0249	-0.0252	-0.0061	-0.0278	-0.0261	-0.0025	-0.0059	-0.0058	0.0079	0.0192	0.0207	0.0017	-0.0126	-0.0092	-0.0043	0.0111	0.0094	6.6944	0.0228	0.2518	0.9750	11.3687	0.0033	0.0200	0.0208	0.0067	0.0122	0.0136	-0.0161	-0.0297	-0.0291	0.0018	-0.0073	-0.0067	-0.0131	-0.0157	-0.0154	-0.0073	-0.0157	-0.0152	0.5733	0.4899	0.5793	0.4975	0.5858	0.5090	0.5826	0.5031	0.5645	0.4813	0.5794	0.5052
8763	0.2721	0.0267	6.6747	0.0235	0.2470	0.9960	12.3117	0.0026	0.0094	0.0098	0.0029	-0.0101	-0.0091	-0.0092	-0.0050	-0.0047	0.0189	0.0476	0.0482	-0.0041	-0.0387	-0.0360	-0.0044	-0.0077	-0.0084	6.6872	0.0230	0.2568	0.9867	12.3009	0.0051	0.0141	0.0138	-0.0116	-0.0185	-0.0186	-0.0045	-0.0191	-0.0186	0.0164	0.0147	0.0150	-0.0003	0.0092	0.0089	0.0065	0.0007	0.0041	0.5742	0.4824	0.5815	0.5039	0.5712	0.4987	0.5922	0.5157	0.5771	0.4991	0.5622	0.4703
9144	0.2721	0.0267	6.6815	0.0233	0.2380	0.9666	10.2609	-0.0010	0.0037	0.0042	-0.0043	0.0059	0.0081	0.0004	0.0182	0.0182	0.0065	0.0237	0.0240	0.0031	0.0071	0.0055	-0.0029	0.0184	0.0183	6.6941	0.0228	0.2535	0.9553	10.2471	0.0058	0.0088	0.0091	-0.0012	-0.0193	-0.0192	-0.0057	0.0058	0.0064	0.0021	0.0236	0.0232	-0.0022	-0.0033	-0.0018	-0.0095	-0.0087	-0.0085	0.5805	0.5041	0.5851	0.5165	0.5953	0.5178	0.5803	0.4966	0.5734	0.4850	0.5605	0.4818
9525	0.2721	0.0267	6.6888	0.0231	0.2323	0.9894	11.4891	0.0033	0.0060	0.0072	0.0045	0.0157	0.0152	0.0097	0.0026	0.0040	0.0028	-0.0109	-0.0111	-0.0089	-0.0181	-0.0200	-0.0082	-0.0175	-0.0183	6.7010	0.0226	0.2460	0.9765	11.4829	0.0088	-0.0050	-0.0038	-0.0019	-0.0068	-0.0056	0.0050	0.0233	0.0230	0.0042	-0.0083	-0.0081	-0.0113	-0.0153	-0.0175	-0.0128	-0.0204	-0.0175	0.5822	0.4946	0.5843	0.5080	0.5810	0.5051	0.5884	0.5146	0.5614	0.4808	0.5484	0.4673
9906	0.2721	0.0267	6.6468	0.0243	0.2663	0.9574	9.9333	0.0015	0.0146	0.0151	0.0042	0.0024	0.0023	-0.0023	-0.0030	-0.0030	-0.0060	-0.0245	-0.0243	-0.0018	-0.0093	-0.0119	-0.0009	0.0241	0.0207	6.6590	0.0238	0.2826	0.9475	9.9205	0.0052	-0.0041	-0.0037	-0.0064	-0.0032	-0.0032	0.0063	0.0080	0.0084	0.0036	0.0047	0.0050	0.0086	0.0117	0.0111	-0.0121	-0.0125	-0.0141	0.5711	0.4968	0.5854	0.5083	0.5583	0.4718	0.5814	0.5065	0.5837	0.5031	0.5762	0.4981
10287	0.2434	0.0357	6.7306	0.0167	0.1773	0.9965	12.2689	-0.0049	0.0159	0.0162	-0.0007	-0.0059	-0.0058	0.0017	-0.0006	-0.0005	0.0171	0.0382	0.0381	0.0096	0.0111	0.0102	-0.0025	-0.0191	-0.0203	6.7435	0.0165	0.1871	0.9850	12.2784	0.0030	0.0018	0.0018	-0.0001	-0.0103	-0.0097	-0.0009	-0.0067	-0.0069	0.0110	0.0401	0.0401	0.0020	-0.0097	-0.0092	0.0064	0.0379	0.0398	0.5759	0.5009	0.5868	0.4969	0.5920	0.5104	0.5272	0.4213	0.5765	0.4969	0.5773	0.5038
10668	0.2721	0.0267	6.6464	0.0243	0.2664	0.9776	11.1848	-0.0017	-0.0130	-0.0112	0.0007	0.0186	0.0195	-0.0015	-0.0095	-0.0096	0.0024	0.0035	0.0057	-0.0015	-0.0039	-0.0068	-0.0093	-0.0143	-0.0103	6.6595	0.0238	0.2819	0.9689	11.1972	-0.0013	-0.0001	-0.0008	-0.0068	-0.0252	-0.0247	-0.0029	-0.0203	-0.0191	0.0069	0.0195	0.0198	-0.0054	-0.0187	-0.0184	-0.0032	-0.0042	-0.0025	0.5709	0.4892	0.5837	0.5086	0.5762	0.5042	0.5928	0.5103	0.5666	0.4899	0.5762	0.4871
11049	0.2721	0.0267	6.6470	0.0243	0.2652	0.9760	10.6834	0.0014	0.0065	0.0080	-0.0085	-0.0303	-0.0301	0.0047	0.0145	0.0152	0.0035	0.0178	0.0184	-0.0077	0.0097	0.0094	-0.0108	-0.0051	-0.0041	6.6605	0.0238	0.2828	0.9648	10.7067	0.0052	0.0148	0.0146	-0.0028	-0.0016	-0.0005	-0.0021	-0.0156	-0.0163	0.0027	-0.0052	-0.0058	-0.0060	-0.0060	-0.0100	-0.0165	-0.0182	-0.0146	0.5717	0.4927	0.5753	0.4949	0.5741	0.4913	0.5774	0.4963	0.5730	0.4947	0.5687	0.4891
11430	0.2721	0.0267	6.6437	0.0243	0.2686	0.9889	11.6650	-0.0065	-0.0006	-0.0004	-0.0029	-0.0187	-0.0180	-0.0000	-0.0077	-0.0074	0.0080	0.0439	0.0439	0.0108	0.0137	0.0129	0.0073	0.0255	0.0236	6.6566	0.0239	0.2817	0.9780	11.6687	-0.0047	-0.0100	-0.0087	-0.0014	-0.0204	-0.0195	0.0056	-0.0092	-0.0092	-0.0048	0.0062	0.0059	0.0014	-0.0157	-0.0152	-0.0037	0.0016	-0.0002	0.5826	0.4986	0.5668	0.4851	0.5795	0.4961	0.5702	0.4916	0.5711	0.4903	0.5828	0.5064
11811	0.2721	0.0267	6.6492	0.0242	0.2630	0.9929	11.8884	-0.0121	-0.0307	-0.0307	0.0082	0.0242	0.0262	0.0020	0.0049	0.0059	-0.0084	-0.0217	-0.0202	0.0063	0.0342	0.0330	0.0016	0.0176	0.0153	6.6625	0.0237	0.2794	0.9815	11.9035	0.0012	-0.0057	-0.0058	0.0108	0.0284	0.0295	0.0067	0.0409	0.0414	0.0028	-0.0009	-0.0000	-0.0114	-0.0221	-0.0218	-0.0032	-0.0116	-0.0129	0.5801	0.5048	0.5673	0.4784	0.5886	0.5006	0.5712	0.4926	0.5881	0.5138	0.5762	0.4868
12192	0.2721	0.0267	6.6879	0.0231	0.2341	0.9952	12.1966	-0.0054	-0.0220	-0.0208	-0.0025	-0.0152	-0.0150	-0.0035	-0.0045	-0.0037	-0.0035	-0.0060	-0.0051	-0.0049	-0.0237	-0.0203	-0.0058	0.0010	0.0046	6.7006	0.0226	0.2453	0.9861	12.2220	0.0023	-0.0054	-0.0049	0.0059	0.0075	0.0075	-0.0006	-0.0111	-0.0117	-0.0043	-0.0020	-0.0016	-0.0052	-0.0097	-0.0104	0.0095	0.0260	0.0245	0.5801	0.4978	0.5823	0.5008	0.5870	0.5075	0.5853	0.5046	0.5951	0.5079	0.5653	0.4773
12573	0.2721	0.0267	6.7111	0.0224	0.2171	0.9954	12.0757	-0.0031	-0.0223	-0.0222	0.0095	0.0102	0.0133	-0.0036	-0.0009	0.0005	-0.0040	-0.0112	-0.0109	-0.0018	0.0088	0.0113	-0.0105	-0.0166	-0.0182	6.7240	0.0219	0.2251	0.9840	12.1101	-0.0040	-0.0102	-0.0093	-0.0097	-0.0254	-0.0253	-0.0003	-0.0146	-0.0137	-0.0001	0.0061	0.0069	-0.0059	-0.0051	-0.0079	-0.0061	-0.0146	-0.0122	0.5778	0.4933	0.5942	0.5240	0.5961	0.5153	0.5861	0.5012	0.5836	0.5042	0.5540	0.4769
12954	0.2721	0.0267	6.6877	0.0231	0.2342	0.9954	12.0772	-0.0023	-0.0044	-0.0041	-0.0015	-0.0052	-0.0041	0.0028	0.0064	0.0059	0.0063	0.0106	0.0112	-0.0023	0.0022	0.0035	0.0070	0.0114	0.0090	6.7001	0.0226	0.2443	0.9836	12.0658	0.0074	-0.0008	-0.0005	-0.0080	0.0018	0.0018	0.0086	0.0103	0.0104	-0.0059	-0.0319	-0.0317	0.0000	0.0023	0.0021	-0.0021	0.0014	0.0016	0.5831	0.5042	0.5947	0.5164	0.5761	0.4965	0.5666	0.4800	0.5765	0.4918	0.5885	0.5104
13335	0.2721	0.0267	6.7112	0.0224	0.2146	0.9977	13.3957	-0.0052	-0.0061	-0.0063	0.0001	0.0123	0.0123	-0.0072	-0.0127	-0.0124	-0.0034	0.0014	0.0013	-0.0032	0.0039	0.0022	0.0026	0.0129	0.0145	6.7232	0.0219	0.2257	0.9930	13.3627	0.0094	0.0287	0.0281	-0.0010	-0.0012	-0.0009	0.0112	0.0343	0.0347	-0.0016	-0.0010	-0.0015	0.0034	-0.0088	-0.0096	-0.0011	0.0005	0.0003	0.5704	0.4857	0.5719	0.4851	0.5816	0.5027	0.5808	0.5002	0.5769	0.5071	0.5626	0.4768
13716	0.2721	0.0267	6.6604	0.0239	0.2610	0.9828	11.2543	0.0034	0.0037	0.0028	-0.0005	-0.0036	-0.0038	0.0056	0.0250	0.0257	0.0015	-0.0060	-0.0058	0.0047	0.0067	0.0078	-0.0046	-0.0078	-0.0075	6.6732	0.0234	0.2731	0.9717	11.2477	0.0042	-0.0014	-0.0013	-0.0068	-0.0137	-0.0139	-0.0035	-0.0056	-0.0059	0.0026	0.0022	0.0024	-0.0058	0.0170	0.0171	0.0058	-0.0045	-0.0059	0.5650	0.4881	0.5771	0.4919	0.5776	0.4987	0.5663	0.4838	0.5810	0.5080	0.5935	0.5185
14097	0.2721	0.0267	6.7005	0.0227	0.2244	0.9969	12.7157	-0.0042	0.0037	0.0050	0.0009	0.0123	0.0115	0.0019	-0.0029	-0.0028	0.0024	0.0130	0.0128	-0.0013	0.0200	0.0210	0.0009	-0.0079	-0.0084	6.7132	0.0222	0.2355	0.9911	12.7064	0.0055	-0.0004	-0.0004	-0.0034	-0.0125	-0.0114	-0.0086	-0.0128	-0.0127	-0.0126	-0.0347	-0.0343	0.0014	-0.0061	-0.0061	0.0007	-0.0124	-0.0091	0.5866	0.5080	0.5827	0.5026	0.5904	0.5152	0.5739	0.4935	0.5755	0.4872	0.5780	0.4998
