batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0085	0.0001	77.9564	0.0001	0.0104	0.9466	144.0000	0.0460	0.0309	0.0203	0.0236	79.9933	0.0000	0.0000	0.8024	144.0000	-0.2099	-0.3464	-0.4174	-0.1277	0.2467	0.5662	0.2402	0.5572	0.2309	0.5407	0.2202	0.5184
850	0.0409	0.0178	77.9561	0.0003	0.0210	0.9872	144.0000	0.1235	0.2397	0.2185	0.1135	79.9931	0.0000	0.0000	1.0000	144.0000	-0.1642	-0.3416	-0.5485	-0.0697	0.2617	0.5778	0.2711	0.6199	0.2822	0.6375	0.2598	0.5643
1275	0.3196	0.2348	77.9530	0.0021	0.1501	0.9997	144.0000	0.3164	0.3473	0.3203	0.2892	79.9905	0.0001	0.0001	1.0000	144.0000	-0.7431	-0.8127	-0.6646	-0.6308	0.2661	0.5767	0.3165	0.6346	0.3569	0.6905	0.2623	0.5716
1700	0.5031	0.3962	77.9507	0.0033	0.2702	1.0000	144.0000	0.5086	0.5146	0.4521	0.4990	79.9896	0.0001	0.0001	1.0000	144.0000	-0.7832	-0.8234	-0.6625	-0.6652	0.3921	0.7053	0.4312	0.7487	0.4601	0.7860	0.3823	0.7045
2125	0.5918	0.4669	77.9496	0.0038	0.3182	0.9997	144.0000	0.6189	0.6184	0.5164	0.6056	79.9890	0.0001	0.0001	1.0000	144.0000	-0.8020	-0.8256	-0.6680	-0.7249	0.4019	0.7270	0.4306	0.7575	0.4337	0.7655	0.3775	0.7232
2550	0.6270	0.4993	77.9488	0.0041	0.3574	0.9997	144.0000	0.6248	0.6234	0.5349	0.6104	79.9889	0.0001	0.0001	1.0000	144.0000	-0.7608	-0.7901	-0.6569	-0.6582	0.4606	0.7769	0.5049	0.8055	0.5343	0.8239	0.4734	0.7826
2975	0.6205	0.5125	77.9488	0.0040	0.3547	1.0000	144.0000	0.6049	0.6076	0.5447	0.5922	79.9886	0.0001	0.0001	1.0000	144.0000	-0.7870	-0.8231	-0.7219	-0.7019	0.4392	0.7528	0.4760	0.7797	0.4987	0.8024	0.4278	0.7593
3400	0.6361	0.5170	77.9488	0.0041	0.3549	1.0000	144.0000	0.6537	0.6519	0.5788	0.6388	79.9886	0.0001	0.0001	1.0000	144.0000	-0.8138	-0.8535	-0.7147	-0.7576	0.4143	0.7517	0.4626	0.7814	0.4908	0.8055	0.3910	0.7444
3825	0.6335	0.5165	77.9487	0.0041	0.3448	1.0000	144.0000	0.6452	0.6447	0.5837	0.6346	79.9886	0.0001	0.0001	1.0000	144.0000	-0.8251	-0.8711	-0.7295	-0.7393	0.4545	0.7637	0.4856	0.7861	0.4812	0.8003	0.4239	0.7604
4250	0.7060	0.5635	77.9479	0.0046	0.3827	0.9997	144.0000	0.7128	0.7142	0.6563	0.7009	79.9881	0.0001	0.0001	1.0000	144.0000	-0.7913	-0.8192	-0.7011	-0.7208	0.4579	0.7899	0.4933	0.8125	0.5123	0.8295	0.4407	0.7871
