batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0077	0.0062	77.8987	0.0004	0.0518	0.7443	111.5526	-0.0093	0.0141	0.0095	0.0054	0.0017	-0.0120	79.9373	0.0004	0.0004	0.6623	111.5837	-0.0286	0.0049	0.0152	0.0351	0.0001	0.0159	0.2237	0.5028	0.2281	0.5194	0.2199	0.4984	0.2151	0.4916	0.2204	0.4964	0.2214	0.4891
850	0.0065	0.0052	77.9000	0.0004	0.0510	0.7497	111.7412	-0.0030	0.0181	-0.0172	-0.0055	0.0006	-0.0025	79.9380	0.0004	0.0004	0.6956	111.8679	-0.0250	-0.0159	0.0055	0.0249	0.0126	-0.0276	0.2133	0.4921	0.2185	0.4981	0.2188	0.4941	0.2216	0.4911	0.2354	0.5169	0.2194	0.5000
1275	0.0065	0.0062	77.8995	0.0004	0.0513	0.7577	111.7841	-0.0030	0.0154	0.0035	0.0000	-0.0185	-0.0162	79.9363	0.0004	0.0004	0.8075	111.9012	-0.0200	-0.0278	0.0087	0.0132	0.0257	-0.0118	0.2183	0.4979	0.2223	0.5010	0.2236	0.4979	0.2238	0.5112	0.2266	0.5024	0.2290	0.5195
1700	0.0057	0.0043	77.8995	0.0004	0.0496	0.7321	111.6841	-0.0108	0.0130	0.0122	0.0110	0.0004	-0.0144	79.9354	0.0004	0.0004	0.8095	111.5907	0.0236	0.0083	0.0127	-0.0036	0.0096	-0.0155	0.2240	0.5130	0.2221	0.5039	0.2147	0.4885	0.2184	0.4994	0.2039	0.4719	0.2304	0.5160
2125	0.0068	0.0054	77.8992	0.0004	0.0517	0.7452	111.7034	0.0004	0.0038	-0.0151	-0.0003	-0.0098	-0.0143	79.9367	0.0003	0.0003	0.8276	111.9345	-0.0113	-0.0109	0.0224	-0.0200	-0.0285	-0.0157	0.2200	0.5006	0.2257	0.5055	0.2220	0.5018	0.2095	0.4804	0.2263	0.5059	0.2137	0.4916
2550	0.0082	0.0067	77.9000	0.0004	0.0496	0.7381	111.6435	-0.0023	0.0071	0.0059	0.0043	0.0130	-0.0033	79.9355	0.0004	0.0004	0.8095	111.8427	0.0133	-0.0384	-0.0609	0.0048	-0.0134	0.0060	0.2224	0.4949	0.2224	0.5023	0.2142	0.4857	0.2156	0.5009	0.2298	0.5121	0.2196	0.4963
2975	0.0048	0.0039	77.8992	0.0004	0.0510	0.7531	111.6557	-0.0059	0.0044	0.0091	0.0172	0.0051	-0.0092	79.9374	0.0004	0.0004	0.7863	111.7913	0.0290	-0.0319	-0.0179	0.0177	0.0173	0.0287	0.2307	0.5109	0.2196	0.4967	0.2154	0.4860	0.2198	0.4923	0.2178	0.4882	0.2260	0.5106
3400	0.0088	0.0074	77.8996	0.0004	0.0498	0.7378	111.7753	-0.0111	0.0027	0.0004	-0.0213	-0.0200	0.0154	79.9370	0.0004	0.0004	0.8226	111.6270	0.0199	-0.0222	-0.0282	-0.0095	0.0044	0.0052	0.2272	0.5056	0.2236	0.5014	0.2235	0.5048	0.2202	0.5015	0.2177	0.4959	0.2308	0.5081
3825	0.0057	0.0051	77.9002	0.0004	0.0495	0.7386	111.8014	-0.0105	0.0133	0.0065	0.0039	-0.0254	-0.0032	79.9354	0.0004	0.0004	0.7974	111.6744	-0.0083	-0.0344	-0.0047	-0.0169	0.0086	0.0196	0.2277	0.5117	0.2136	0.4982	0.2129	0.4907	0.2282	0.5149	0.2204	0.5043	0.2212	0.5031
4250	0.0054	0.0039	77.8994	0.0004	0.0488	0.7520	111.7713	-0.0081	0.0096	0.0016	-0.0040	-0.0105	0.0044	79.9369	0.0004	0.0004	0.8065	111.8700	-0.0324	-0.0107	0.0017	0.0193	0.0006	0.0026	0.2169	0.4863	0.2228	0.5022	0.2111	0.4793	0.2219	0.4957	0.2260	0.4973	0.2224	0.4956
