batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0097	0.0082	77.9004	0.0004	0.0487	0.7295	111.8943	0.0007	0.0030	0.0092	0.0078	-0.0141	0.0159	79.9356	0.0004	0.0004	0.8075	111.7812	0.0365	-0.0053	-0.0318	0.0109	0.0193	0.0259	0.2182	0.5073	0.2119	0.4829	0.2223	0.5025	0.2213	0.5036	0.2130	0.4858	0.2145	0.4944
850	0.0043	0.0035	77.9002	0.0004	0.0497	0.7418	111.9099	-0.0112	-0.0080	0.0046	-0.0008	0.0060	0.0024	79.9356	0.0004	0.0004	0.7681	111.8770	0.0288	0.0047	0.0069	-0.0157	0.0289	0.0254	0.2303	0.5238	0.2272	0.5052	0.2311	0.5142	0.2132	0.4896	0.2149	0.4888	0.2309	0.5100
1275	0.0071	0.0058	77.8999	0.0004	0.0487	0.7398	111.9119	-0.0161	0.0062	-0.0132	0.0035	-0.0057	-0.0202	79.9371	0.0004	0.0004	0.7812	111.9173	0.0117	0.0269	-0.0086	0.0090	-0.0065	-0.0026	0.2181	0.4965	0.2201	0.5043	0.2156	0.4850	0.2178	0.4967	0.2247	0.5064	0.2228	0.5016
1700	0.0071	0.0063	77.8999	0.0004	0.0495	0.7344	111.8824	-0.0109	-0.0067	0.0094	0.0026	-0.0029	0.0123	79.9376	0.0004	0.0004	0.7248	111.8750	-0.0128	0.0047	0.0224	0.0063	-0.0038	-0.0207	0.2247	0.5076	0.2198	0.4961	0.2298	0.5097	0.2307	0.5171	0.2190	0.4920	0.2130	0.4876
2125	0.0068	0.0054	77.8997	0.0004	0.0492	0.7497	111.9548	0.0008	0.0123	-0.0212	-0.0001	-0.0108	0.0058	79.9373	0.0004	0.0004	0.7591	111.9456	0.0093	-0.0077	-0.0037	0.0159	-0.0061	0.0230	0.2187	0.4984	0.2154	0.4948	0.2367	0.5261	0.2250	0.5069	0.2117	0.4868	0.2162	0.4975
2550	0.0071	0.0059	77.8995	0.0004	0.0519	0.7355	111.8696	0.0095	-0.0082	0.0073	-0.0031	-0.0063	0.0048	79.9364	0.0004	0.0004	0.7369	111.9567	-0.0160	-0.0105	0.0077	-0.0384	-0.0135	-0.0183	0.2150	0.4847	0.2196	0.4948	0.2239	0.5080	0.2218	0.4933	0.2194	0.5005	0.2274	0.5080
2975	0.0060	0.0048	77.8995	0.0004	0.0492	0.7318	111.9102	0.0104	-0.0196	0.0113	-0.0014	0.0015	-0.0119	79.9375	0.0004	0.0004	0.7248	112.0282	0.0016	-0.0275	-0.0069	0.0120	0.0209	-0.0002	0.2182	0.4985	0.2164	0.4981	0.2414	0.5210	0.2108	0.4897	0.2293	0.5143	0.2231	0.4967
3400	0.0094	0.0079	77.9002	0.0004	0.0506	0.7420	112.0026	0.0029	0.0164	-0.0168	0.0043	0.0024	-0.0036	79.9371	0.0004	0.0004	0.7298	112.0726	0.0040	0.0242	-0.0097	-0.0144	0.0524	0.0243	0.2155	0.4909	0.2195	0.4972	0.2144	0.4906	0.2209	0.5080	0.2250	0.4951	0.2133	0.4814
3825	0.0102	0.0089	77.8996	0.0004	0.0508	0.7375	111.9358	0.0055	0.0131	0.0121	-0.0147	0.0014	0.0021	79.9351	0.0004	0.0004	0.7500	111.8014	-0.0032	0.0116	0.0113	-0.0387	-0.0148	0.0027	0.2173	0.4880	0.2235	0.5098	0.2215	0.5064	0.2364	0.5189	0.2198	0.4980	0.2208	0.5000
4250	0.0091	0.0085	77.8997	0.0004	0.0500	0.7452	111.9372	-0.0099	-0.0175	-0.0007	0.0107	-0.0007	0.0118	79.9360	0.0004	0.0004	0.7288	111.8306	0.0114	-0.0214	-0.0086	0.0321	0.0215	-0.0242	0.2150	0.4882	0.2163	0.4860	0.2296	0.5124	0.2176	0.5009	0.2246	0.5020	0.2142	0.4890
4675	0.0068	0.0059	77.9005	0.0004	0.0503	0.7366	111.9281	0.0079	-0.0163	-0.0170	0.0018	0.0056	0.0017	79.9376	0.0004	0.0004	0.7278	111.9859	0.0086	0.0496	0.0104	0.0462	0.0140	-0.0039	0.2275	0.5079	0.2228	0.5037	0.2083	0.4773	0.2246	0.5075	0.2245	0.5080	0.2180	0.4981
5100	0.0057	0.0045	77.9007	0.0004	0.0502	0.7594	112.0185	0.0122	-0.0059	-0.0188	0.0032	0.0016	0.0060	79.9365	0.0004	0.0004	0.7530	111.8982	0.0372	0.0495	0.0037	0.0296	0.0153	-0.0219	0.2093	0.4819	0.2189	0.5016	0.2155	0.4922	0.2159	0.4906	0.2166	0.4999	0.2171	0.4896
5525	0.0063	0.0054	77.9005	0.0004	0.0502	0.7364	111.9202	0.0115	-0.0045	-0.0167	0.0001	-0.0104	0.0021	79.9385	0.0003	0.0003	0.7429	112.0131	-0.0104	0.0154	-0.0158	0.0395	-0.0494	0.0131	0.2199	0.4986	0.2159	0.4856	0.2334	0.5057	0.2230	0.4990	0.2278	0.5201	0.2246	0.5079
5950	0.0071	0.0062	77.8994	0.0004	0.0512	0.7344	111.8778	-0.0141	0.0003	-0.0119	-0.0111	-0.0078	0.0067	79.9381	0.0004	0.0004	0.7298	111.8085	0.0019	-0.0097	0.0061	0.0136	0.0167	0.0015	0.2231	0.5033	0.2180	0.4947	0.2166	0.5030	0.2245	0.5074	0.2235	0.4939	0.2113	0.4854
6375	0.0080	0.0069	77.9000	0.0004	0.0508	0.7460	111.9730	0.0142	-0.0103	0.0053	-0.0120	0.0076	0.0015	79.9382	0.0004	0.0004	0.7379	112.0252	0.0156	0.0296	0.0214	-0.0023	-0.0317	-0.0145	0.2107	0.4844	0.2236	0.5043	0.2163	0.4863	0.2181	0.4979	0.2268	0.5122	0.2238	0.5022
6800	0.0074	0.0064	77.9005	0.0004	0.0497	0.7364	111.9239	-0.0000	-0.0004	0.0048	0.0152	-0.0065	-0.0076	79.9377	0.0004	0.0004	0.7591	111.8296	0.0256	0.0284	0.0115	0.0048	-0.0362	-0.0176	0.2251	0.5064	0.2113	0.4782	0.2289	0.5117	0.2241	0.5037	0.2263	0.5065	0.2161	0.4910
