batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.0116	0.0008	77.9564	0.0001	0.0098	0.9392	144.0000	0.0079	0.0419	0.0580	-0.0052	79.9933	0.0000	0.0000	0.9788	144.0000	0.1981	-0.2028	-0.3410	0.1941	0.2045	0.4486	0.2167	0.4939	0.2259	0.5211	0.2012	0.4470
850	0.0662	0.0216	77.9561	0.0005	0.0361	0.9952	144.0000	0.2716	0.2926	0.2780	0.1858	79.9931	0.0000	0.0000	0.9345	144.0000	-0.4823	-0.6702	-0.6814	-0.1883	0.3258	0.6587	0.3651	0.7076	0.3680	0.7120	0.2794	0.6011
1275	0.2818	0.2076	77.9533	0.0018	0.1404	0.9997	144.0000	0.2680	0.3081	0.2604	0.2344	79.9910	0.0001	0.0001	1.0000	144.0000	-0.6473	-0.7789	-0.5758	-0.5107	0.3131	0.6316	0.3629	0.6975	0.3679	0.7111	0.2962	0.6117
1700	0.5026	0.3900	77.9509	0.0033	0.2567	1.0000	144.0000	0.5010	0.5047	0.4282	0.4813	79.9897	0.0001	0.0001	1.0000	144.0000	-0.7262	-0.7821	-0.6481	-0.6081	0.3658	0.6893	0.4209	0.7333	0.4567	0.7643	0.3549	0.6850
2125	0.5957	0.4706	77.9495	0.0039	0.3219	0.9997	144.0000	0.6201	0.6225	0.5364	0.6054	79.9888	0.0001	0.0001	1.0000	144.0000	-0.8014	-0.8310	-0.6549	-0.6962	0.3908	0.7262	0.4300	0.7573	0.4621	0.7842	0.4014	0.7328
2550	0.5966	0.4844	77.9493	0.0039	0.3232	0.9997	144.0000	0.5767	0.5812	0.5210	0.5698	79.9888	0.0001	0.0001	1.0000	144.0000	-0.7723	-0.8171	-0.7096	-0.6756	0.4170	0.7412	0.4701	0.7763	0.5095	0.8093	0.4157	0.7448
2975	0.6418	0.5094	77.9490	0.0042	0.3434	1.0000	144.0000	0.6706	0.6712	0.5961	0.6567	79.9893	0.0001	0.0001	1.0000	144.0000	-0.7829	-0.8462	-0.7080	-0.6620	0.4613	0.7882	0.5163	0.8184	0.5606	0.8421	0.4485	0.7884
3400	0.6472	0.5237	77.9486	0.0042	0.3500	0.9997	144.0000	0.6297	0.6311	0.5530	0.6146	79.9887	0.0001	0.0001	1.0000	144.0000	-0.7755	-0.8146	-0.7040	-0.6884	0.4600	0.7682	0.5015	0.7934	0.5218	0.8113	0.4464	0.7675
3825	0.6852	0.5523	77.9483	0.0045	0.3671	1.0000	144.0000	0.7310	0.7317	0.6440	0.7179	79.9886	0.0001	0.0001	1.0000	144.0000	-0.8043	-0.8526	-0.7341	-0.7166	0.4611	0.7896	0.4967	0.8108	0.5174	0.8257	0.4637	0.7912
4250	0.6634	0.5484	77.9489	0.0043	0.3644	0.9997	144.0000	0.7044	0.7047	0.6398	0.6864	79.9884	0.0001	0.0001	1.0000	144.0000	-0.8332	-0.8714	-0.7268	-0.7768	0.3958	0.7289	0.4173	0.7449	0.4289	0.7614	0.3647	0.7199
