batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.7440	0.6043	77.3626	0.0018	0.1704	0.9401	45.2781	0.7521	0.7093	0.5986	0.7265	0.4770	0.5367	79.7591	0.0016	0.0016	0.6573	86.8296	-0.5957	-0.6549	-0.5986	-0.4882	0.2244	-0.3089	0.6833	0.8852	0.7261	0.9030	0.7176	0.9039	0.6638	0.8792	0.2455	0.5864	0.4926	0.8296
850	0.7480	0.6159	77.3317	0.0016	0.1627	0.8977	32.5472	0.7383	0.7050	0.5998	0.7102	0.4550	0.5235	79.7140	0.0018	0.0019	0.0968	70.1895	-0.7151	-0.8202	-0.7970	-0.6082	0.2611	-0.4034	0.6239	0.8489	0.6543	0.8651	0.6806	0.8750	0.5553	0.8349	0.2551	0.6204	0.4976	0.8225
1275	0.7457	0.6017	77.3167	0.0015	0.1665	0.8957	30.9625	0.7108	0.6692	0.5538	0.6887	0.4376	0.4830	79.6985	0.0020	0.0020	0.1018	66.9647	-0.6904	-0.7835	-0.7665	-0.5761	0.1816	-0.3791	0.6064	0.8513	0.6442	0.8728	0.6432	0.8776	0.5793	0.8464	0.2576	0.6307	0.4615	0.8105
1700	0.7659	0.6103	77.3128	0.0015	0.1613	0.9065	36.4463	0.7581	0.7244	0.6215	0.7387	0.5198	0.5809	79.7302	0.0018	0.0018	0.3155	74.6310	-0.6860	-0.7884	-0.7794	-0.5718	0.2155	-0.4054	0.6335	0.8736	0.6661	0.8930	0.6798	0.8979	0.5899	0.8618	0.2772	0.6702	0.5445	0.8493
2125	0.7747	0.6138	77.3495	0.0017	0.1742	0.9344	49.6866	0.7691	0.7334	0.6478	0.7477	0.5190	0.5976	79.7742	0.0015	0.0015	0.7268	87.1946	-0.6687	-0.7763	-0.7692	-0.5567	0.2807	-0.4403	0.6895	0.8936	0.7291	0.9097	0.7521	0.9177	0.6401	0.8837	0.2695	0.6513	0.6221	0.8771
2550	0.7841	0.6256	77.4122	0.0021	0.2102	0.9673	68.5830	0.7750	0.7318	0.6542	0.7520	0.4856	0.5912	79.8043	0.0013	0.0013	0.9476	95.4677	-0.6538	-0.7597	-0.7377	-0.5168	0.3168	-0.3364	0.6931	0.8990	0.7203	0.9143	0.7133	0.9184	0.6433	0.8869	0.2500	0.6119	0.5527	0.8637
2975	0.7719	0.6265	77.5811	0.0029	0.2860	0.9997	98.9205	0.7491	0.6863	0.6043	0.7168	0.2727	0.5382	79.8687	0.0009	0.0009	1.0000	111.1260	-0.6238	-0.7303	-0.6965	-0.5075	0.3623	-0.3720	0.7218	0.9051	0.7547	0.9179	0.7678	0.9233	0.6474	0.8894	0.1924	0.4727	0.5884	0.8598
3400	0.7767	0.6297	77.8164	0.0043	0.4141	0.9997	122.4679	0.7211	0.6047	0.5135	0.6703	0.0207	0.4446	79.9421	0.0004	0.0004	1.0000	125.4940	-0.4937	-0.5994	-0.5817	-0.3253	0.2240	-0.2382	0.6442	0.8938	0.6658	0.9024	0.6180	0.8798	0.5932	0.8791	0.1567	0.3260	0.4034	0.7714
3825	0.7611	0.6255	77.9262	0.0048	0.4503	1.0000	134.9866	0.6738	0.5223	0.4457	0.5706	0.0807	0.3448	79.9802	0.0001	0.0001	1.0000	136.3730	-0.3790	-0.4207	-0.4348	-0.2200	0.1102	-0.0987	0.6634	0.8976	0.6206	0.8709	0.5843	0.8484	0.5662	0.8633	0.2112	0.5116	0.3634	0.7274
4250	0.2276	0.1827	77.9486	0.0015	0.1221	0.9991	139.1060	0.3474	0.3166	0.2369	0.2457	0.2316	0.2613	79.9871	0.0001	0.0001	1.0000	139.7601	-0.1720	-0.2118	-0.1609	-0.0716	-0.2292	-0.2508	0.3729	0.6892	0.3989	0.7161	0.3251	0.6478	0.2953	0.6153	0.3461	0.6925	0.3682	0.7040
