batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0077	0.0066	77.9002	0.0004	0.0487	0.7449	111.8741	0.0041	0.0243	0.0074	0.0215	0.0023	0.0021	79.9373	0.0004	0.0004	0.8024	111.9728	-0.0197	-0.0091	0.0097	-0.0473	0.0141	0.0112	0.2278	0.5140	0.2122	0.4847	0.2231	0.4980	0.2201	0.4928	0.2221	0.5016	0.2200	0.4994
850	0.0091	0.0078	77.9005	0.0004	0.0492	0.7432	111.9384	0.0071	0.0105	0.0048	0.0003	-0.0157	-0.0078	79.9377	0.0004	0.0004	0.7772	111.8508	-0.0410	-0.0070	-0.0331	-0.0141	-0.0301	-0.0044	0.2091	0.4821	0.2276	0.5059	0.2185	0.4957	0.2195	0.4980	0.2256	0.5094	0.2213	0.5089
1275	0.0057	0.0050	77.9001	0.0004	0.0511	0.7284	111.8193	-0.0110	-0.0134	-0.0051	0.0035	0.0143	0.0065	79.9376	0.0004	0.0004	0.7581	112.0212	0.0165	-0.0115	0.0134	-0.0103	0.0063	0.0235	0.2130	0.4803	0.2187	0.4932	0.2131	0.4911	0.2257	0.4978	0.2217	0.4906	0.2249	0.5043
1700	0.0065	0.0054	77.9004	0.0004	0.0497	0.7426	111.9693	0.0107	-0.0023	-0.0036	-0.0134	0.0064	-0.0027	79.9371	0.0004	0.0004	0.7742	111.8740	0.0037	-0.0219	0.0205	0.0538	0.0185	-0.0051	0.2184	0.4989	0.2365	0.5213	0.2225	0.5026	0.2082	0.4885	0.2104	0.4778	0.2271	0.5032
2125	0.0080	0.0065	77.8996	0.0004	0.0515	0.7352	111.8273	0.0034	-0.0037	-0.0141	-0.0031	-0.0199	-0.0011	79.9366	0.0004	0.0004	0.7329	111.7470	0.0112	-0.0100	-0.0083	-0.0111	0.0031	-0.0127	0.2407	0.5264	0.2116	0.4882	0.2136	0.4831	0.2148	0.4870	0.2099	0.4849	0.2176	0.4880
2550	0.0063	0.0049	77.8998	0.0004	0.0504	0.7389	111.7790	-0.0187	0.0279	-0.0196	-0.0082	-0.0015	-0.0042	79.9384	0.0003	0.0003	0.7853	111.9688	0.0197	0.0027	0.0098	-0.0258	0.0131	-0.0023	0.2225	0.4964	0.2315	0.5140	0.2111	0.4782	0.2237	0.5115	0.2266	0.5113	0.2219	0.5066
2975	0.0060	0.0046	77.8996	0.0004	0.0506	0.7548	111.8000	-0.0160	0.0202	0.0179	-0.0043	0.0034	0.0232	79.9357	0.0004	0.0004	0.7440	111.9435	-0.0159	-0.0017	-0.0011	-0.0110	0.0151	-0.0086	0.2211	0.4988	0.2253	0.5090	0.2218	0.5103	0.2221	0.5038	0.2203	0.4991	0.2219	0.5078
3400	0.0068	0.0060	77.8991	0.0004	0.0498	0.7415	111.7946	0.0034	0.0209	0.0070	0.0119	0.0262	-0.0085	79.9369	0.0004	0.0004	0.7913	111.9123	-0.0098	-0.0091	-0.0151	0.0163	-0.0259	0.0385	0.2106	0.4917	0.2181	0.4953	0.2208	0.5031	0.2238	0.4969	0.2346	0.5191	0.2192	0.4844
3825	0.0074	0.0061	77.9011	0.0004	0.0495	0.7480	111.9307	0.0018	0.0089	-0.0156	-0.0102	0.0202	0.0065	79.9369	0.0004	0.0004	0.7480	112.0363	-0.0120	0.0202	-0.0164	-0.0017	-0.0024	0.0011	0.2215	0.4902	0.2177	0.5023	0.2118	0.4872	0.2235	0.5092	0.2111	0.4816	0.2212	0.4984
4250	0.0074	0.0064	77.9006	0.0004	0.0496	0.7514	111.8895	0.0148	0.0094	0.0153	0.0002	0.0124	0.0077	79.9382	0.0004	0.0004	0.7651	111.8780	0.0004	-0.0186	0.0389	0.0294	0.0143	-0.0075	0.2214	0.5001	0.2113	0.4847	0.2188	0.5054	0.2291	0.5076	0.2136	0.4892	0.2280	0.4910
4675	0.0071	0.0066	77.9005	0.0004	0.0518	0.7330	111.9199	0.0029	-0.0123	-0.0064	-0.0169	-0.0140	-0.0193	79.9380	0.0004	0.0004	0.7631	111.8992	0.0171	-0.0084	0.0147	0.0416	0.0045	0.0205	0.2212	0.5010	0.2264	0.5122	0.2327	0.5172	0.2320	0.5132	0.2104	0.4889	0.2336	0.5248
5100	0.0074	0.0057	77.9007	0.0004	0.0496	0.7429	111.9594	-0.0014	0.0019	0.0314	0.0233	0.0031	-0.0226	79.9362	0.0004	0.0004	0.7742	111.8690	-0.0092	0.0396	0.0063	0.0254	0.0229	0.0002	0.2239	0.5102	0.2216	0.5031	0.2196	0.4969	0.2199	0.5057	0.2205	0.4939	0.2177	0.4981
5525	0.0071	0.0056	77.9006	0.0004	0.0485	0.7472	111.9159	-0.0126	0.0102	0.0077	0.0006	0.0141	0.0112	79.9364	0.0004	0.0004	0.7621	111.9657	-0.0043	-0.0334	-0.0084	0.0048	0.0062	0.0269	0.2286	0.5080	0.2190	0.5001	0.2151	0.4949	0.2250	0.5041	0.2282	0.5073	0.2256	0.5116
5950	0.0057	0.0045	77.8993	0.0004	0.0501	0.7406	111.8213	-0.0010	-0.0151	0.0083	0.0020	-0.0068	-0.0233	79.9364	0.0004	0.0004	0.7651	111.9657	0.0372	-0.0067	-0.0226	0.0030	0.0310	0.0236	0.2098	0.4893	0.2329	0.5201	0.2169	0.4966	0.2273	0.5148	0.2267	0.5043	0.2238	0.5021
6375	0.0080	0.0063	77.9000	0.0004	0.0508	0.7500	111.9719	0.0104	-0.0120	-0.0094	0.0055	-0.0056	-0.0176	79.9378	0.0004	0.0004	0.7651	111.7319	-0.0112	0.0209	0.0093	-0.0247	0.0190	0.0079	0.2231	0.5056	0.2072	0.4791	0.2228	0.5029	0.2109	0.4856	0.2142	0.4906	0.2153	0.4906
6800	0.0060	0.0052	77.9005	0.0004	0.0497	0.7398	111.8494	-0.0046	-0.0153	0.0157	0.0064	0.0194	-0.0028	79.9372	0.0004	0.0004	0.7944	111.8508	0.0347	0.0097	-0.0198	-0.0023	0.0051	0.0234	0.2178	0.4957	0.2247	0.5078	0.2259	0.5047	0.2204	0.5050	0.2195	0.4991	0.2231	0.5043
7225	0.0065	0.0053	77.9000	0.0004	0.0507	0.7483	111.9506	0.0164	-0.0084	0.0039	-0.0088	0.0179	-0.0184	79.9366	0.0004	0.0004	0.7722	112.0101	0.0076	0.0123	0.0239	0.0247	0.0302	-0.0011	0.2276	0.5070	0.2258	0.4997	0.2100	0.4846	0.2245	0.5116	0.2117	0.4849	0.2221	0.4998
7650	0.0065	0.0056	77.9001	0.0004	0.0505	0.7537	111.8338	-0.0207	-0.0052	-0.0071	0.0035	-0.0072	0.0141	79.9350	0.0004	0.0004	0.7651	111.8206	-0.0345	0.0173	-0.0197	-0.0066	-0.0148	-0.0252	0.2183	0.4856	0.2244	0.5011	0.2205	0.4973	0.2259	0.5081	0.2182	0.5038	0.2232	0.5042
