batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.7392	0.5946	77.3584	0.0017	0.1671	0.9332	45.0622	0.7620	0.7143	0.5927	0.7262	0.4702	0.5540	79.7577	0.0016	0.0016	0.3296	89.8256	-0.5162	-0.5761	-0.5638	-0.4266	0.2045	-0.3020	0.6624	0.8812	0.7166	0.9013	0.7292	0.9054	0.6095	0.8706	0.2634	0.6203	0.5373	0.8503
850	0.7509	0.6091	77.3312	0.0015	0.1594	0.9003	32.1415	0.7627	0.7235	0.6180	0.7358	0.4839	0.5645	79.7294	0.0017	0.0018	0.1159	71.0806	-0.6905	-0.7733	-0.7706	-0.5715	0.2382	-0.3807	0.6207	0.8589	0.6699	0.8759	0.6794	0.8820	0.5747	0.8475	0.2611	0.6331	0.5429	0.8399
1275	0.7526	0.6103	77.3110	0.0015	0.1587	0.8983	31.6386	0.7494	0.7161	0.6083	0.7295	0.4894	0.5690	79.7152	0.0019	0.0019	0.1129	69.3135	-0.7193	-0.8059	-0.7831	-0.6078	0.2054	-0.4259	0.6342	0.8650	0.6672	0.8809	0.6829	0.8872	0.5762	0.8547	0.2910	0.6714	0.5594	0.8448
1700	0.7716	0.6106	77.3192	0.0016	0.1642	0.9028	37.7415	0.7595	0.7279	0.6201	0.7393	0.5073	0.5656	79.7338	0.0017	0.0018	0.3871	76.2419	-0.7015	-0.7899	-0.7700	-0.5762	0.2206	-0.4198	0.6550	0.8795	0.6984	0.8953	0.7213	0.9020	0.6220	0.8699	0.2862	0.6786	0.5876	0.8620
2125	0.7730	0.6229	77.3429	0.0017	0.1671	0.9378	48.3682	0.7752	0.7371	0.6380	0.7482	0.5095	0.5937	79.7580	0.0016	0.0016	0.7016	85.1472	-0.6946	-0.7808	-0.7516	-0.5928	0.2697	-0.3602	0.6794	0.8857	0.7211	0.9033	0.7379	0.9082	0.6307	0.8761	0.2740	0.6598	0.6307	0.8766
2550	0.7901	0.6401	77.4339	0.0022	0.2204	0.9759	72.5946	0.7722	0.7310	0.6473	0.7464	0.4118	0.5731	79.8255	0.0012	0.0012	0.9516	97.4829	-0.6620	-0.7614	-0.7439	-0.5203	0.3901	-0.3250	0.7028	0.9049	0.7282	0.9145	0.7268	0.9169	0.6549	0.8942	0.2167	0.5458	0.5530	0.8625
2975	0.7801	0.6193	77.5869	0.0030	0.2898	0.9991	101.2366	0.7709	0.7067	0.6232	0.7360	0.2798	0.5467	79.8684	0.0009	0.0009	1.0000	113.6018	-0.6452	-0.7448	-0.7328	-0.5109	0.3918	-0.3990	0.6848	0.8943	0.7051	0.9057	0.7219	0.9124	0.6286	0.8813	0.2057	0.5054	0.6490	0.8800
3400	0.7787	0.6279	77.8036	0.0043	0.4168	0.9997	123.1634	0.7333	0.6158	0.5320	0.6883	-0.0237	0.4517	79.9428	0.0004	0.0004	1.0000	127.4244	-0.5629	-0.6420	-0.6192	-0.4206	0.3059	-0.2685	0.7202	0.9073	0.7359	0.9136	0.7225	0.9088	0.6540	0.8878	0.1536	0.3194	0.5269	0.8338
3825	0.7082	0.6099	77.9358	0.0045	0.4183	1.0000	136.0599	0.6333	0.4598	0.3984	0.5614	-0.0163	0.2456	79.9830	0.0001	0.0001	1.0000	136.8155	-0.2429	-0.3230	-0.3258	-0.1108	0.0286	-0.0923	0.6026	0.8669	0.5138	0.8243	0.4704	0.7900	0.4729	0.8192	0.1914	0.4600	0.3151	0.6590
4250	0.4176	0.3408	77.9489	0.0027	0.2110	0.9997	139.5764	0.5416	0.4008	0.3832	0.4167	0.1761	0.2734	79.9883	0.0001	0.0001	1.0000	140.0454	-0.1726	-0.2301	-0.1820	-0.0414	-0.0390	-0.0549	0.4752	0.7952	0.4625	0.7849	0.4309	0.7551	0.3528	0.7146	0.2911	0.6347	0.3370	0.6762
4675	0.3972	0.3067	77.9515	0.0025	0.2162	1.0000	140.3753	0.5026	0.2958	0.2996	0.3473	0.2225	0.2384	79.9897	0.0001	0.0001	1.0000	140.7429	-0.2441	-0.2856	-0.2002	-0.0627	-0.1745	-0.1946	0.4851	0.7891	0.4424	0.7596	0.4707	0.7656	0.3633	0.6969	0.3457	0.6832	0.3514	0.6969
5100	0.2855	0.2041	77.9526	0.0018	0.1549	1.0000	140.9088	0.5217	0.3764	0.3546	0.2334	0.2915	0.3304	79.9906	0.0001	0.0001	1.0000	141.4103	-0.2606	-0.3403	-0.2238	-0.0874	-0.2290	-0.2456	0.5177	0.8044	0.4948	0.7825	0.4858	0.7813	0.3545	0.6845	0.3745	0.7108	0.4211	0.7288
5525	0.3043	0.2192	77.9493	0.0020	0.1468	0.9997	137.9898	0.5110	0.2768	0.2600	0.2559	0.3623	0.3591	79.9877	0.0001	0.0001	1.0000	138.5706	-0.2643	-0.4508	-0.4085	-0.0386	-0.2605	-0.2551	0.4942	0.7886	0.4266	0.7286	0.4161	0.7256	0.3564	0.6964	0.4659	0.7820	0.4961	0.7908
5950	0.3940	0.2870	77.9452	0.0026	0.1971	0.9997	134.5352	0.5425	0.2214	0.1957	0.2470	0.3294	0.3232	79.9844	0.0001	0.0001	1.0000	135.1885	-0.2606	-0.5570	-0.5252	-0.0497	-0.2513	-0.2303	0.5052	0.8025	0.4005	0.7233	0.3790	0.7058	0.3608	0.6980	0.4740	0.7857	0.4859	0.7924
6375	0.4585	0.3426	77.9390	0.0029	0.2192	0.9997	128.9054	0.5767	0.1811	0.1487	0.2870	0.3327	0.3165	79.9797	0.0001	0.0001	1.0000	130.4183	-0.2684	-0.5274	-0.5071	-0.0085	-0.2113	-0.2146	0.5273	0.8064	0.4748	0.7634	0.4495	0.7417	0.3664	0.7007	0.5249	0.8159	0.5282	0.8157
6800	0.5026	0.3873	77.9316	0.0032	0.2536	0.9997	122.9250	0.6096	0.1722	0.1176	0.2881	0.2985	0.2989	79.9743	0.0002	0.0002	1.0000	125.1018	-0.2946	-0.5705	-0.5835	-0.0394	-0.2735	-0.3053	0.5244	0.8097	0.4906	0.7744	0.4506	0.7438	0.3808	0.7050	0.5077	0.8091	0.5093	0.8084
7225	0.5764	0.4386	77.9253	0.0036	0.2739	0.9997	118.2682	0.6351	0.1836	0.1201	0.3368	0.2846	0.2939	79.9703	0.0002	0.0002	1.0000	121.3014	-0.2125	-0.5564	-0.5443	0.0149	-0.2448	-0.2704	0.5766	0.8256	0.5325	0.7934	0.5180	0.7803	0.4316	0.7475	0.5456	0.8168	0.5646	0.8301
7650	0.5946	0.4571	77.9208	0.0038	0.2721	0.9997	115.3798	0.6573	0.1949	0.1056	0.3341	0.3040	0.2869	79.9672	0.0002	0.0002	1.0000	118.6331	-0.2226	-0.5641	-0.5936	0.0164	-0.2229	-0.2583	0.5548	0.8275	0.5362	0.8004	0.5049	0.7719	0.3867	0.7262	0.5198	0.8122	0.5352	0.8245
8075	0.5989	0.4601	77.9176	0.0038	0.2713	0.9997	113.5577	0.6505	0.2114	0.1097	0.3400	0.2987	0.2813	79.9652	0.0002	0.0002	1.0000	117.0111	-0.2138	-0.5562	-0.5804	0.0370	-0.2022	-0.2447	0.5398	0.8283	0.5486	0.8073	0.5138	0.7818	0.4037	0.7332	0.5197	0.8139	0.5367	0.8214
