batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
6375	0.7395	0.5870	77.9475	0.0048	0.4085	0.9997	144.0000	0.7342	0.7337	0.6521	0.7183	79.9879	0.0001	0.0001	1.0000	144.0000	-0.7953	-0.8378	-0.7275	-0.7284	0.4819	0.8021	0.5096	0.8168	0.5230	0.8247	0.4760	0.8005
6800	0.7398	0.5928	77.9473	0.0048	0.4087	1.0000	144.0000	0.7494	0.7516	0.6690	0.7348	79.9877	0.0001	0.0001	1.0000	144.0000	-0.7994	-0.8420	-0.7331	-0.7500	0.5233	0.8168	0.5631	0.8341	0.5872	0.8512	0.5128	0.8154
7225	0.6963	0.5584	77.9477	0.0045	0.4013	0.9997	144.0000	0.6952	0.6951	0.6179	0.6820	79.9879	0.0001	0.0001	1.0000	144.0000	-0.7946	-0.8264	-0.7096	-0.7355	0.4903	0.7917	0.5353	0.8132	0.5810	0.8415	0.4659	0.7892
7650	0.7151	0.5853	77.9476	0.0047	0.4308	0.9997	144.0000	0.7107	0.7120	0.6392	0.7017	79.9878	0.0001	0.0001	1.0000	144.0000	-0.8016	-0.8299	-0.7176	-0.7389	0.4878	0.7995	0.5101	0.8141	0.5567	0.8403	0.4669	0.7950
8075	0.7568	0.5998	77.9471	0.0049	0.4185	0.9997	144.0000	0.7568	0.7571	0.6638	0.7415	79.9879	0.0001	0.0001	1.0000	144.0000	-0.7573	-0.7979	-0.7082	-0.6864	0.5274	0.8375	0.5578	0.8497	0.5705	0.8575	0.5236	0.8368
8500	0.7097	0.5712	77.9473	0.0046	0.4095	0.9991	144.0000	0.6939	0.6936	0.6230	0.6808	79.9873	0.0001	0.0001	1.0000	144.0000	-0.7769	-0.7935	-0.6956	-0.7339	0.4548	0.7861	0.4823	0.7988	0.4980	0.8151	0.4382	0.7826
8925	0.7426	0.5823	77.9471	0.0048	0.4347	1.0000	144.0000	0.7506	0.7545	0.6723	0.7387	79.9873	0.0001	0.0001	1.0000	144.0000	-0.7842	-0.8054	-0.7160	-0.7266	0.4806	0.8056	0.5056	0.8185	0.5179	0.8286	0.4735	0.8055
9350	0.7520	0.5896	77.9469	0.0049	0.4410	1.0000	144.0000	0.7631	0.7620	0.6531	0.7481	79.9872	0.0001	0.0001	1.0000	144.0000	-0.8124	-0.8253	-0.7238	-0.7639	0.5172	0.8179	0.5374	0.8275	0.5596	0.8396	0.5154	0.8170
9775	0.7330	0.5800	77.9473	0.0048	0.4244	0.9994	144.0000	0.7198	0.7217	0.6266	0.7103	79.9877	0.0001	0.0001	1.0000	144.0000	-0.8058	-0.8401	-0.7121	-0.7508	0.5093	0.8215	0.5239	0.8300	0.5140	0.8307	0.5030	0.8196
10200	0.7455	0.6018	77.9469	0.0049	0.4438	1.0000	144.0000	0.7424	0.7409	0.6470	0.7301	79.9872	0.0001	0.0001	1.0000	144.0000	-0.8065	-0.8238	-0.7242	-0.7420	0.5046	0.8125	0.5273	0.8201	0.5160	0.8217	0.5081	0.8140
10625	0.7418	0.5816	77.9470	0.0048	0.4543	0.9997	144.0000	0.7589	0.7587	0.6692	0.7449	79.9870	0.0001	0.0001	1.0000	144.0000	-0.8277	-0.8399	-0.7433	-0.7711	0.4711	0.8014	0.4956	0.8124	0.5009	0.8229	0.4642	0.8010
11050	0.7656	0.6037	77.9466	0.0050	0.4569	1.0000	144.0000	0.7554	0.7538	0.6550	0.7386	79.9868	0.0001	0.0001	1.0000	144.0000	-0.7854	-0.7814	-0.6834	-0.7268	0.5239	0.8367	0.5482	0.8447	0.5703	0.8501	0.5231	0.8368
11475	0.7616	0.5950	77.9466	0.0049	0.4656	1.0000	144.0000	0.7278	0.7235	0.6322	0.7136	79.9868	0.0001	0.0001	1.0000	144.0000	-0.7109	-0.7173	-0.6532	-0.6483	0.5071	0.8355	0.5259	0.8420	0.5413	0.8484	0.5175	0.8348
11900	0.7702	0.6048	77.9466	0.0050	0.4574	1.0000	144.0000	0.7510	0.7475	0.6513	0.7389	79.9867	0.0001	0.0001	1.0000	144.0000	-0.7559	-0.7513	-0.6854	-0.6788	0.5216	0.8349	0.5338	0.8398	0.5406	0.8445	0.5307	0.8349
12325	0.7702	0.6005	77.9465	0.0050	0.4683	1.0000	144.0000	0.7407	0.7372	0.6438	0.7261	79.9868	0.0001	0.0001	1.0000	144.0000	-0.7345	-0.7324	-0.6693	-0.6761	0.5514	0.8458	0.5672	0.8527	0.5785	0.8591	0.5590	0.8456
12750	0.7679	0.5989	77.9466	0.0050	0.4718	1.0000	144.0000	0.7456	0.7403	0.6517	0.7318	79.9869	0.0001	0.0001	1.0000	144.0000	-0.7639	-0.7678	-0.7058	-0.7018	0.5345	0.8445	0.5555	0.8511	0.5720	0.8601	0.5380	0.8432
13175	0.7517	0.5873	77.9468	0.0049	0.4696	1.0000	144.0000	0.7259	0.7232	0.6474	0.7132	79.9870	0.0001	0.0001	1.0000	144.0000	-0.7571	-0.7632	-0.6929	-0.7013	0.5209	0.8279	0.5425	0.8363	0.5528	0.8451	0.5221	0.8272
13600	0.7670	0.6085	77.9466	0.0050	0.4806	1.0000	144.0000	0.7395	0.7343	0.6463	0.7210	79.9870	0.0001	0.0001	1.0000	144.0000	-0.7252	-0.7135	-0.6598	-0.6587	0.5464	0.8425	0.5614	0.8495	0.5835	0.8601	0.5499	0.8423
14025	0.7705	0.6074	77.9465	0.0050	0.4713	1.0000	144.0000	0.7424	0.7344	0.6410	0.7233	79.9868	0.0001	0.0001	1.0000	144.0000	-0.7346	-0.7147	-0.6580	-0.6543	0.5252	0.8427	0.5528	0.8497	0.5749	0.8595	0.5170	0.8403
14450	0.7705	0.6016	77.9465	0.0050	0.4714	1.0000	144.0000	0.7313	0.7243	0.6383	0.7154	79.9868	0.0001	0.0001	1.0000	144.0000	-0.7318	-0.7218	-0.6826	-0.6553	0.5388	0.8409	0.5584	0.8467	0.5755	0.8565	0.5267	0.8389
14875	0.7719	0.6062	77.9465	0.0050	0.4749	1.0000	144.0000	0.7213	0.7126	0.6232	0.7038	79.9868	0.0001	0.0001	1.0000	144.0000	-0.7022	-0.6775	-0.6340	-0.6096	0.5401	0.8461	0.5603	0.8524	0.5834	0.8622	0.5271	0.8433
15300	0.7668	0.5999	77.9466	0.0050	0.4758	0.9997	144.0000	0.7223	0.7131	0.6289	0.7042	79.9870	0.0001	0.0001	1.0000	144.0000	-0.7024	-0.6785	-0.6386	-0.6151	0.5439	0.8493	0.5624	0.8542	0.5824	0.8644	0.5522	0.8476
15725	0.7656	0.5946	77.9466	0.0050	0.4798	1.0000	144.0000	0.7211	0.7127	0.6268	0.7030	79.9870	0.0001	0.0001	1.0000	144.0000	-0.7033	-0.6877	-0.6550	-0.6201	0.5340	0.8450	0.5589	0.8513	0.5780	0.8611	0.5332	0.8436
16150	0.7670	0.6054	77.9466	0.0050	0.4859	1.0000	144.0000	0.7163	0.7079	0.6274	0.7005	79.9870	0.0001	0.0001	1.0000	144.0000	-0.6999	-0.6874	-0.6470	-0.6188	0.5392	0.8442	0.5576	0.8503	0.5753	0.8604	0.5279	0.8413
16575	0.7679	0.6051	77.9466	0.0050	0.4743	1.0000	144.0000	0.7146	0.7057	0.6229	0.6987	79.9870	0.0001	0.0001	1.0000	144.0000	-0.6990	-0.6801	-0.6458	-0.6195	0.5328	0.8416	0.5522	0.8477	0.5746	0.8574	0.5235	0.8376
17000	0.7648	0.6035	77.9466	0.0050	0.4752	1.0000	144.0000	0.7126	0.7025	0.6217	0.6950	79.9870	0.0001	0.0001	1.0000	144.0000	-0.6936	-0.6698	-0.6350	-0.6164	0.5397	0.8429	0.5643	0.8486	0.5812	0.8576	0.5247	0.8386
17425	0.7642	0.6013	77.9466	0.0050	0.4859	1.0000	144.0000	0.7161	0.7072	0.6287	0.6990	79.9870	0.0001	0.0001	1.0000	144.0000	-0.6884	-0.6691	-0.6371	-0.6081	0.5367	0.8437	0.5623	0.8493	0.5812	0.8591	0.5233	0.8388
17850	0.7673	0.6035	77.9466	0.0050	0.4816	1.0000	144.0000	0.7111	0.7021	0.6261	0.6951	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6899	-0.6691	-0.6289	-0.6113	0.5421	0.8463	0.5613	0.8513	0.5746	0.8596	0.5276	0.8429
18275	0.7614	0.5982	77.9466	0.0050	0.4882	0.9997	144.0000	0.7022	0.6906	0.6171	0.6846	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6740	-0.6419	-0.6021	-0.5729	0.5483	0.8451	0.5670	0.8508	0.5889	0.8614	0.5526	0.8437
18700	0.7619	0.6004	77.9466	0.0050	0.4813	1.0000	144.0000	0.7091	0.6988	0.6252	0.6903	79.9870	0.0001	0.0001	1.0000	144.0000	-0.6872	-0.6656	-0.6322	-0.6065	0.5303	0.8412	0.5542	0.8470	0.5733	0.8567	0.5224	0.8381
19125	0.7631	0.5964	77.9467	0.0050	0.4825	1.0000	144.0000	0.7052	0.6951	0.6253	0.6863	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6865	-0.6592	-0.6220	-0.5852	0.5340	0.8415	0.5482	0.8468	0.5643	0.8556	0.5326	0.8388
19550	0.7679	0.6040	77.9466	0.0050	0.4837	1.0000	144.0000	0.7034	0.6934	0.6169	0.6871	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6712	-0.6502	-0.6144	-0.5761	0.5342	0.8454	0.5533	0.8510	0.5746	0.8606	0.5400	0.8436
19975	0.7668	0.6021	77.9466	0.0050	0.4860	1.0000	144.0000	0.7047	0.6943	0.6193	0.6865	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6786	-0.6490	-0.6154	-0.5793	0.5418	0.8460	0.5587	0.8512	0.5771	0.8608	0.5366	0.8436
20400	0.7648	0.6060	77.9466	0.0050	0.4850	1.0000	144.0000	0.7040	0.6928	0.6185	0.6839	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6704	-0.6500	-0.6199	-0.5828	0.5337	0.8456	0.5549	0.8509	0.5734	0.8606	0.5329	0.8431
20825	0.7631	0.6005	77.9466	0.0050	0.4838	1.0000	144.0000	0.7031	0.6932	0.6192	0.6868	79.9870	0.0001	0.0001	1.0000	144.0000	-0.6724	-0.6478	-0.6186	-0.5792	0.5366	0.8447	0.5563	0.8499	0.5748	0.8594	0.5281	0.8414
21250	0.7622	0.5994	77.9466	0.0050	0.4829	1.0000	144.0000	0.7016	0.6907	0.6182	0.6832	79.9870	0.0001	0.0001	1.0000	144.0000	-0.6692	-0.6484	-0.6183	-0.5842	0.5332	0.8435	0.5539	0.8490	0.5745	0.8589	0.5288	0.8403
21675	0.7622	0.6003	77.9466	0.0050	0.4847	1.0000	144.0000	0.7039	0.6933	0.6208	0.6847	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6746	-0.6466	-0.6191	-0.5852	0.5335	0.8442	0.5523	0.8499	0.5713	0.8593	0.5342	0.8413
22100	0.7639	0.6058	77.9466	0.0050	0.4833	1.0000	144.0000	0.7010	0.6900	0.6167	0.6836	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6760	-0.6395	-0.6086	-0.5753	0.5335	0.8434	0.5564	0.8486	0.5754	0.8583	0.5292	0.8400
22525	0.7628	0.6043	77.9466	0.0050	0.4837	1.0000	144.0000	0.7018	0.6910	0.6183	0.6843	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6642	-0.6395	-0.6107	-0.5742	0.5308	0.8444	0.5539	0.8499	0.5746	0.8596	0.5292	0.8412
22950	0.7608	0.5994	77.9466	0.0050	0.4877	1.0000	144.0000	0.7009	0.6898	0.6174	0.6822	79.9871	0.0001	0.0001	1.0000	144.0000	-0.6678	-0.6418	-0.6132	-0.5782	0.5324	0.8443	0.5533	0.8496	0.5728	0.8590	0.5273	0.8407
